pair_id,condition_id,pair_type,source,failure_type,template,camera_motion,winner_visual_quality,loser_visual_quality,background_stability_winner,background_stability_loser,camera_following_winner,camera_following_loser,foreground_identity_winner,foreground_identity_loser,object_deformation_winner,object_deformation_loser,physical_event_winner,physical_event_loser,reobserve_winner,reobserve_loser,too_subtle,too_artificial,too_easy,too_hard,too_blurry,too_collapsed,winner_bad,medium_hard,human_visible,is_dpo_ready,written_reason,reviewer,reviewed,contact_sheet_path
v11_SYN_0169_prefix5_anchored_e78653865b3413_wrong_camera_motion_collision_response_failure_synthetic,prefix5_anchored_e78653865b3413_wrong_camera_motion,TypeM_v11_synthetic_visible,synthetic_controlled,collision_response_failure_synthetic,collision,orbit_right_64,2,0,2,1,2,1,2,1,2,1,2,1,2,1,True,False,False,False,False,False,False,False,False,False,Rejected after contact-sheet audit: too subtle,codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0169_prefix5_anchored_e78653865b3413_wrong_camera_motion_collision_response_failure_synthetic.jpg
v11_SYN_0170_prefix5_anchored_e78653865b3413_wrong_camera_motion_object_deformation_visible,prefix5_anchored_e78653865b3413_wrong_camera_motion,TypeM_v11_synthetic_visible,synthetic_controlled,object_deformation_visible,collision,orbit_right_64,2,0,2,1,2,1,2,1,2,1,2,1,2,1,True,False,False,False,False,False,False,False,False,False,Rejected after contact-sheet audit: too subtle,codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0170_prefix5_anchored_e78653865b3413_wrong_camera_motion_object_deformation_visible.jpg
v11_SYN_0171_prefix5_anchored_e78653865b3413_wrong_camera_motion_object_duplicate_or_fragment,prefix5_anchored_e78653865b3413_wrong_camera_motion,TypeM_v11_synthetic_visible,synthetic_controlled,object_duplicate_or_fragment,collision,orbit_right_64,2,0,2,1,2,1,2,1,2,1,2,1,2,1,True,False,False,False,False,False,False,False,False,False,Rejected after contact-sheet audit: too subtle,codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0171_prefix5_anchored_e78653865b3413_wrong_camera_motion_object_duplicate_or_fragment.jpg
v11_SYN_0172_prefix5_anchored_e78653865b3413_wrong_camera_motion_local_scene_patch_drift,prefix5_anchored_e78653865b3413_wrong_camera_motion,TypeM_v11_synthetic_visible,synthetic_controlled,local_scene_patch_drift,collision,orbit_right_64,2,0,2,1,2,1,2,1,2,1,2,1,2,1,True,False,False,False,False,False,False,False,False,False,Rejected after contact-sheet audit: too subtle,codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0172_prefix5_anchored_e78653865b3413_wrong_camera_motion_local_scene_patch_drift.jpg
v11_SYN_0173_prefix5_anchored_e78653865b3413_wrong_camera_motion_background_drift_visible,prefix5_anchored_e78653865b3413_wrong_camera_motion,TypeM_v11_synthetic_visible,synthetic_controlled,background_drift_visible,collision,orbit_right_64,2,1,2,1,2,1,2,1,2,1,2,1,2,1,False,False,False,False,False,False,False,True,True,True,"Contact sheet reviewed: visible medium-hard background_drift_visible; loser remains readable, reward_margin=0.120, sharpness_ratio=0.976, mean_absdiff=2.09, local_absdiff=4.31.",codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0173_prefix5_anchored_e78653865b3413_wrong_camera_motion_background_drift_visible.jpg
v11_SYN_0174_prefix5_anchored_e78653865b3413_wrong_camera_motion_object_identity_color_shift,prefix5_anchored_e78653865b3413_wrong_camera_motion,TypeM_v11_synthetic_visible,synthetic_controlled,object_identity_color_shift,collision,orbit_right_64,2,1,2,1,2,1,2,1,2,1,2,1,2,1,False,False,False,False,False,False,False,True,True,True,"Contact sheet reviewed: visible medium-hard object_identity_color_shift; loser remains readable, reward_margin=0.164, sharpness_ratio=0.998, mean_absdiff=2.28, local_absdiff=11.51.",codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0174_prefix5_anchored_e78653865b3413_wrong_camera_motion_object_identity_color_shift.jpg
v11_SYN_0175_prefix5_anchored_ebade3740fe2f4_object_identity_change_collision_response_failure_synthetic,prefix5_anchored_ebade3740fe2f4_object_identity_change,TypeM_v11_synthetic_visible,synthetic_controlled,collision_response_failure_synthetic,collision,orbit_right_64,2,1,2,1,2,1,2,1,2,1,2,1,2,1,False,False,False,False,False,False,False,True,True,True,"Contact sheet reviewed: visible medium-hard collision_response_failure_synthetic; loser remains readable, reward_margin=0.120, sharpness_ratio=0.989, mean_absdiff=2.05, local_absdiff=4.62.",codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0175_prefix5_anchored_ebade3740fe2f4_object_identity_change_collision_response_failure_synthetic.jpg
v11_SYN_0176_prefix5_anchored_ebade3740fe2f4_object_identity_change_object_deformation_visible,prefix5_anchored_ebade3740fe2f4_object_identity_change,TypeM_v11_synthetic_visible,synthetic_controlled,object_deformation_visible,collision,orbit_right_64,2,0,2,1,2,1,2,1,2,1,2,1,2,1,True,False,False,False,False,False,False,False,False,False,Rejected after contact-sheet audit: too subtle,codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0176_prefix5_anchored_ebade3740fe2f4_object_identity_change_object_deformation_visible.jpg
v11_SYN_0177_prefix5_anchored_ebade3740fe2f4_object_identity_change_object_duplicate_or_fragment,prefix5_anchored_ebade3740fe2f4_object_identity_change,TypeM_v11_synthetic_visible,synthetic_controlled,object_duplicate_or_fragment,collision,orbit_right_64,2,0,2,1,2,1,2,1,2,1,2,1,2,1,True,False,False,False,False,False,False,False,False,False,Rejected after contact-sheet audit: too subtle,codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0177_prefix5_anchored_ebade3740fe2f4_object_identity_change_object_duplicate_or_fragment.jpg
v11_SYN_0178_prefix5_anchored_ebade3740fe2f4_object_identity_change_local_scene_patch_drift,prefix5_anchored_ebade3740fe2f4_object_identity_change,TypeM_v11_synthetic_visible,synthetic_controlled,local_scene_patch_drift,collision,orbit_right_64,2,1,2,1,2,1,2,1,2,1,2,1,2,1,False,False,False,False,False,False,False,True,True,True,"Contact sheet reviewed: visible medium-hard local_scene_patch_drift; loser remains readable, reward_margin=0.120, sharpness_ratio=0.991, mean_absdiff=1.97, local_absdiff=4.18.",codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0178_prefix5_anchored_ebade3740fe2f4_object_identity_change_local_scene_patch_drift.jpg
v11_SYN_0179_prefix5_anchored_ebade3740fe2f4_object_identity_change_background_drift_visible,prefix5_anchored_ebade3740fe2f4_object_identity_change,TypeM_v11_synthetic_visible,synthetic_controlled,background_drift_visible,collision,orbit_right_64,2,0,2,1,2,1,2,1,2,1,2,1,2,1,True,False,False,False,False,False,False,False,False,False,Rejected after contact-sheet audit: too subtle,codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0179_prefix5_anchored_ebade3740fe2f4_object_identity_change_background_drift_visible.jpg
v11_SYN_0180_prefix5_anchored_ebade3740fe2f4_object_identity_change_object_identity_color_shift,prefix5_anchored_ebade3740fe2f4_object_identity_change,TypeM_v11_synthetic_visible,synthetic_controlled,object_identity_color_shift,collision,orbit_right_64,2,1,2,1,2,1,2,1,2,1,2,1,2,1,False,False,False,False,False,False,False,True,True,True,"Contact sheet reviewed: visible medium-hard object_identity_color_shift; loser remains readable, reward_margin=0.176, sharpness_ratio=0.999, mean_absdiff=2.36, local_absdiff=12.30.",codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0180_prefix5_anchored_ebade3740fe2f4_object_identity_change_object_identity_color_shift.jpg
v11_SYN_0181_prefix5_anchored_ede413792fce8b_nonrigid_background_warp_collision_response_failure_synthetic,prefix5_anchored_ede413792fce8b_nonrigid_background_warp,TypeM_v11_synthetic_visible,synthetic_controlled,collision_response_failure_synthetic,collision,orbit_right_64,2,0,2,1,2,1,2,1,2,1,2,1,2,1,True,False,False,False,False,False,False,False,False,False,Rejected after contact-sheet audit: too subtle,codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0181_prefix5_anchored_ede413792fce8b_nonrigid_background_warp_collision_response_failure_synthetic.jpg
v11_SYN_0182_prefix5_anchored_ede413792fce8b_nonrigid_background_warp_object_deformation_visible,prefix5_anchored_ede413792fce8b_nonrigid_background_warp,TypeM_v11_synthetic_visible,synthetic_controlled,object_deformation_visible,collision,orbit_right_64,2,0,2,1,2,1,2,1,2,1,2,1,2,1,True,False,False,False,False,False,False,False,False,False,Rejected after contact-sheet audit: too subtle,codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0182_prefix5_anchored_ede413792fce8b_nonrigid_background_warp_object_deformation_visible.jpg
v11_SYN_0183_prefix5_anchored_ede413792fce8b_nonrigid_background_warp_object_duplicate_or_fragment,prefix5_anchored_ede413792fce8b_nonrigid_background_warp,TypeM_v11_synthetic_visible,synthetic_controlled,object_duplicate_or_fragment,collision,orbit_right_64,2,0,2,1,2,1,2,1,2,1,2,1,2,1,True,False,False,False,False,False,False,False,False,False,Rejected after contact-sheet audit: too subtle,codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0183_prefix5_anchored_ede413792fce8b_nonrigid_background_warp_object_duplicate_or_fragment.jpg
v11_SYN_0184_prefix5_anchored_ede413792fce8b_nonrigid_background_warp_local_scene_patch_drift,prefix5_anchored_ede413792fce8b_nonrigid_background_warp,TypeM_v11_synthetic_visible,synthetic_controlled,local_scene_patch_drift,collision,orbit_right_64,2,0,2,1,2,1,2,1,2,1,2,1,2,1,True,False,False,False,False,False,False,False,False,False,Rejected after contact-sheet audit: too subtle,codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0184_prefix5_anchored_ede413792fce8b_nonrigid_background_warp_local_scene_patch_drift.jpg
v11_SYN_0185_prefix5_anchored_ede413792fce8b_nonrigid_background_warp_background_drift_visible,prefix5_anchored_ede413792fce8b_nonrigid_background_warp,TypeM_v11_synthetic_visible,synthetic_controlled,background_drift_visible,collision,orbit_right_64,2,0,2,1,2,1,2,1,2,1,2,1,2,1,True,False,False,False,False,False,False,False,False,False,Rejected after contact-sheet audit: too subtle,codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0185_prefix5_anchored_ede413792fce8b_nonrigid_background_warp_background_drift_visible.jpg
v11_SYN_0186_prefix5_anchored_ede413792fce8b_nonrigid_background_warp_object_identity_color_shift,prefix5_anchored_ede413792fce8b_nonrigid_background_warp,TypeM_v11_synthetic_visible,synthetic_controlled,object_identity_color_shift,collision,orbit_right_64,2,1,2,1,2,1,2,1,2,1,2,1,2,1,False,False,False,False,False,False,False,True,True,True,"Contact sheet reviewed: visible medium-hard object_identity_color_shift; loser remains readable, reward_margin=0.120, sharpness_ratio=0.999, mean_absdiff=2.10, local_absdiff=7.29.",codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0186_prefix5_anchored_ede413792fce8b_nonrigid_background_warp_object_identity_color_shift.jpg
v11_SYN_0187_prefix5_anchored_ff65f1ae3e7ca8_background_drift_collision_response_failure_synthetic,prefix5_anchored_ff65f1ae3e7ca8_background_drift,TypeM_v11_synthetic_visible,synthetic_controlled,collision_response_failure_synthetic,collision,orbit_right_64,2,1,2,1,2,1,2,1,2,1,2,1,2,1,False,False,False,False,False,False,False,True,True,True,"Contact sheet reviewed: visible medium-hard collision_response_failure_synthetic; loser remains readable, reward_margin=0.120, sharpness_ratio=0.990, mean_absdiff=2.05, local_absdiff=4.74.",codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0187_prefix5_anchored_ff65f1ae3e7ca8_background_drift_collision_response_failure_synthetic.jpg
v11_SYN_0188_prefix5_anchored_ff65f1ae3e7ca8_background_drift_object_deformation_visible,prefix5_anchored_ff65f1ae3e7ca8_background_drift,TypeM_v11_synthetic_visible,synthetic_controlled,object_deformation_visible,collision,orbit_right_64,2,0,2,1,2,1,2,1,2,1,2,1,2,1,True,False,False,False,False,False,False,False,False,False,Rejected after contact-sheet audit: too subtle,codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0188_prefix5_anchored_ff65f1ae3e7ca8_background_drift_object_deformation_visible.jpg
v11_SYN_0189_prefix5_anchored_ff65f1ae3e7ca8_background_drift_object_duplicate_or_fragment,prefix5_anchored_ff65f1ae3e7ca8_background_drift,TypeM_v11_synthetic_visible,synthetic_controlled,object_duplicate_or_fragment,collision,orbit_right_64,2,0,2,1,2,1,2,1,2,1,2,1,2,1,True,False,False,False,False,False,False,False,False,False,Rejected after contact-sheet audit: too subtle,codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0189_prefix5_anchored_ff65f1ae3e7ca8_background_drift_object_duplicate_or_fragment.jpg
v11_SYN_0190_prefix5_anchored_ff65f1ae3e7ca8_background_drift_local_scene_patch_drift,prefix5_anchored_ff65f1ae3e7ca8_background_drift,TypeM_v11_synthetic_visible,synthetic_controlled,local_scene_patch_drift,collision,orbit_right_64,2,1,2,1,2,1,2,1,2,1,2,1,2,1,False,False,False,False,False,False,False,True,True,True,"Contact sheet reviewed: visible medium-hard local_scene_patch_drift; loser remains readable, reward_margin=0.120, sharpness_ratio=0.983, mean_absdiff=2.06, local_absdiff=4.43.",codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0190_prefix5_anchored_ff65f1ae3e7ca8_background_drift_local_scene_patch_drift.jpg
v11_SYN_0191_prefix5_anchored_ff65f1ae3e7ca8_background_drift_background_drift_visible,prefix5_anchored_ff65f1ae3e7ca8_background_drift,TypeM_v11_synthetic_visible,synthetic_controlled,background_drift_visible,collision,orbit_right_64,2,1,2,1,2,1,2,1,2,1,2,1,2,1,False,False,False,False,False,False,False,True,True,True,"Contact sheet reviewed: visible medium-hard background_drift_visible; loser remains readable, reward_margin=0.120, sharpness_ratio=0.974, mean_absdiff=2.11, local_absdiff=5.40.",codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0191_prefix5_anchored_ff65f1ae3e7ca8_background_drift_background_drift_visible.jpg
v11_SYN_0192_prefix5_anchored_ff65f1ae3e7ca8_background_drift_object_identity_color_shift,prefix5_anchored_ff65f1ae3e7ca8_background_drift,TypeM_v11_synthetic_visible,synthetic_controlled,object_identity_color_shift,collision,orbit_right_64,2,1,2,1,2,1,2,1,2,1,2,1,2,1,False,False,False,False,False,False,False,True,True,True,"Contact sheet reviewed: visible medium-hard object_identity_color_shift; loser remains readable, reward_margin=0.120, sharpness_ratio=0.999, mean_absdiff=2.27, local_absdiff=8.20.",codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0192_prefix5_anchored_ff65f1ae3e7ca8_background_drift_object_identity_color_shift.jpg
v11_SYN_0193_v6_02200_collision_orbit_right_64_seed41200_collision_response_failure_synthetic,v6_02200_collision_orbit_right_64_seed41200,TypeM_v11_synthetic_visible,synthetic_controlled,collision_response_failure_synthetic,collision,orbit_right_64,2,1,2,1,2,1,2,1,2,1,2,1,2,1,False,False,False,False,False,False,False,True,True,True,"Contact sheet reviewed: visible medium-hard collision_response_failure_synthetic; loser remains readable, reward_margin=0.120, sharpness_ratio=0.987, mean_absdiff=2.06, local_absdiff=6.81.",codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0193_v6_02200_collision_orbit_right_64_seed41200_collision_response_failure_synthetic.jpg
v11_SYN_0194_v6_02200_collision_orbit_right_64_seed41200_object_deformation_visible,v6_02200_collision_orbit_right_64_seed41200,TypeM_v11_synthetic_visible,synthetic_controlled,object_deformation_visible,collision,orbit_right_64,2,1,2,1,2,1,2,1,2,1,2,1,2,1,False,False,False,False,False,False,False,True,True,True,"Contact sheet reviewed: visible medium-hard object_deformation_visible; loser remains readable, reward_margin=0.120, sharpness_ratio=0.972, mean_absdiff=2.00, local_absdiff=4.08.",codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0194_v6_02200_collision_orbit_right_64_seed41200_object_deformation_visible.jpg
v11_SYN_0195_v6_02200_collision_orbit_right_64_seed41200_object_duplicate_or_fragment,v6_02200_collision_orbit_right_64_seed41200,TypeM_v11_synthetic_visible,synthetic_controlled,object_duplicate_or_fragment,collision,orbit_right_64,2,0,2,1,2,1,2,1,2,1,2,1,2,1,True,False,False,False,False,False,False,False,False,False,Rejected after contact-sheet audit: too subtle,codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0195_v6_02200_collision_orbit_right_64_seed41200_object_duplicate_or_fragment.jpg
v11_SYN_0196_v6_02200_collision_orbit_right_64_seed41200_local_scene_patch_drift,v6_02200_collision_orbit_right_64_seed41200,TypeM_v11_synthetic_visible,synthetic_controlled,local_scene_patch_drift,collision,orbit_right_64,2,0,2,1,2,1,2,1,2,1,2,1,2,1,True,False,False,False,False,False,False,False,False,False,Rejected after contact-sheet audit: too subtle,codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0196_v6_02200_collision_orbit_right_64_seed41200_local_scene_patch_drift.jpg
v11_SYN_0197_v6_02200_collision_orbit_right_64_seed41200_background_drift_visible,v6_02200_collision_orbit_right_64_seed41200,TypeM_v11_synthetic_visible,synthetic_controlled,background_drift_visible,collision,orbit_right_64,2,1,2,1,2,1,2,1,2,1,2,1,2,1,False,False,False,False,False,False,False,True,True,True,"Contact sheet reviewed: visible medium-hard background_drift_visible; loser remains readable, reward_margin=0.120, sharpness_ratio=0.989, mean_absdiff=2.01, local_absdiff=4.24.",codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0197_v6_02200_collision_orbit_right_64_seed41200_background_drift_visible.jpg
v11_SYN_0198_v6_02200_collision_orbit_right_64_seed41200_object_identity_color_shift,v6_02200_collision_orbit_right_64_seed41200,TypeM_v11_synthetic_visible,synthetic_controlled,object_identity_color_shift,collision,orbit_right_64,2,1,2,1,2,1,2,1,2,1,2,1,2,1,False,False,False,False,False,False,False,True,True,True,"Contact sheet reviewed: visible medium-hard object_identity_color_shift; loser remains readable, reward_margin=0.124, sharpness_ratio=0.998, mean_absdiff=2.27, local_absdiff=8.69.",codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0198_v6_02200_collision_orbit_right_64_seed41200_object_identity_color_shift.jpg
v11_SYN_0199_v6_02202_collision_orbit_right_64_seed41202_collision_response_failure_synthetic,v6_02202_collision_orbit_right_64_seed41202,TypeM_v11_synthetic_visible,synthetic_controlled,collision_response_failure_synthetic,collision,orbit_right_64,2,1,2,1,2,1,2,1,2,1,2,1,2,1,False,False,False,False,False,False,False,True,True,True,"Contact sheet reviewed: visible medium-hard collision_response_failure_synthetic; loser remains readable, reward_margin=0.120, sharpness_ratio=0.991, mean_absdiff=2.08, local_absdiff=5.70.",codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0199_v6_02202_collision_orbit_right_64_seed41202_collision_response_failure_synthetic.jpg
v11_SYN_0200_v6_02202_collision_orbit_right_64_seed41202_object_deformation_visible,v6_02202_collision_orbit_right_64_seed41202,TypeM_v11_synthetic_visible,synthetic_controlled,object_deformation_visible,collision,orbit_right_64,2,0,2,1,2,1,2,1,2,1,2,1,2,1,True,False,False,False,False,False,False,False,False,False,Rejected after contact-sheet audit: too subtle,codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0200_v6_02202_collision_orbit_right_64_seed41202_object_deformation_visible.jpg
v11_SYN_0201_v6_02202_collision_orbit_right_64_seed41202_object_duplicate_or_fragment,v6_02202_collision_orbit_right_64_seed41202,TypeM_v11_synthetic_visible,synthetic_controlled,object_duplicate_or_fragment,collision,orbit_right_64,2,0,2,1,2,1,2,1,2,1,2,1,2,1,True,False,False,False,False,False,False,False,False,False,Rejected after contact-sheet audit: too subtle,codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0201_v6_02202_collision_orbit_right_64_seed41202_object_duplicate_or_fragment.jpg
v11_SYN_0202_v6_02202_collision_orbit_right_64_seed41202_local_scene_patch_drift,v6_02202_collision_orbit_right_64_seed41202,TypeM_v11_synthetic_visible,synthetic_controlled,local_scene_patch_drift,collision,orbit_right_64,2,0,2,1,2,1,2,1,2,1,2,1,2,1,True,False,False,False,False,False,False,False,False,False,Rejected after contact-sheet audit: too subtle,codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0202_v6_02202_collision_orbit_right_64_seed41202_local_scene_patch_drift.jpg
v11_SYN_0203_v6_02202_collision_orbit_right_64_seed41202_background_drift_visible,v6_02202_collision_orbit_right_64_seed41202,TypeM_v11_synthetic_visible,synthetic_controlled,background_drift_visible,collision,orbit_right_64,2,0,2,1,2,1,2,1,2,1,2,1,2,1,True,False,False,False,False,False,False,False,False,False,Rejected after contact-sheet audit: too subtle,codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0203_v6_02202_collision_orbit_right_64_seed41202_background_drift_visible.jpg
v11_SYN_0204_v6_02202_collision_orbit_right_64_seed41202_object_identity_color_shift,v6_02202_collision_orbit_right_64_seed41202,TypeM_v11_synthetic_visible,synthetic_controlled,object_identity_color_shift,collision,orbit_right_64,2,1,2,1,2,1,2,1,2,1,2,1,2,1,False,False,False,False,False,False,False,True,True,True,"Contact sheet reviewed: visible medium-hard object_identity_color_shift; loser remains readable, reward_margin=0.138, sharpness_ratio=0.999, mean_absdiff=2.19, local_absdiff=9.63.",codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0204_v6_02202_collision_orbit_right_64_seed41202_object_identity_color_shift.jpg
v11_SYN_0205_v6_02222_collision_orbit_right_64_seed41222_collision_response_failure_synthetic,v6_02222_collision_orbit_right_64_seed41222,TypeM_v11_synthetic_visible,synthetic_controlled,collision_response_failure_synthetic,collision,orbit_right_64,2,1,2,1,2,1,2,1,2,1,2,1,2,1,False,False,False,False,False,False,False,True,True,True,"Contact sheet reviewed: visible medium-hard collision_response_failure_synthetic; loser remains readable, reward_margin=0.120, sharpness_ratio=0.993, mean_absdiff=2.11, local_absdiff=5.62.",codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0205_v6_02222_collision_orbit_right_64_seed41222_collision_response_failure_synthetic.jpg
v11_SYN_0206_v6_02222_collision_orbit_right_64_seed41222_object_deformation_visible,v6_02222_collision_orbit_right_64_seed41222,TypeM_v11_synthetic_visible,synthetic_controlled,object_deformation_visible,collision,orbit_right_64,2,0,2,1,2,1,2,1,2,1,2,1,2,1,True,False,False,False,False,False,False,False,False,False,Rejected after contact-sheet audit: too subtle,codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0206_v6_02222_collision_orbit_right_64_seed41222_object_deformation_visible.jpg
v11_SYN_0207_v6_02222_collision_orbit_right_64_seed41222_object_duplicate_or_fragment,v6_02222_collision_orbit_right_64_seed41222,TypeM_v11_synthetic_visible,synthetic_controlled,object_duplicate_or_fragment,collision,orbit_right_64,2,0,2,1,2,1,2,1,2,1,2,1,2,1,True,False,False,False,False,False,False,False,False,False,Rejected after contact-sheet audit: too subtle,codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0207_v6_02222_collision_orbit_right_64_seed41222_object_duplicate_or_fragment.jpg
v11_SYN_0208_v6_02222_collision_orbit_right_64_seed41222_local_scene_patch_drift,v6_02222_collision_orbit_right_64_seed41222,TypeM_v11_synthetic_visible,synthetic_controlled,local_scene_patch_drift,collision,orbit_right_64,2,0,2,1,2,1,2,1,2,1,2,1,2,1,True,False,False,False,False,False,False,False,False,False,Rejected after contact-sheet audit: too subtle,codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0208_v6_02222_collision_orbit_right_64_seed41222_local_scene_patch_drift.jpg
v11_SYN_0209_v6_02222_collision_orbit_right_64_seed41222_background_drift_visible,v6_02222_collision_orbit_right_64_seed41222,TypeM_v11_synthetic_visible,synthetic_controlled,background_drift_visible,collision,orbit_right_64,2,1,2,1,2,1,2,1,2,1,2,1,2,1,False,False,False,False,False,False,False,True,True,True,"Contact sheet reviewed: visible medium-hard background_drift_visible; loser remains readable, reward_margin=0.120, sharpness_ratio=0.967, mean_absdiff=2.08, local_absdiff=5.68.",codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0209_v6_02222_collision_orbit_right_64_seed41222_background_drift_visible.jpg
v11_SYN_0210_v6_02222_collision_orbit_right_64_seed41222_object_identity_color_shift,v6_02222_collision_orbit_right_64_seed41222,TypeM_v11_synthetic_visible,synthetic_controlled,object_identity_color_shift,collision,orbit_right_64,2,1,2,1,2,1,2,1,2,1,2,1,2,1,False,False,False,False,False,False,False,True,True,True,"Contact sheet reviewed: visible medium-hard object_identity_color_shift; loser remains readable, reward_margin=0.150, sharpness_ratio=0.998, mean_absdiff=2.41, local_absdiff=10.47.",codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0210_v6_02222_collision_orbit_right_64_seed41222_object_identity_color_shift.jpg
v11_SYN_0211_v6_02226_collision_orbit_right_64_seed41226_collision_response_failure_synthetic,v6_02226_collision_orbit_right_64_seed41226,TypeM_v11_synthetic_visible,synthetic_controlled,collision_response_failure_synthetic,collision,orbit_right_64,2,0,2,1,2,1,2,1,2,1,2,1,2,1,True,False,False,False,False,False,False,False,False,False,Rejected after contact-sheet audit: too subtle,codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0211_v6_02226_collision_orbit_right_64_seed41226_collision_response_failure_synthetic.jpg
v11_SYN_0212_v6_02226_collision_orbit_right_64_seed41226_object_deformation_visible,v6_02226_collision_orbit_right_64_seed41226,TypeM_v11_synthetic_visible,synthetic_controlled,object_deformation_visible,collision,orbit_right_64,2,1,2,1,2,1,2,1,2,1,2,1,2,1,False,False,False,False,False,False,False,True,True,True,"Contact sheet reviewed: visible medium-hard object_deformation_visible; loser remains readable, reward_margin=0.120, sharpness_ratio=0.972, mean_absdiff=2.02, local_absdiff=4.30.",codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0212_v6_02226_collision_orbit_right_64_seed41226_object_deformation_visible.jpg
v11_SYN_0213_v6_02226_collision_orbit_right_64_seed41226_object_duplicate_or_fragment,v6_02226_collision_orbit_right_64_seed41226,TypeM_v11_synthetic_visible,synthetic_controlled,object_duplicate_or_fragment,collision,orbit_right_64,2,0,2,1,2,1,2,1,2,1,2,1,2,1,True,False,False,False,False,False,False,False,False,False,Rejected after contact-sheet audit: too subtle,codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0213_v6_02226_collision_orbit_right_64_seed41226_object_duplicate_or_fragment.jpg
v11_SYN_0214_v6_02226_collision_orbit_right_64_seed41226_local_scene_patch_drift,v6_02226_collision_orbit_right_64_seed41226,TypeM_v11_synthetic_visible,synthetic_controlled,local_scene_patch_drift,collision,orbit_right_64,2,1,2,1,2,1,2,1,2,1,2,1,2,1,False,False,False,False,False,False,False,True,True,True,"Contact sheet reviewed: visible medium-hard local_scene_patch_drift; loser remains readable, reward_margin=0.120, sharpness_ratio=0.982, mean_absdiff=2.08, local_absdiff=4.92.",codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0214_v6_02226_collision_orbit_right_64_seed41226_local_scene_patch_drift.jpg
v11_SYN_0215_v6_02226_collision_orbit_right_64_seed41226_background_drift_visible,v6_02226_collision_orbit_right_64_seed41226,TypeM_v11_synthetic_visible,synthetic_controlled,background_drift_visible,collision,orbit_right_64,2,0,2,1,2,1,2,1,2,1,2,1,2,1,True,False,False,False,False,False,False,False,False,False,Rejected after contact-sheet audit: too subtle,codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0215_v6_02226_collision_orbit_right_64_seed41226_background_drift_visible.jpg
