pair_id,pair_source,pair_type,failure_type,blocker_reasons,missing_fields
v11_SYN_0338_prefix5_anchored_1279c3b65a6d9e_object_identity_change_reobserve_mismatch_visible,synthetic_controlled,TypeM_v11_synthetic_visible,reobserve_mismatch_visible,prefix_not_recoverable;winner_not_recoverable,prefix_existing;prefix_recoverable;winner_existing;winner_recoverable
v11_SYN_EXTRA_0005_02202_collision_orbit_right_64_seed41202_collision_response_failure_synthetic,synthetic_controlled,TypeM_v11_synthetic_visible,collision_response_failure_synthetic,prefix_not_recoverable;winner_not_recoverable,prefix_existing;prefix_recoverable;winner_existing;winner_recoverable
v11_SYN_0343_prefix5_anchored_29df7c5cf94c4b_reobserve_mismatch_containment_failure_synthetic,synthetic_controlled,TypeM_v11_synthetic_visible,containment_failure_synthetic,prefix_not_recoverable;winner_not_recoverable,prefix_existing;prefix_recoverable;winner_existing;winner_recoverable
v11_SYN_EXTRA_0230_prefix5_anchored_29df7c5cf94c4b_reobserve_mismatch_reobserve_mismatch_visible,synthetic_controlled,TypeM_v11_synthetic_visible,reobserve_mismatch_visible,prefix_not_recoverable;winner_not_recoverable,prefix_existing;prefix_recoverable;winner_existing;winner_recoverable
v11_SYN_0001_02200_collision_orbit_right_64_seed41200_collision_response_failure_synthetic,synthetic_controlled,TypeM_v11_synthetic_visible,collision_response_failure_synthetic,prefix_not_recoverable;winner_not_recoverable,prefix_existing;prefix_recoverable;winner_existing;winner_recoverable
v11_SYN_EXTRA_0229_prefix5_anchored_29df7c5cf94c4b_reobserve_mismatch_containment_failure_synthetic,synthetic_controlled,TypeM_v11_synthetic_visible,containment_failure_synthetic,prefix_not_recoverable;winner_not_recoverable,prefix_existing;prefix_recoverable;winner_existing;winner_recoverable
v11_SYN_EXTRA_0234_prefix5_anchored_95981b8f74bed0_background_drift_reobserve_mismatch_visible,synthetic_controlled,TypeM_v11_synthetic_visible,reobserve_mismatch_visible,prefix_not_recoverable;winner_not_recoverable,prefix_existing;prefix_recoverable;winner_existing;winner_recoverable
v11_SYN_0133_prefix5_anchored_1128e39109fc83_object_deformation_collision_response_failure_synthetic,synthetic_controlled,TypeM_v11_synthetic_visible,collision_response_failure_synthetic,prefix_not_recoverable;winner_not_recoverable,prefix_existing;prefix_recoverable;winner_existing;winner_recoverable
v11_SYN_0349_prefix5_anchored_95981b8f74bed0_background_drift_containment_failure_synthetic,synthetic_controlled,TypeM_v11_synthetic_visible,containment_failure_synthetic,prefix_not_recoverable;winner_not_recoverable,prefix_existing;prefix_recoverable;winner_existing;winner_recoverable
v11_SYN_0356_prefix5_anchored_d744c2d6f264ba_object_deformation_reobserve_mismatch_visible,synthetic_controlled,TypeM_v11_synthetic_visible,reobserve_mismatch_visible,prefix_not_recoverable;winner_not_recoverable,prefix_existing;prefix_recoverable;winner_existing;winner_recoverable
v11_SYN_EXTRA_0089_prefix5_anchored_1128e39109fc83_object_deformation_collision_response_failure_synthetic,synthetic_controlled,TypeM_v11_synthetic_visible,collision_response_failure_synthetic,prefix_not_recoverable;winner_not_recoverable,prefix_existing;prefix_recoverable;winner_existing;winner_recoverable
v11_SYN_EXTRA_0233_prefix5_anchored_95981b8f74bed0_background_drift_containment_failure_synthetic,synthetic_controlled,TypeM_v11_synthetic_visible,containment_failure_synthetic,prefix_not_recoverable;winner_not_recoverable,prefix_existing;prefix_recoverable;winner_existing;winner_recoverable
v11_SYN_EXTRA_0238_prefix5_anchored_d744c2d6f264ba_object_deformation_reobserve_mismatch_visible,synthetic_controlled,TypeM_v11_synthetic_visible,reobserve_mismatch_visible,prefix_not_recoverable;winner_not_recoverable,prefix_existing;prefix_recoverable;winner_existing;winner_recoverable
v11_SYN_0139_prefix5_anchored_1ca3412d8f73c8_nonrigid_background_warp_collision_response_failure_synthetic,synthetic_controlled,TypeM_v11_synthetic_visible,collision_response_failure_synthetic,prefix_not_recoverable;winner_not_recoverable,prefix_existing;prefix_recoverable;winner_existing;winner_recoverable
v11_SYN_0355_prefix5_anchored_d744c2d6f264ba_object_deformation_containment_failure_synthetic,synthetic_controlled,TypeM_v11_synthetic_visible,containment_failure_synthetic,prefix_not_recoverable;winner_not_recoverable,prefix_existing;prefix_recoverable;winner_existing;winner_recoverable
v11_SYN_0362_prefix5_anchored_d86ae2fb1d25b2_freeze_foreground_reobserve_mismatch_visible,synthetic_controlled,TypeM_v11_synthetic_visible,reobserve_mismatch_visible,prefix_not_recoverable;winner_not_recoverable,prefix_existing;prefix_recoverable;winner_existing;winner_recoverable
v11_SYN_EXTRA_0093_prefix5_anchored_1ca3412d8f73c8_nonrigid_background_warp_collision_response_failure_synthetic,synthetic_controlled,TypeM_v11_synthetic_visible,collision_response_failure_synthetic,prefix_not_recoverable;winner_not_recoverable,prefix_existing;prefix_recoverable;winner_existing;winner_recoverable
v11_SYN_EXTRA_0237_prefix5_anchored_d744c2d6f264ba_object_deformation_containment_failure_synthetic,synthetic_controlled,TypeM_v11_synthetic_visible,containment_failure_synthetic,prefix_not_recoverable;winner_not_recoverable,prefix_existing;prefix_recoverable;winner_existing;winner_recoverable
v11_SYN_EXTRA_0242_prefix5_anchored_d86ae2fb1d25b2_freeze_foreground_reobserve_mismatch_visible,synthetic_controlled,TypeM_v11_synthetic_visible,reobserve_mismatch_visible,prefix_not_recoverable;winner_not_recoverable,prefix_existing;prefix_recoverable;winner_existing;winner_recoverable
v11_SYN_0151_prefix5_anchored_525c18bc4422f0_background_drift_collision_response_failure_synthetic,synthetic_controlled,TypeM_v11_synthetic_visible,collision_response_failure_synthetic,prefix_not_recoverable;winner_not_recoverable,prefix_existing;prefix_recoverable;winner_existing;winner_recoverable
v11_SYN_0361_prefix5_anchored_d86ae2fb1d25b2_freeze_foreground_containment_failure_synthetic,synthetic_controlled,TypeM_v11_synthetic_visible,containment_failure_synthetic,prefix_not_recoverable;winner_not_recoverable,prefix_existing;prefix_recoverable;winner_existing;winner_recoverable
v11_SYN_0368_prefix5_anchored_dc458b2cf487d8_wrong_camera_motion_reobserve_mismatch_visible,synthetic_controlled,TypeM_v11_synthetic_visible,reobserve_mismatch_visible,prefix_not_recoverable;winner_not_recoverable,prefix_existing;prefix_recoverable;winner_existing;winner_recoverable
v11_SYN_0157_prefix5_anchored_7f708dfe212ad6_freeze_foreground_collision_response_failure_synthetic,synthetic_controlled,TypeM_v11_synthetic_visible,collision_response_failure_synthetic,prefix_not_recoverable;winner_not_recoverable,prefix_existing;prefix_recoverable;winner_existing;winner_recoverable
v11_SYN_EXTRA_0241_prefix5_anchored_d86ae2fb1d25b2_freeze_foreground_containment_failure_synthetic,synthetic_controlled,TypeM_v11_synthetic_visible,containment_failure_synthetic,prefix_not_recoverable;winner_not_recoverable,prefix_existing;prefix_recoverable;winner_existing;winner_recoverable
v11_SYN_EXTRA_0246_prefix5_anchored_dc458b2cf487d8_wrong_camera_motion_reobserve_mismatch_visible,synthetic_controlled,TypeM_v11_synthetic_visible,reobserve_mismatch_visible,prefix_not_recoverable;winner_not_recoverable,prefix_existing;prefix_recoverable;winner_existing;winner_recoverable
v11_SYN_EXTRA_0105_prefix5_anchored_7f708dfe212ad6_freeze_foreground_collision_response_failure_synthetic,synthetic_controlled,TypeM_v11_synthetic_visible,collision_response_failure_synthetic,prefix_not_recoverable;winner_not_recoverable,prefix_existing;prefix_recoverable;winner_existing;winner_recoverable
v11_SYN_0367_prefix5_anchored_dc458b2cf487d8_wrong_camera_motion_containment_failure_synthetic,synthetic_controlled,TypeM_v11_synthetic_visible,containment_failure_synthetic,prefix_not_recoverable;winner_not_recoverable,prefix_existing;prefix_recoverable;winner_existing;winner_recoverable
v11_SYN_EXTRA_0250_v6_04204_containment_orbit_left_44_seed43204_reobserve_mismatch_visible,synthetic_controlled,TypeM_v11_synthetic_visible,reobserve_mismatch_visible,prefix_not_recoverable;winner_not_recoverable,prefix_existing;prefix_recoverable;winner_existing;winner_recoverable
v11_SYN_EXTRA_0109_prefix5_anchored_b53591379e11c1_object_deformation_collision_response_failure_synthetic,synthetic_controlled,TypeM_v11_synthetic_visible,collision_response_failure_synthetic,prefix_not_recoverable;winner_not_recoverable,prefix_existing;prefix_recoverable;winner_existing;winner_recoverable
v11_SYN_EXTRA_0245_prefix5_anchored_dc458b2cf487d8_wrong_camera_motion_containment_failure_synthetic,synthetic_controlled,TypeM_v11_synthetic_visible,containment_failure_synthetic,prefix_not_recoverable;winner_not_recoverable,prefix_existing;prefix_recoverable;winner_existing;winner_recoverable
v11_SYN_0221_04204_containment_orbit_left_44_seed43204_partial_freeze_foreground,synthetic_controlled,TypeM_v11_synthetic_visible,partial_freeze_foreground,prefix_not_recoverable;winner_not_recoverable,prefix_existing;prefix_recoverable;winner_existing;winner_recoverable
v11_SYN_EXTRA_0113_prefix5_anchored_e78653865b3413_wrong_camera_motion_collision_response_failure_synthetic,synthetic_controlled,TypeM_v11_synthetic_visible,collision_response_failure_synthetic,prefix_not_recoverable;winner_not_recoverable,prefix_existing;prefix_recoverable;winner_existing;winner_recoverable
v11_SYN_EXTRA_0249_v6_04204_containment_orbit_left_44_seed43204_containment_failure_synthetic,synthetic_controlled,TypeM_v11_synthetic_visible,containment_failure_synthetic,prefix_not_recoverable;winner_not_recoverable,prefix_existing;prefix_recoverable;winner_existing;winner_recoverable
v11_SYN_0341_prefix5_anchored_1279c3b65a6d9e_object_identity_change_partial_freeze_foreground,synthetic_controlled,TypeM_v11_synthetic_visible,partial_freeze_foreground,prefix_not_recoverable;winner_not_recoverable,prefix_existing;prefix_recoverable;winner_existing;winner_recoverable
v11_SYN_0175_prefix5_anchored_ebade3740fe2f4_object_identity_change_collision_response_failure_synthetic,synthetic_controlled,TypeM_v11_synthetic_visible,collision_response_failure_synthetic,prefix_not_recoverable;winner_not_recoverable,prefix_existing;prefix_recoverable;winner_existing;winner_recoverable
v11_SYN_0347_prefix5_anchored_29df7c5cf94c4b_reobserve_mismatch_partial_freeze_foreground,synthetic_controlled,TypeM_v11_synthetic_visible,partial_freeze_foreground,prefix_not_recoverable;winner_not_recoverable,prefix_existing;prefix_recoverable;winner_existing;winner_recoverable
v11_SYN_EXTRA_0117_prefix5_anchored_ebade3740fe2f4_object_identity_change_collision_response_failure_synthetic,synthetic_controlled,TypeM_v11_synthetic_visible,collision_response_failure_synthetic,prefix_not_recoverable;winner_not_recoverable,prefix_existing;prefix_recoverable;winner_existing;winner_recoverable
v11_SYN_0353_prefix5_anchored_95981b8f74bed0_background_drift_partial_freeze_foreground,synthetic_controlled,TypeM_v11_synthetic_visible,partial_freeze_foreground,prefix_not_recoverable;winner_not_recoverable,prefix_existing;prefix_recoverable;winner_existing;winner_recoverable
v11_SYN_EXTRA_0121_prefix5_anchored_ede413792fce8b_nonrigid_background_warp_collision_response_failure_synthetic,synthetic_controlled,TypeM_v11_synthetic_visible,collision_response_failure_synthetic,prefix_not_recoverable;winner_not_recoverable,prefix_existing;prefix_recoverable;winner_existing;winner_recoverable
v11_SYN_0359_prefix5_anchored_d744c2d6f264ba_object_deformation_partial_freeze_foreground,synthetic_controlled,TypeM_v11_synthetic_visible,partial_freeze_foreground,prefix_not_recoverable;winner_not_recoverable,prefix_existing;prefix_recoverable;winner_existing;winner_recoverable
v11_SYN_0187_prefix5_anchored_ff65f1ae3e7ca8_background_drift_collision_response_failure_synthetic,synthetic_controlled,TypeM_v11_synthetic_visible,collision_response_failure_synthetic,prefix_not_recoverable;winner_not_recoverable,prefix_existing;prefix_recoverable;winner_existing;winner_recoverable
v11_SYN_0365_prefix5_anchored_d86ae2fb1d25b2_freeze_foreground_partial_freeze_foreground,synthetic_controlled,TypeM_v11_synthetic_visible,partial_freeze_foreground,prefix_not_recoverable;winner_not_recoverable,prefix_existing;prefix_recoverable;winner_existing;winner_recoverable
v11_SYN_0193_v6_02200_collision_orbit_right_64_seed41200_collision_response_failure_synthetic,synthetic_controlled,TypeM_v11_synthetic_visible,collision_response_failure_synthetic,prefix_not_recoverable;winner_not_recoverable,prefix_existing;prefix_recoverable;winner_existing;winner_recoverable
v11_SYN_0371_prefix5_anchored_dc458b2cf487d8_wrong_camera_motion_partial_freeze_foreground,synthetic_controlled,TypeM_v11_synthetic_visible,partial_freeze_foreground,prefix_not_recoverable;winner_not_recoverable,prefix_existing;prefix_recoverable;winner_existing;winner_recoverable
v11_SYN_EXTRA_0129_v6_02200_collision_orbit_right_64_seed41200_collision_response_failure_synthetic,synthetic_controlled,TypeM_v11_synthetic_visible,collision_response_failure_synthetic,prefix_not_recoverable;winner_not_recoverable,prefix_existing;prefix_recoverable;winner_existing;winner_recoverable
v11_SYN_0377_v6_04204_containment_orbit_left_44_seed43204_partial_freeze_foreground,synthetic_controlled,TypeM_v11_synthetic_visible,partial_freeze_foreground,prefix_not_recoverable;winner_not_recoverable,prefix_existing;prefix_recoverable;winner_existing;winner_recoverable
v11_SYN_0199_v6_02202_collision_orbit_right_64_seed41202_collision_response_failure_synthetic,synthetic_controlled,TypeM_v11_synthetic_visible,collision_response_failure_synthetic,prefix_not_recoverable;winner_not_recoverable,prefix_existing;prefix_recoverable;winner_existing;winner_recoverable
v11_SYN_EXTRA_0133_v6_02202_collision_orbit_right_64_seed41202_collision_response_failure_synthetic,synthetic_controlled,TypeM_v11_synthetic_visible,collision_response_failure_synthetic,prefix_not_recoverable;winner_not_recoverable,prefix_existing;prefix_recoverable;winner_existing;winner_recoverable
v11_SYN_0205_v6_02222_collision_orbit_right_64_seed41222_collision_response_failure_synthetic,synthetic_controlled,TypeM_v11_synthetic_visible,collision_response_failure_synthetic,prefix_not_recoverable;winner_not_recoverable,prefix_existing;prefix_recoverable;winner_existing;winner_recoverable
v11_SYN_EXTRA_0137_v6_02222_collision_orbit_right_64_seed41222_collision_response_failure_synthetic,synthetic_controlled,TypeM_v11_synthetic_visible,collision_response_failure_synthetic,prefix_not_recoverable;winner_not_recoverable,prefix_existing;prefix_recoverable;winner_existing;winner_recoverable
v11_SYN_EXTRA_0141_v6_02226_collision_orbit_right_64_seed41226_collision_response_failure_synthetic,synthetic_controlled,TypeM_v11_synthetic_visible,collision_response_failure_synthetic,prefix_not_recoverable;winner_not_recoverable,prefix_existing;prefix_recoverable;winner_existing;winner_recoverable
v11_SYN_0004_02200_collision_orbit_right_64_seed41200_local_scene_patch_drift,synthetic_controlled,TypeM_v11_synthetic_visible,local_scene_patch_drift,prefix_not_recoverable;winner_not_recoverable,prefix_existing;prefix_recoverable;winner_existing;winner_recoverable
v11_SYN_0006_02200_collision_orbit_right_64_seed41200_object_identity_color_shift,synthetic_controlled,TypeM_v11_synthetic_visible,object_identity_color_shift,prefix_not_recoverable;winner_not_recoverable,prefix_existing;prefix_recoverable;winner_existing;winner_recoverable
v11_SYN_0010_02202_collision_orbit_right_64_seed41202_local_scene_patch_drift,synthetic_controlled,TypeM_v11_synthetic_visible,local_scene_patch_drift,prefix_not_recoverable;winner_not_recoverable,prefix_existing;prefix_recoverable;winner_existing;winner_recoverable
v11_SYN_0012_02202_collision_orbit_right_64_seed41202_object_identity_color_shift,synthetic_controlled,TypeM_v11_synthetic_visible,object_identity_color_shift,prefix_not_recoverable;winner_not_recoverable,prefix_existing;prefix_recoverable;winner_existing;winner_recoverable
