sample_id,condition_id,template,camera_motion,model_key,model_label,adapter_path,adapter_exists,generated_full,generated_future,prefix_video,gt_future,contact_sheet,exists_future,exists_contact_sheet,rollout_set,file_size_mb,fps,width,height,num_frames
02200_collision_orbit_right_64_seed41200,v6b_02200_collision_orbit_right_64_seed41200,collision,orbit_right_64,M_B_camera_r8,B camera-only rank8,local_assets/experiments/small_lora_scope_sweep_20260624/train/small_lora_B_camera_r8_train200_20260624_141215/checkpoints/small_lora_B_camera_r8_train200_20260624_141215/high_only_phase/branches/step_000200/fast_stageA_high_noise_adapter,True,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_B_camera_r8/videos/02200_collision_orbit_right_64_seed41200_M_B_camera_r8.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_B_camera_r8/videos/02200_collision_orbit_right_64_seed41200_M_B_camera_r8_future.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_B_camera_r8/videos/02200_collision_orbit_right_64_seed41200_prefix.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_B_camera_r8/contact_sheets/02200_collision_orbit_right_64_seed41200_M_B_camera_r8_prefix_future.jpg,True,True,first16,1.464,16.0,832,480,76
02200_collision_orbit_right_64_seed41200,v6b_02200_collision_orbit_right_64_seed41200,collision,orbit_right_64,M_C_camera_self_temporal_r4,C camera+self/temporal rank4,local_assets/experiments/small_lora_scope_sweep_20260624/train/small_lora_C_camera_self_r4_train200_20260624_141215/checkpoints/small_lora_C_camera_self_r4_train200_20260624_141215/high_only_phase/branches/step_000200/fast_stageA_high_noise_adapter,True,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_C_camera_self_temporal_r4/videos/02200_collision_orbit_right_64_seed41200_M_C_camera_self_temporal_r4.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_C_camera_self_temporal_r4/videos/02200_collision_orbit_right_64_seed41200_M_C_camera_self_temporal_r4_future.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_C_camera_self_temporal_r4/videos/02200_collision_orbit_right_64_seed41200_prefix.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_C_camera_self_temporal_r4/contact_sheets/02200_collision_orbit_right_64_seed41200_M_C_camera_self_temporal_r4_prefix_future.jpg,True,True,first16,1.392,16.0,832,480,76
02202_collision_orbit_right_64_seed41202,v6b_02202_collision_orbit_right_64_seed41202,collision,orbit_right_64,M0_original_fast,Original Fast,,False,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M0_original_fast/videos/02202_collision_orbit_right_64_seed41202_M0_original_fast.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M0_original_fast/videos/02202_collision_orbit_right_64_seed41202_M0_original_fast_future.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M0_original_fast/videos/02202_collision_orbit_right_64_seed41202_prefix.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/02202_collision_orbit_right_64_seed41202/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M0_original_fast/contact_sheets/02202_collision_orbit_right_64_seed41202_M0_original_fast_prefix_future.jpg,True,True,first16,0.995,16.0,832,480,76
02202_collision_orbit_right_64_seed41202,v6b_02202_collision_orbit_right_64_seed41202,collision,orbit_right_64,M_B_camera_r8,B camera-only rank8,local_assets/experiments/small_lora_scope_sweep_20260624/train/small_lora_B_camera_r8_train200_20260624_141215/checkpoints/small_lora_B_camera_r8_train200_20260624_141215/high_only_phase/branches/step_000200/fast_stageA_high_noise_adapter,True,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_B_camera_r8/videos/02202_collision_orbit_right_64_seed41202_M_B_camera_r8.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_B_camera_r8/videos/02202_collision_orbit_right_64_seed41202_M_B_camera_r8_future.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_B_camera_r8/videos/02202_collision_orbit_right_64_seed41202_prefix.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/02202_collision_orbit_right_64_seed41202/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_B_camera_r8/contact_sheets/02202_collision_orbit_right_64_seed41202_M_B_camera_r8_prefix_future.jpg,True,True,first16,1.03,16.0,832,480,76
02202_collision_orbit_right_64_seed41202,v6b_02202_collision_orbit_right_64_seed41202,collision,orbit_right_64,M_C_camera_self_temporal_r4,C camera+self/temporal rank4,local_assets/experiments/small_lora_scope_sweep_20260624/train/small_lora_C_camera_self_r4_train200_20260624_141215/checkpoints/small_lora_C_camera_self_r4_train200_20260624_141215/high_only_phase/branches/step_000200/fast_stageA_high_noise_adapter,True,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_C_camera_self_temporal_r4/videos/02202_collision_orbit_right_64_seed41202_M_C_camera_self_temporal_r4.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_C_camera_self_temporal_r4/videos/02202_collision_orbit_right_64_seed41202_M_C_camera_self_temporal_r4_future.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_C_camera_self_temporal_r4/videos/02202_collision_orbit_right_64_seed41202_prefix.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/02202_collision_orbit_right_64_seed41202/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_C_camera_self_temporal_r4/contact_sheets/02202_collision_orbit_right_64_seed41202_M_C_camera_self_temporal_r4_prefix_future.jpg,True,True,first16,1.006,16.0,832,480,76
02222_collision_orbit_right_64_seed41222,v6b_02222_collision_orbit_right_64_seed41222,collision,orbit_right_64,M0_original_fast,Original Fast,,False,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M0_original_fast/videos/02222_collision_orbit_right_64_seed41222_M0_original_fast.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M0_original_fast/videos/02222_collision_orbit_right_64_seed41222_M0_original_fast_future.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M0_original_fast/videos/02222_collision_orbit_right_64_seed41222_prefix.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/02222_collision_orbit_right_64_seed41222/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M0_original_fast/contact_sheets/02222_collision_orbit_right_64_seed41222_M0_original_fast_prefix_future.jpg,True,True,first16,1.553,16.0,832,480,76
02222_collision_orbit_right_64_seed41222,v6b_02222_collision_orbit_right_64_seed41222,collision,orbit_right_64,M_B_camera_r8,B camera-only rank8,local_assets/experiments/small_lora_scope_sweep_20260624/train/small_lora_B_camera_r8_train200_20260624_141215/checkpoints/small_lora_B_camera_r8_train200_20260624_141215/high_only_phase/branches/step_000200/fast_stageA_high_noise_adapter,True,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_B_camera_r8/videos/02222_collision_orbit_right_64_seed41222_M_B_camera_r8.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_B_camera_r8/videos/02222_collision_orbit_right_64_seed41222_M_B_camera_r8_future.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_B_camera_r8/videos/02222_collision_orbit_right_64_seed41222_prefix.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/02222_collision_orbit_right_64_seed41222/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_B_camera_r8/contact_sheets/02222_collision_orbit_right_64_seed41222_M_B_camera_r8_prefix_future.jpg,True,True,first16,1.605,16.0,832,480,76
02222_collision_orbit_right_64_seed41222,v6b_02222_collision_orbit_right_64_seed41222,collision,orbit_right_64,M_C_camera_self_temporal_r4,C camera+self/temporal rank4,local_assets/experiments/small_lora_scope_sweep_20260624/train/small_lora_C_camera_self_r4_train200_20260624_141215/checkpoints/small_lora_C_camera_self_r4_train200_20260624_141215/high_only_phase/branches/step_000200/fast_stageA_high_noise_adapter,True,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_C_camera_self_temporal_r4/videos/02222_collision_orbit_right_64_seed41222_M_C_camera_self_temporal_r4.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_C_camera_self_temporal_r4/videos/02222_collision_orbit_right_64_seed41222_M_C_camera_self_temporal_r4_future.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_C_camera_self_temporal_r4/videos/02222_collision_orbit_right_64_seed41222_prefix.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/02222_collision_orbit_right_64_seed41222/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_C_camera_self_temporal_r4/contact_sheets/02222_collision_orbit_right_64_seed41222_M_C_camera_self_temporal_r4_prefix_future.jpg,True,True,first16,1.588,16.0,832,480,76
02226_collision_orbit_right_64_seed41226,v6b_02226_collision_orbit_right_64_seed41226,collision,orbit_right_64,M0_original_fast,Original Fast,,False,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M0_original_fast/videos/02226_collision_orbit_right_64_seed41226_M0_original_fast.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M0_original_fast/videos/02226_collision_orbit_right_64_seed41226_M0_original_fast_future.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M0_original_fast/videos/02226_collision_orbit_right_64_seed41226_prefix.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/02226_collision_orbit_right_64_seed41226/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M0_original_fast/contact_sheets/02226_collision_orbit_right_64_seed41226_M0_original_fast_prefix_future.jpg,True,True,first16,1.307,16.0,832,480,76
02226_collision_orbit_right_64_seed41226,v6b_02226_collision_orbit_right_64_seed41226,collision,orbit_right_64,M_B_camera_r8,B camera-only rank8,local_assets/experiments/small_lora_scope_sweep_20260624/train/small_lora_B_camera_r8_train200_20260624_141215/checkpoints/small_lora_B_camera_r8_train200_20260624_141215/high_only_phase/branches/step_000200/fast_stageA_high_noise_adapter,True,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_B_camera_r8/videos/02226_collision_orbit_right_64_seed41226_M_B_camera_r8.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_B_camera_r8/videos/02226_collision_orbit_right_64_seed41226_M_B_camera_r8_future.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_B_camera_r8/videos/02226_collision_orbit_right_64_seed41226_prefix.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/02226_collision_orbit_right_64_seed41226/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_B_camera_r8/contact_sheets/02226_collision_orbit_right_64_seed41226_M_B_camera_r8_prefix_future.jpg,True,True,first16,1.324,16.0,832,480,76
02226_collision_orbit_right_64_seed41226,v6b_02226_collision_orbit_right_64_seed41226,collision,orbit_right_64,M_C_camera_self_temporal_r4,C camera+self/temporal rank4,local_assets/experiments/small_lora_scope_sweep_20260624/train/small_lora_C_camera_self_r4_train200_20260624_141215/checkpoints/small_lora_C_camera_self_r4_train200_20260624_141215/high_only_phase/branches/step_000200/fast_stageA_high_noise_adapter,True,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_C_camera_self_temporal_r4/videos/02226_collision_orbit_right_64_seed41226_M_C_camera_self_temporal_r4.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_C_camera_self_temporal_r4/videos/02226_collision_orbit_right_64_seed41226_M_C_camera_self_temporal_r4_future.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_C_camera_self_temporal_r4/videos/02226_collision_orbit_right_64_seed41226_prefix.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/02226_collision_orbit_right_64_seed41226/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_C_camera_self_temporal_r4/contact_sheets/02226_collision_orbit_right_64_seed41226_M_C_camera_self_temporal_r4_prefix_future.jpg,True,True,first16,1.346,16.0,832,480,76
02228_collision_orbit_right_64_seed41228,v6b_02228_collision_orbit_right_64_seed41228,collision,orbit_right_64,M0_original_fast,Original Fast,,False,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M0_original_fast/videos/02228_collision_orbit_right_64_seed41228_M0_original_fast.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M0_original_fast/videos/02228_collision_orbit_right_64_seed41228_M0_original_fast_future.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M0_original_fast/videos/02228_collision_orbit_right_64_seed41228_prefix.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/02228_collision_orbit_right_64_seed41228/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M0_original_fast/contact_sheets/02228_collision_orbit_right_64_seed41228_M0_original_fast_prefix_future.jpg,False,False,remaining16,0,0.0,0,0,0
02228_collision_orbit_right_64_seed41228,v6b_02228_collision_orbit_right_64_seed41228,collision,orbit_right_64,M_B_camera_r8,B camera-only rank8,local_assets/experiments/small_lora_scope_sweep_20260624/train/small_lora_B_camera_r8_train200_20260624_141215/checkpoints/small_lora_B_camera_r8_train200_20260624_141215/high_only_phase/branches/step_000200/fast_stageA_high_noise_adapter,True,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M_B_camera_r8/videos/02228_collision_orbit_right_64_seed41228_M_B_camera_r8.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M_B_camera_r8/videos/02228_collision_orbit_right_64_seed41228_M_B_camera_r8_future.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M_B_camera_r8/videos/02228_collision_orbit_right_64_seed41228_prefix.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/02228_collision_orbit_right_64_seed41228/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M_B_camera_r8/contact_sheets/02228_collision_orbit_right_64_seed41228_M_B_camera_r8_prefix_future.jpg,True,True,remaining16,1.127,16.0,832,480,76
02228_collision_orbit_right_64_seed41228,v6b_02228_collision_orbit_right_64_seed41228,collision,orbit_right_64,M_C_camera_self_temporal_r4,C camera+self/temporal rank4,local_assets/experiments/small_lora_scope_sweep_20260624/train/small_lora_C_camera_self_r4_train200_20260624_141215/checkpoints/small_lora_C_camera_self_r4_train200_20260624_141215/high_only_phase/branches/step_000200/fast_stageA_high_noise_adapter,True,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M_C_camera_self_temporal_r4/videos/02228_collision_orbit_right_64_seed41228_M_C_camera_self_temporal_r4.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M_C_camera_self_temporal_r4/videos/02228_collision_orbit_right_64_seed41228_M_C_camera_self_temporal_r4_future.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M_C_camera_self_temporal_r4/videos/02228_collision_orbit_right_64_seed41228_prefix.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/02228_collision_orbit_right_64_seed41228/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M_C_camera_self_temporal_r4/contact_sheets/02228_collision_orbit_right_64_seed41228_M_C_camera_self_temporal_r4_prefix_future.jpg,True,True,remaining16,1.108,16.0,832,480,76
02262_collision_orbit_right_64_seed41262,v6b_02262_collision_orbit_right_64_seed41262,collision,orbit_right_64,M0_original_fast,Original Fast,,False,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M0_original_fast/videos/02262_collision_orbit_right_64_seed41262_M0_original_fast.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M0_original_fast/videos/02262_collision_orbit_right_64_seed41262_M0_original_fast_future.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M0_original_fast/videos/02262_collision_orbit_right_64_seed41262_prefix.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/02262_collision_orbit_right_64_seed41262/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M0_original_fast/contact_sheets/02262_collision_orbit_right_64_seed41262_M0_original_fast_prefix_future.jpg,False,False,remaining16,0,0.0,0,0,0
02262_collision_orbit_right_64_seed41262,v6b_02262_collision_orbit_right_64_seed41262,collision,orbit_right_64,M_B_camera_r8,B camera-only rank8,local_assets/experiments/small_lora_scope_sweep_20260624/train/small_lora_B_camera_r8_train200_20260624_141215/checkpoints/small_lora_B_camera_r8_train200_20260624_141215/high_only_phase/branches/step_000200/fast_stageA_high_noise_adapter,True,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M_B_camera_r8/videos/02262_collision_orbit_right_64_seed41262_M_B_camera_r8.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M_B_camera_r8/videos/02262_collision_orbit_right_64_seed41262_M_B_camera_r8_future.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M_B_camera_r8/videos/02262_collision_orbit_right_64_seed41262_prefix.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/02262_collision_orbit_right_64_seed41262/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M_B_camera_r8/contact_sheets/02262_collision_orbit_right_64_seed41262_M_B_camera_r8_prefix_future.jpg,True,True,remaining16,1.189,16.0,832,480,76
02262_collision_orbit_right_64_seed41262,v6b_02262_collision_orbit_right_64_seed41262,collision,orbit_right_64,M_C_camera_self_temporal_r4,C camera+self/temporal rank4,local_assets/experiments/small_lora_scope_sweep_20260624/train/small_lora_C_camera_self_r4_train200_20260624_141215/checkpoints/small_lora_C_camera_self_r4_train200_20260624_141215/high_only_phase/branches/step_000200/fast_stageA_high_noise_adapter,True,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M_C_camera_self_temporal_r4/videos/02262_collision_orbit_right_64_seed41262_M_C_camera_self_temporal_r4.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M_C_camera_self_temporal_r4/videos/02262_collision_orbit_right_64_seed41262_M_C_camera_self_temporal_r4_future.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M_C_camera_self_temporal_r4/videos/02262_collision_orbit_right_64_seed41262_prefix.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/02262_collision_orbit_right_64_seed41262/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M_C_camera_self_temporal_r4/contact_sheets/02262_collision_orbit_right_64_seed41262_M_C_camera_self_temporal_r4_prefix_future.jpg,True,True,remaining16,1.214,16.0,832,480,76
02276_collision_orbit_right_64_seed41276,v6b_02276_collision_orbit_right_64_seed41276,collision,orbit_right_64,M0_original_fast,Original Fast,,False,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M0_original_fast/videos/02276_collision_orbit_right_64_seed41276_M0_original_fast.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M0_original_fast/videos/02276_collision_orbit_right_64_seed41276_M0_original_fast_future.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M0_original_fast/videos/02276_collision_orbit_right_64_seed41276_prefix.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/02276_collision_orbit_right_64_seed41276/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M0_original_fast/contact_sheets/02276_collision_orbit_right_64_seed41276_M0_original_fast_prefix_future.jpg,False,False,remaining16,0,0.0,0,0,0
02276_collision_orbit_right_64_seed41276,v6b_02276_collision_orbit_right_64_seed41276,collision,orbit_right_64,M_B_camera_r8,B camera-only rank8,local_assets/experiments/small_lora_scope_sweep_20260624/train/small_lora_B_camera_r8_train200_20260624_141215/checkpoints/small_lora_B_camera_r8_train200_20260624_141215/high_only_phase/branches/step_000200/fast_stageA_high_noise_adapter,True,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M_B_camera_r8/videos/02276_collision_orbit_right_64_seed41276_M_B_camera_r8.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M_B_camera_r8/videos/02276_collision_orbit_right_64_seed41276_M_B_camera_r8_future.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M_B_camera_r8/videos/02276_collision_orbit_right_64_seed41276_prefix.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/02276_collision_orbit_right_64_seed41276/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M_B_camera_r8/contact_sheets/02276_collision_orbit_right_64_seed41276_M_B_camera_r8_prefix_future.jpg,True,True,remaining16,1.906,16.0,832,480,76
02276_collision_orbit_right_64_seed41276,v6b_02276_collision_orbit_right_64_seed41276,collision,orbit_right_64,M_C_camera_self_temporal_r4,C camera+self/temporal rank4,local_assets/experiments/small_lora_scope_sweep_20260624/train/small_lora_C_camera_self_r4_train200_20260624_141215/checkpoints/small_lora_C_camera_self_r4_train200_20260624_141215/high_only_phase/branches/step_000200/fast_stageA_high_noise_adapter,True,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M_C_camera_self_temporal_r4/videos/02276_collision_orbit_right_64_seed41276_M_C_camera_self_temporal_r4.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M_C_camera_self_temporal_r4/videos/02276_collision_orbit_right_64_seed41276_M_C_camera_self_temporal_r4_future.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M_C_camera_self_temporal_r4/videos/02276_collision_orbit_right_64_seed41276_prefix.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/02276_collision_orbit_right_64_seed41276/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M_C_camera_self_temporal_r4/contact_sheets/02276_collision_orbit_right_64_seed41276_M_C_camera_self_temporal_r4_prefix_future.jpg,True,True,remaining16,1.893,16.0,832,480,76
02284_collision_orbit_right_64_seed41284,v6b_02284_collision_orbit_right_64_seed41284,collision,orbit_right_64,M0_original_fast,Original Fast,,False,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M0_original_fast/videos/02284_collision_orbit_right_64_seed41284_M0_original_fast.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M0_original_fast/videos/02284_collision_orbit_right_64_seed41284_M0_original_fast_future.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M0_original_fast/videos/02284_collision_orbit_right_64_seed41284_prefix.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/02284_collision_orbit_right_64_seed41284/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M0_original_fast/contact_sheets/02284_collision_orbit_right_64_seed41284_M0_original_fast_prefix_future.jpg,False,False,remaining16,0,0.0,0,0,0
02284_collision_orbit_right_64_seed41284,v6b_02284_collision_orbit_right_64_seed41284,collision,orbit_right_64,M_B_camera_r8,B camera-only rank8,local_assets/experiments/small_lora_scope_sweep_20260624/train/small_lora_B_camera_r8_train200_20260624_141215/checkpoints/small_lora_B_camera_r8_train200_20260624_141215/high_only_phase/branches/step_000200/fast_stageA_high_noise_adapter,True,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M_B_camera_r8/videos/02284_collision_orbit_right_64_seed41284_M_B_camera_r8.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M_B_camera_r8/videos/02284_collision_orbit_right_64_seed41284_M_B_camera_r8_future.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M_B_camera_r8/videos/02284_collision_orbit_right_64_seed41284_prefix.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/02284_collision_orbit_right_64_seed41284/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M_B_camera_r8/contact_sheets/02284_collision_orbit_right_64_seed41284_M_B_camera_r8_prefix_future.jpg,True,True,remaining16,1.498,16.0,832,480,76
02284_collision_orbit_right_64_seed41284,v6b_02284_collision_orbit_right_64_seed41284,collision,orbit_right_64,M_C_camera_self_temporal_r4,C camera+self/temporal rank4,local_assets/experiments/small_lora_scope_sweep_20260624/train/small_lora_C_camera_self_r4_train200_20260624_141215/checkpoints/small_lora_C_camera_self_r4_train200_20260624_141215/high_only_phase/branches/step_000200/fast_stageA_high_noise_adapter,True,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M_C_camera_self_temporal_r4/videos/02284_collision_orbit_right_64_seed41284_M_C_camera_self_temporal_r4.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M_C_camera_self_temporal_r4/videos/02284_collision_orbit_right_64_seed41284_M_C_camera_self_temporal_r4_future.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M_C_camera_self_temporal_r4/videos/02284_collision_orbit_right_64_seed41284_prefix.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/02284_collision_orbit_right_64_seed41284/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M_C_camera_self_temporal_r4/contact_sheets/02284_collision_orbit_right_64_seed41284_M_C_camera_self_temporal_r4_prefix_future.jpg,True,True,remaining16,1.48,16.0,832,480,76
03409_roll_orbit_right_60_seed42409,v6b_03409_roll_orbit_right_60_seed42409,roll,orbit_right_60,M0_original_fast,Original Fast,,False,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M0_original_fast/videos/03409_roll_orbit_right_60_seed42409_M0_original_fast.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M0_original_fast/videos/03409_roll_orbit_right_60_seed42409_M0_original_fast_future.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M0_original_fast/videos/03409_roll_orbit_right_60_seed42409_prefix.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/03409_roll_orbit_right_60_seed42409/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M0_original_fast/contact_sheets/03409_roll_orbit_right_60_seed42409_M0_original_fast_prefix_future.jpg,True,True,first16,1.289,16.0,832,480,76
03409_roll_orbit_right_60_seed42409,v6b_03409_roll_orbit_right_60_seed42409,roll,orbit_right_60,M_B_camera_r8,B camera-only rank8,local_assets/experiments/small_lora_scope_sweep_20260624/train/small_lora_B_camera_r8_train200_20260624_141215/checkpoints/small_lora_B_camera_r8_train200_20260624_141215/high_only_phase/branches/step_000200/fast_stageA_high_noise_adapter,True,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_B_camera_r8/videos/03409_roll_orbit_right_60_seed42409_M_B_camera_r8.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_B_camera_r8/videos/03409_roll_orbit_right_60_seed42409_M_B_camera_r8_future.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_B_camera_r8/videos/03409_roll_orbit_right_60_seed42409_prefix.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/03409_roll_orbit_right_60_seed42409/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_B_camera_r8/contact_sheets/03409_roll_orbit_right_60_seed42409_M_B_camera_r8_prefix_future.jpg,True,True,first16,1.318,16.0,832,480,76
