sample_id,condition_id,template,camera_motion,model_key,model_label,adapter_path,adapter_exists,generated_full,generated_future,prefix_video,gt_future,contact_sheet,exists_future,exists_contact_sheet,file_size_mb,fps,width,height,num_frames
03409_roll_orbit_right_60_seed42409,v6b_03409_roll_orbit_right_60_seed42409,roll,orbit_right_60,M_B_camera_r8,B camera-only rank8,local_assets/experiments/small_lora_scope_sweep_20260624/train/small_lora_B_camera_r8_train200_20260624_141215/checkpoints/small_lora_B_camera_r8_train200_20260624_141215/high_only_phase/branches/step_000200/fast_stageA_high_noise_adapter,True,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_B_camera_r8/videos/03409_roll_orbit_right_60_seed42409_M_B_camera_r8.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_B_camera_r8/videos/03409_roll_orbit_right_60_seed42409_M_B_camera_r8_future.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_B_camera_r8/videos/03409_roll_orbit_right_60_seed42409_prefix.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/03409_roll_orbit_right_60_seed42409/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_B_camera_r8/contact_sheets/03409_roll_orbit_right_60_seed42409_M_B_camera_r8_prefix_future.jpg,True,True,1.318,16.0,832,480,76
03409_roll_orbit_right_60_seed42409,v6b_03409_roll_orbit_right_60_seed42409,roll,orbit_right_60,M_C_camera_self_temporal_r4,C camera+self/temporal rank4,local_assets/experiments/small_lora_scope_sweep_20260624/train/small_lora_C_camera_self_r4_train200_20260624_141215/checkpoints/small_lora_C_camera_self_r4_train200_20260624_141215/high_only_phase/branches/step_000200/fast_stageA_high_noise_adapter,True,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_C_camera_self_temporal_r4/videos/03409_roll_orbit_right_60_seed42409_M_C_camera_self_temporal_r4.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_C_camera_self_temporal_r4/videos/03409_roll_orbit_right_60_seed42409_M_C_camera_self_temporal_r4_future.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_C_camera_self_temporal_r4/videos/03409_roll_orbit_right_60_seed42409_prefix.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/03409_roll_orbit_right_60_seed42409/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_C_camera_self_temporal_r4/contact_sheets/03409_roll_orbit_right_60_seed42409_M_C_camera_self_temporal_r4_prefix_future.jpg,True,True,1.358,16.0,832,480,76
03410_roll_orbit_right_60_seed42410,v6b_03410_roll_orbit_right_60_seed42410,roll,orbit_right_60,M0_original_fast,Original Fast,,False,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M0_original_fast/videos/03410_roll_orbit_right_60_seed42410_M0_original_fast.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M0_original_fast/videos/03410_roll_orbit_right_60_seed42410_M0_original_fast_future.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M0_original_fast/videos/03410_roll_orbit_right_60_seed42410_prefix.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/03410_roll_orbit_right_60_seed42410/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M0_original_fast/contact_sheets/03410_roll_orbit_right_60_seed42410_M0_original_fast_prefix_future.jpg,True,True,1.762,16.0,832,480,76
03410_roll_orbit_right_60_seed42410,v6b_03410_roll_orbit_right_60_seed42410,roll,orbit_right_60,M_B_camera_r8,B camera-only rank8,local_assets/experiments/small_lora_scope_sweep_20260624/train/small_lora_B_camera_r8_train200_20260624_141215/checkpoints/small_lora_B_camera_r8_train200_20260624_141215/high_only_phase/branches/step_000200/fast_stageA_high_noise_adapter,True,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_B_camera_r8/videos/03410_roll_orbit_right_60_seed42410_M_B_camera_r8.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_B_camera_r8/videos/03410_roll_orbit_right_60_seed42410_M_B_camera_r8_future.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_B_camera_r8/videos/03410_roll_orbit_right_60_seed42410_prefix.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/03410_roll_orbit_right_60_seed42410/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_B_camera_r8/contact_sheets/03410_roll_orbit_right_60_seed42410_M_B_camera_r8_prefix_future.jpg,True,True,1.774,16.0,832,480,76
03410_roll_orbit_right_60_seed42410,v6b_03410_roll_orbit_right_60_seed42410,roll,orbit_right_60,M_C_camera_self_temporal_r4,C camera+self/temporal rank4,local_assets/experiments/small_lora_scope_sweep_20260624/train/small_lora_C_camera_self_r4_train200_20260624_141215/checkpoints/small_lora_C_camera_self_r4_train200_20260624_141215/high_only_phase/branches/step_000200/fast_stageA_high_noise_adapter,True,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_C_camera_self_temporal_r4/videos/03410_roll_orbit_right_60_seed42410_M_C_camera_self_temporal_r4.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_C_camera_self_temporal_r4/videos/03410_roll_orbit_right_60_seed42410_M_C_camera_self_temporal_r4_future.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_C_camera_self_temporal_r4/videos/03410_roll_orbit_right_60_seed42410_prefix.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/03410_roll_orbit_right_60_seed42410/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_C_camera_self_temporal_r4/contact_sheets/03410_roll_orbit_right_60_seed42410_M_C_camera_self_temporal_r4_prefix_future.jpg,True,True,1.766,16.0,832,480,76
03413_roll_orbit_right_60_seed42413,v6b_03413_roll_orbit_right_60_seed42413,roll,orbit_right_60,M0_original_fast,Original Fast,,False,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M0_original_fast/videos/03413_roll_orbit_right_60_seed42413_M0_original_fast.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M0_original_fast/videos/03413_roll_orbit_right_60_seed42413_M0_original_fast_future.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M0_original_fast/videos/03413_roll_orbit_right_60_seed42413_prefix.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/03413_roll_orbit_right_60_seed42413/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M0_original_fast/contact_sheets/03413_roll_orbit_right_60_seed42413_M0_original_fast_prefix_future.jpg,True,True,0.944,16.0,832,480,76
03413_roll_orbit_right_60_seed42413,v6b_03413_roll_orbit_right_60_seed42413,roll,orbit_right_60,M_B_camera_r8,B camera-only rank8,local_assets/experiments/small_lora_scope_sweep_20260624/train/small_lora_B_camera_r8_train200_20260624_141215/checkpoints/small_lora_B_camera_r8_train200_20260624_141215/high_only_phase/branches/step_000200/fast_stageA_high_noise_adapter,True,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_B_camera_r8/videos/03413_roll_orbit_right_60_seed42413_M_B_camera_r8.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_B_camera_r8/videos/03413_roll_orbit_right_60_seed42413_M_B_camera_r8_future.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_B_camera_r8/videos/03413_roll_orbit_right_60_seed42413_prefix.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/03413_roll_orbit_right_60_seed42413/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_B_camera_r8/contact_sheets/03413_roll_orbit_right_60_seed42413_M_B_camera_r8_prefix_future.jpg,True,True,0.968,16.0,832,480,76
03413_roll_orbit_right_60_seed42413,v6b_03413_roll_orbit_right_60_seed42413,roll,orbit_right_60,M_C_camera_self_temporal_r4,C camera+self/temporal rank4,local_assets/experiments/small_lora_scope_sweep_20260624/train/small_lora_C_camera_self_r4_train200_20260624_141215/checkpoints/small_lora_C_camera_self_r4_train200_20260624_141215/high_only_phase/branches/step_000200/fast_stageA_high_noise_adapter,True,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_C_camera_self_temporal_r4/videos/03413_roll_orbit_right_60_seed42413_M_C_camera_self_temporal_r4.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_C_camera_self_temporal_r4/videos/03413_roll_orbit_right_60_seed42413_M_C_camera_self_temporal_r4_future.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_C_camera_self_temporal_r4/videos/03413_roll_orbit_right_60_seed42413_prefix.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/03413_roll_orbit_right_60_seed42413/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_C_camera_self_temporal_r4/contact_sheets/03413_roll_orbit_right_60_seed42413_M_C_camera_self_temporal_r4_prefix_future.jpg,True,True,0.939,16.0,832,480,76
03418_roll_orbit_right_60_seed42418,v6b_03418_roll_orbit_right_60_seed42418,roll,orbit_right_60,M0_original_fast,Original Fast,,False,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M0_original_fast/videos/03418_roll_orbit_right_60_seed42418_M0_original_fast.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M0_original_fast/videos/03418_roll_orbit_right_60_seed42418_M0_original_fast_future.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M0_original_fast/videos/03418_roll_orbit_right_60_seed42418_prefix.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/03418_roll_orbit_right_60_seed42418/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M0_original_fast/contact_sheets/03418_roll_orbit_right_60_seed42418_M0_original_fast_prefix_future.jpg,True,True,2.205,16.0,832,480,76
03418_roll_orbit_right_60_seed42418,v6b_03418_roll_orbit_right_60_seed42418,roll,orbit_right_60,M_B_camera_r8,B camera-only rank8,local_assets/experiments/small_lora_scope_sweep_20260624/train/small_lora_B_camera_r8_train200_20260624_141215/checkpoints/small_lora_B_camera_r8_train200_20260624_141215/high_only_phase/branches/step_000200/fast_stageA_high_noise_adapter,True,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_B_camera_r8/videos/03418_roll_orbit_right_60_seed42418_M_B_camera_r8.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_B_camera_r8/videos/03418_roll_orbit_right_60_seed42418_M_B_camera_r8_future.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_B_camera_r8/videos/03418_roll_orbit_right_60_seed42418_prefix.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/03418_roll_orbit_right_60_seed42418/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_B_camera_r8/contact_sheets/03418_roll_orbit_right_60_seed42418_M_B_camera_r8_prefix_future.jpg,True,True,2.157,16.0,832,480,76
03418_roll_orbit_right_60_seed42418,v6b_03418_roll_orbit_right_60_seed42418,roll,orbit_right_60,M_C_camera_self_temporal_r4,C camera+self/temporal rank4,local_assets/experiments/small_lora_scope_sweep_20260624/train/small_lora_C_camera_self_r4_train200_20260624_141215/checkpoints/small_lora_C_camera_self_r4_train200_20260624_141215/high_only_phase/branches/step_000200/fast_stageA_high_noise_adapter,True,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_C_camera_self_temporal_r4/videos/03418_roll_orbit_right_60_seed42418_M_C_camera_self_temporal_r4.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_C_camera_self_temporal_r4/videos/03418_roll_orbit_right_60_seed42418_M_C_camera_self_temporal_r4_future.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_C_camera_self_temporal_r4/videos/03418_roll_orbit_right_60_seed42418_prefix.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/03418_roll_orbit_right_60_seed42418/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_C_camera_self_temporal_r4/contact_sheets/03418_roll_orbit_right_60_seed42418_M_C_camera_self_temporal_r4_prefix_future.jpg,True,True,2.164,16.0,832,480,76
04204_containment_orbit_left_44_seed43204,v6b_04204_containment_orbit_left_44_seed43204,containment,orbit_left_44,M0_original_fast,Original Fast,,False,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M0_original_fast/videos/04204_containment_orbit_left_44_seed43204_M0_original_fast.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M0_original_fast/videos/04204_containment_orbit_left_44_seed43204_M0_original_fast_future.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M0_original_fast/videos/04204_containment_orbit_left_44_seed43204_prefix.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/04204_containment_orbit_left_44_seed43204/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M0_original_fast/contact_sheets/04204_containment_orbit_left_44_seed43204_M0_original_fast_prefix_future.jpg,True,True,2.227,16.0,832,480,76
04204_containment_orbit_left_44_seed43204,v6b_04204_containment_orbit_left_44_seed43204,containment,orbit_left_44,M_B_camera_r8,B camera-only rank8,local_assets/experiments/small_lora_scope_sweep_20260624/train/small_lora_B_camera_r8_train200_20260624_141215/checkpoints/small_lora_B_camera_r8_train200_20260624_141215/high_only_phase/branches/step_000200/fast_stageA_high_noise_adapter,True,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_B_camera_r8/videos/04204_containment_orbit_left_44_seed43204_M_B_camera_r8.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_B_camera_r8/videos/04204_containment_orbit_left_44_seed43204_M_B_camera_r8_future.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_B_camera_r8/videos/04204_containment_orbit_left_44_seed43204_prefix.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/04204_containment_orbit_left_44_seed43204/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_B_camera_r8/contact_sheets/04204_containment_orbit_left_44_seed43204_M_B_camera_r8_prefix_future.jpg,True,True,2.135,16.0,832,480,76
04204_containment_orbit_left_44_seed43204,v6b_04204_containment_orbit_left_44_seed43204,containment,orbit_left_44,M_C_camera_self_temporal_r4,C camera+self/temporal rank4,local_assets/experiments/small_lora_scope_sweep_20260624/train/small_lora_C_camera_self_r4_train200_20260624_141215/checkpoints/small_lora_C_camera_self_r4_train200_20260624_141215/high_only_phase/branches/step_000200/fast_stageA_high_noise_adapter,True,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_C_camera_self_temporal_r4/videos/04204_containment_orbit_left_44_seed43204_M_C_camera_self_temporal_r4.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_C_camera_self_temporal_r4/videos/04204_containment_orbit_left_44_seed43204_M_C_camera_self_temporal_r4_future.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_C_camera_self_temporal_r4/videos/04204_containment_orbit_left_44_seed43204_prefix.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/04204_containment_orbit_left_44_seed43204/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_C_camera_self_temporal_r4/contact_sheets/04204_containment_orbit_left_44_seed43204_M_C_camera_self_temporal_r4_prefix_future.jpg,True,True,2.232,16.0,832,480,76
04209_containment_orbit_left_44_seed43209,v6b_04209_containment_orbit_left_44_seed43209,containment,orbit_left_44,M0_original_fast,Original Fast,,False,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M0_original_fast/videos/04209_containment_orbit_left_44_seed43209_M0_original_fast.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M0_original_fast/videos/04209_containment_orbit_left_44_seed43209_M0_original_fast_future.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M0_original_fast/videos/04209_containment_orbit_left_44_seed43209_prefix.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/04209_containment_orbit_left_44_seed43209/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M0_original_fast/contact_sheets/04209_containment_orbit_left_44_seed43209_M0_original_fast_prefix_future.jpg,True,True,1.895,16.0,832,480,76
04209_containment_orbit_left_44_seed43209,v6b_04209_containment_orbit_left_44_seed43209,containment,orbit_left_44,M_B_camera_r8,B camera-only rank8,local_assets/experiments/small_lora_scope_sweep_20260624/train/small_lora_B_camera_r8_train200_20260624_141215/checkpoints/small_lora_B_camera_r8_train200_20260624_141215/high_only_phase/branches/step_000200/fast_stageA_high_noise_adapter,True,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_B_camera_r8/videos/04209_containment_orbit_left_44_seed43209_M_B_camera_r8.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_B_camera_r8/videos/04209_containment_orbit_left_44_seed43209_M_B_camera_r8_future.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_B_camera_r8/videos/04209_containment_orbit_left_44_seed43209_prefix.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/04209_containment_orbit_left_44_seed43209/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_B_camera_r8/contact_sheets/04209_containment_orbit_left_44_seed43209_M_B_camera_r8_prefix_future.jpg,True,True,1.846,16.0,832,480,76
04209_containment_orbit_left_44_seed43209,v6b_04209_containment_orbit_left_44_seed43209,containment,orbit_left_44,M_C_camera_self_temporal_r4,C camera+self/temporal rank4,local_assets/experiments/small_lora_scope_sweep_20260624/train/small_lora_C_camera_self_r4_train200_20260624_141215/checkpoints/small_lora_C_camera_self_r4_train200_20260624_141215/high_only_phase/branches/step_000200/fast_stageA_high_noise_adapter,True,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_C_camera_self_temporal_r4/videos/04209_containment_orbit_left_44_seed43209_M_C_camera_self_temporal_r4.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_C_camera_self_temporal_r4/videos/04209_containment_orbit_left_44_seed43209_M_C_camera_self_temporal_r4_future.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_C_camera_self_temporal_r4/videos/04209_containment_orbit_left_44_seed43209_prefix.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/04209_containment_orbit_left_44_seed43209/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_C_camera_self_temporal_r4/contact_sheets/04209_containment_orbit_left_44_seed43209_M_C_camera_self_temporal_r4_prefix_future.jpg,True,True,2.078,16.0,832,480,76
04214_containment_orbit_left_44_seed43214,v6b_04214_containment_orbit_left_44_seed43214,containment,orbit_left_44,M0_original_fast,Original Fast,,False,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M0_original_fast/videos/04214_containment_orbit_left_44_seed43214_M0_original_fast.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M0_original_fast/videos/04214_containment_orbit_left_44_seed43214_M0_original_fast_future.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M0_original_fast/videos/04214_containment_orbit_left_44_seed43214_prefix.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/04214_containment_orbit_left_44_seed43214/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M0_original_fast/contact_sheets/04214_containment_orbit_left_44_seed43214_M0_original_fast_prefix_future.jpg,True,True,3.207,16.0,832,480,76
04214_containment_orbit_left_44_seed43214,v6b_04214_containment_orbit_left_44_seed43214,containment,orbit_left_44,M_B_camera_r8,B camera-only rank8,local_assets/experiments/small_lora_scope_sweep_20260624/train/small_lora_B_camera_r8_train200_20260624_141215/checkpoints/small_lora_B_camera_r8_train200_20260624_141215/high_only_phase/branches/step_000200/fast_stageA_high_noise_adapter,True,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_B_camera_r8/videos/04214_containment_orbit_left_44_seed43214_M_B_camera_r8.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_B_camera_r8/videos/04214_containment_orbit_left_44_seed43214_M_B_camera_r8_future.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_B_camera_r8/videos/04214_containment_orbit_left_44_seed43214_prefix.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/04214_containment_orbit_left_44_seed43214/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_B_camera_r8/contact_sheets/04214_containment_orbit_left_44_seed43214_M_B_camera_r8_prefix_future.jpg,True,True,3.212,16.0,832,480,76
04214_containment_orbit_left_44_seed43214,v6b_04214_containment_orbit_left_44_seed43214,containment,orbit_left_44,M_C_camera_self_temporal_r4,C camera+self/temporal rank4,local_assets/experiments/small_lora_scope_sweep_20260624/train/small_lora_C_camera_self_r4_train200_20260624_141215/checkpoints/small_lora_C_camera_self_r4_train200_20260624_141215/high_only_phase/branches/step_000200/fast_stageA_high_noise_adapter,True,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_C_camera_self_temporal_r4/videos/04214_containment_orbit_left_44_seed43214_M_C_camera_self_temporal_r4.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_C_camera_self_temporal_r4/videos/04214_containment_orbit_left_44_seed43214_M_C_camera_self_temporal_r4_future.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_C_camera_self_temporal_r4/videos/04214_containment_orbit_left_44_seed43214_prefix.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/04214_containment_orbit_left_44_seed43214/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_C_camera_self_temporal_r4/contact_sheets/04214_containment_orbit_left_44_seed43214_M_C_camera_self_temporal_r4_prefix_future.jpg,True,True,3.219,16.0,832,480,76
04228_containment_orbit_left_44_seed43228,v6b_04228_containment_orbit_left_44_seed43228,containment,orbit_left_44,M0_original_fast,Original Fast,,False,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M0_original_fast/videos/04228_containment_orbit_left_44_seed43228_M0_original_fast.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M0_original_fast/videos/04228_containment_orbit_left_44_seed43228_M0_original_fast_future.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M0_original_fast/videos/04228_containment_orbit_left_44_seed43228_prefix.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/04228_containment_orbit_left_44_seed43228/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M0_original_fast/contact_sheets/04228_containment_orbit_left_44_seed43228_M0_original_fast_prefix_future.jpg,True,True,3.773,16.0,832,480,76
04228_containment_orbit_left_44_seed43228,v6b_04228_containment_orbit_left_44_seed43228,containment,orbit_left_44,M_B_camera_r8,B camera-only rank8,local_assets/experiments/small_lora_scope_sweep_20260624/train/small_lora_B_camera_r8_train200_20260624_141215/checkpoints/small_lora_B_camera_r8_train200_20260624_141215/high_only_phase/branches/step_000200/fast_stageA_high_noise_adapter,True,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_B_camera_r8/videos/04228_containment_orbit_left_44_seed43228_M_B_camera_r8.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_B_camera_r8/videos/04228_containment_orbit_left_44_seed43228_M_B_camera_r8_future.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_B_camera_r8/videos/04228_containment_orbit_left_44_seed43228_prefix.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/04228_containment_orbit_left_44_seed43228/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_B_camera_r8/contact_sheets/04228_containment_orbit_left_44_seed43228_M_B_camera_r8_prefix_future.jpg,True,True,3.948,16.0,832,480,76
04228_containment_orbit_left_44_seed43228,v6b_04228_containment_orbit_left_44_seed43228,containment,orbit_left_44,M_C_camera_self_temporal_r4,C camera+self/temporal rank4,local_assets/experiments/small_lora_scope_sweep_20260624/train/small_lora_C_camera_self_r4_train200_20260624_141215/checkpoints/small_lora_C_camera_self_r4_train200_20260624_141215/high_only_phase/branches/step_000200/fast_stageA_high_noise_adapter,True,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_C_camera_self_temporal_r4/videos/04228_containment_orbit_left_44_seed43228_M_C_camera_self_temporal_r4.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_C_camera_self_temporal_r4/videos/04228_containment_orbit_left_44_seed43228_M_C_camera_self_temporal_r4_future.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_C_camera_self_temporal_r4/videos/04228_containment_orbit_left_44_seed43228_prefix.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/04228_containment_orbit_left_44_seed43228/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_C_camera_self_temporal_r4/contact_sheets/04228_containment_orbit_left_44_seed43228_M_C_camera_self_temporal_r4_prefix_future.jpg,True,True,3.919,16.0,832,480,76
