subset,pair_id,source,failure_type,reward_margin,reviewed,local_mask_ready,medium_hard,winner_video_path,loser_video_path
all500,v11_SYN_0534_03453_roll_orbit_right_60_seed42453_object_identity_color_shift,synthetic_controlled,object_identity_color_shift,0.189308,True,True,True,,
all500,v11_SYN_0305_04342_containment_orbit_left_44_seed43342_partial_freeze_foreground,synthetic_controlled,partial_freeze_foreground,0.163144,True,True,True,,
all500,v11_SYN_EXTRA_0238_prefix5_anchored_d744c2d6f264ba_object_deformation_reobserve_mismatch_visible,synthetic_controlled,reobserve_mismatch_visible,0.12,True,True,True,,
all500,v11_SYN_0139_prefix5_anchored_1ca3412d8f73c8_nonrigid_background_warp_collision_response_failure_synthetic,synthetic_controlled,collision_response_failure_synthetic,0.15762,True,True,True,,
all500,v11_SYN_0355_prefix5_anchored_d744c2d6f264ba_object_deformation_containment_failure_synthetic,synthetic_controlled,containment_failure_synthetic,0.12,True,True,True,,
all500,v11_SYN_0540_03465_roll_orbit_right_60_seed42465_object_identity_color_shift,synthetic_controlled,object_identity_color_shift,0.134561,True,True,True,,
all500,v11_SYN_0311_04346_containment_orbit_left_44_seed43346_partial_freeze_foreground,synthetic_controlled,partial_freeze_foreground,0.12,True,True,True,,
all500,v11_SYN_0362_prefix5_anchored_d86ae2fb1d25b2_freeze_foreground_reobserve_mismatch_visible,synthetic_controlled,reobserve_mismatch_visible,0.12,True,True,True,,
all500,v11_SYN_EXTRA_0093_prefix5_anchored_1ca3412d8f73c8_nonrigid_background_warp_collision_response_failure_synthetic,synthetic_controlled,collision_response_failure_synthetic,0.12,True,True,True,,
all500,v11_SYN_EXTRA_0237_prefix5_anchored_d744c2d6f264ba_object_deformation_containment_failure_synthetic,synthetic_controlled,containment_failure_synthetic,0.12,True,True,True,,
all500,v11_SYN_0546_03472_roll_orbit_right_60_seed42472_object_identity_color_shift,synthetic_controlled,object_identity_color_shift,0.145617,True,True,True,,
all500,v11_SYN_0317_04351_containment_orbit_left_44_seed43351_partial_freeze_foreground,synthetic_controlled,partial_freeze_foreground,0.141197,True,True,True,,
all500,v11_SYN_EXTRA_0242_prefix5_anchored_d86ae2fb1d25b2_freeze_foreground_reobserve_mismatch_visible,synthetic_controlled,reobserve_mismatch_visible,0.12,True,True,True,,
all500,v11_SYN_0151_prefix5_anchored_525c18bc4422f0_background_drift_collision_response_failure_synthetic,synthetic_controlled,collision_response_failure_synthetic,0.12,True,True,True,,
all500,v11_SYN_0361_prefix5_anchored_d86ae2fb1d25b2_freeze_foreground_containment_failure_synthetic,synthetic_controlled,containment_failure_synthetic,0.123683,True,True,True,,
all500,v11_SYN_EXTRA_0164_04236_containment_orbit_left_44_seed43236_local_scene_patch_drift,synthetic_controlled,local_scene_patch_drift,0.12,True,True,True,,
all500,v11_SYN_0552_03477_roll_orbit_right_60_seed42477_object_identity_color_shift,synthetic_controlled,object_identity_color_shift,0.12083,True,True,True,,
all500,v11_SYN_0323_04355_containment_orbit_left_44_seed43355_partial_freeze_foreground,synthetic_controlled,partial_freeze_foreground,0.143913,True,True,True,,
all500,v11_SYN_0368_prefix5_anchored_dc458b2cf487d8_wrong_camera_motion_reobserve_mismatch_visible,synthetic_controlled,reobserve_mismatch_visible,0.12,True,True,True,,
all500,v11_SYN_0157_prefix5_anchored_7f708dfe212ad6_freeze_foreground_collision_response_failure_synthetic,synthetic_controlled,collision_response_failure_synthetic,0.12,True,True,True,,
all500,v11_SYN_EXTRA_0241_prefix5_anchored_d86ae2fb1d25b2_freeze_foreground_containment_failure_synthetic,synthetic_controlled,containment_failure_synthetic,0.12,True,True,True,,
all500,v11_SYN_EXTRA_0168_04248_containment_orbit_left_44_seed43248_local_scene_patch_drift,synthetic_controlled,local_scene_patch_drift,0.12,True,True,True,,
all500,v11_SYN_0558_03484_roll_orbit_right_60_seed42484_object_identity_color_shift,synthetic_controlled,object_identity_color_shift,0.12,True,True,True,,
all500,v11_SYN_0329_04357_containment_orbit_left_44_seed43357_partial_freeze_foreground,synthetic_controlled,partial_freeze_foreground,0.12,True,True,True,,
all500,v11_SYN_EXTRA_0246_prefix5_anchored_dc458b2cf487d8_wrong_camera_motion_reobserve_mismatch_visible,synthetic_controlled,reobserve_mismatch_visible,0.12,True,True,True,,
all500,v11_SYN_EXTRA_0105_prefix5_anchored_7f708dfe212ad6_freeze_foreground_collision_response_failure_synthetic,synthetic_controlled,collision_response_failure_synthetic,0.12,True,True,True,,
all500,v11_SYN_0367_prefix5_anchored_dc458b2cf487d8_wrong_camera_motion_containment_failure_synthetic,synthetic_controlled,containment_failure_synthetic,0.12,True,True,True,,
all500,v11_SYN_0564_03494_roll_orbit_right_60_seed42494_object_identity_color_shift,synthetic_controlled,object_identity_color_shift,0.12,True,True,True,,
all500,v11_SYN_0335_04358_containment_orbit_left_44_seed43358_partial_freeze_foreground,synthetic_controlled,partial_freeze_foreground,0.12,True,True,True,,
all500,v11_SYN_EXTRA_0250_v6_04204_containment_orbit_left_44_seed43204_reobserve_mismatch_visible,synthetic_controlled,reobserve_mismatch_visible,0.12,True,True,True,,
all500,v11_SYN_EXTRA_0109_prefix5_anchored_b53591379e11c1_object_deformation_collision_response_failure_synthetic,synthetic_controlled,collision_response_failure_synthetic,0.12,True,True,True,,
all500,v11_SYN_EXTRA_0245_prefix5_anchored_dc458b2cf487d8_wrong_camera_motion_containment_failure_synthetic,synthetic_controlled,containment_failure_synthetic,0.12,True,True,True,,
all500,v11_SYN_0570_03495_roll_orbit_right_60_seed42495_object_identity_color_shift,synthetic_controlled,object_identity_color_shift,0.147304,True,True,True,,
all500,v11_SYN_0221_04204_containment_orbit_left_44_seed43204_partial_freeze_foreground,synthetic_controlled,partial_freeze_foreground,0.12,True,True,True,,
all500,v11_SYN_EXTRA_0113_prefix5_anchored_e78653865b3413_wrong_camera_motion_collision_response_failure_synthetic,synthetic_controlled,collision_response_failure_synthetic,0.179889,True,True,True,,
all500,v11_SYN_EXTRA_0249_v6_04204_containment_orbit_left_44_seed43204_containment_failure_synthetic,synthetic_controlled,containment_failure_synthetic,0.12,True,True,True,,
all500,v11_SYN_0576_03505_roll_orbit_right_60_seed42505_object_identity_color_shift,synthetic_controlled,object_identity_color_shift,0.125489,True,True,True,,
all500,v11_SYN_0341_prefix5_anchored_1279c3b65a6d9e_object_identity_change_partial_freeze_foreground,synthetic_controlled,partial_freeze_foreground,0.12,True,True,True,,
all500,v11_SYN_0175_prefix5_anchored_ebade3740fe2f4_object_identity_change_collision_response_failure_synthetic,synthetic_controlled,collision_response_failure_synthetic,0.12,True,True,True,,
all500,v11_SYN_0274_04267_containment_orbit_left_44_seed43267_local_scene_patch_drift,synthetic_controlled,local_scene_patch_drift,0.12,True,True,True,,
all500,v11_SYN_0582_03533_roll_orbit_right_60_seed42533_object_identity_color_shift,synthetic_controlled,object_identity_color_shift,0.135819,True,True,True,,
all500,v11_SYN_0347_prefix5_anchored_29df7c5cf94c4b_reobserve_mismatch_partial_freeze_foreground,synthetic_controlled,partial_freeze_foreground,0.12,True,True,True,,
all500,v11_SYN_EXTRA_0117_prefix5_anchored_ebade3740fe2f4_object_identity_change_collision_response_failure_synthetic,synthetic_controlled,collision_response_failure_synthetic,0.12,True,True,True,,
all500,v11_SYN_0588_03536_roll_orbit_right_60_seed42536_object_identity_color_shift,synthetic_controlled,object_identity_color_shift,0.162559,True,True,True,,
all500,v11_SYN_0353_prefix5_anchored_95981b8f74bed0_background_drift_partial_freeze_foreground,synthetic_controlled,partial_freeze_foreground,0.12,True,True,True,,
all500,v11_SYN_EXTRA_0121_prefix5_anchored_ede413792fce8b_nonrigid_background_warp_collision_response_failure_synthetic,synthetic_controlled,collision_response_failure_synthetic,0.186599,True,True,True,,
all500,v11_SYN_0594_03542_roll_orbit_right_60_seed42542_object_identity_color_shift,synthetic_controlled,object_identity_color_shift,0.12,True,True,True,,
all500,v11_SYN_0359_prefix5_anchored_d744c2d6f264ba_object_deformation_partial_freeze_foreground,synthetic_controlled,partial_freeze_foreground,0.12,True,True,True,,
all500,v11_SYN_0187_prefix5_anchored_ff65f1ae3e7ca8_background_drift_collision_response_failure_synthetic,synthetic_controlled,collision_response_failure_synthetic,0.12,True,True,True,,
all500,v11_SYN_0600_03544_roll_orbit_right_60_seed42544_object_identity_color_shift,synthetic_controlled,object_identity_color_shift,0.12,True,True,True,,
all500,v11_SYN_0365_prefix5_anchored_d86ae2fb1d25b2_freeze_foreground_partial_freeze_foreground,synthetic_controlled,partial_freeze_foreground,0.12,True,True,True,,
all500,v11_SYN_0193_v6_02200_collision_orbit_right_64_seed41200_collision_response_failure_synthetic,synthetic_controlled,collision_response_failure_synthetic,0.12,True,True,True,,
all500,v11_SYN_0371_prefix5_anchored_dc458b2cf487d8_wrong_camera_motion_partial_freeze_foreground,synthetic_controlled,partial_freeze_foreground,0.126197,True,True,True,,
all500,v11_SYN_EXTRA_0129_v6_02200_collision_orbit_right_64_seed41200_collision_response_failure_synthetic,synthetic_controlled,collision_response_failure_synthetic,0.12,True,True,True,,
all500,v11_SYN_0377_v6_04204_containment_orbit_left_44_seed43204_partial_freeze_foreground,synthetic_controlled,partial_freeze_foreground,0.12,True,True,True,,
all500,v11_SYN_0199_v6_02202_collision_orbit_right_64_seed41202_collision_response_failure_synthetic,synthetic_controlled,collision_response_failure_synthetic,0.12,True,True,True,,
all500,v11_SYN_0292_04302_containment_orbit_left_44_seed43302_local_scene_patch_drift,synthetic_controlled,local_scene_patch_drift,0.12,True,True,True,,
all500,v11_SYN_0479_v6b_GT_C_001_01014_drop_orbit_left_72_seed40014_partial_freeze_foreground,synthetic_controlled,partial_freeze_foreground,0.154475,True,True,True,,
all500,v11_SYN_EXTRA_0133_v6_02202_collision_orbit_right_64_seed41202_collision_response_failure_synthetic,synthetic_controlled,collision_response_failure_synthetic,0.12,True,True,True,,
all500,v11_SYN_0246_04236_containment_orbit_left_44_seed43236_object_identity_color_shift,synthetic_controlled,object_identity_color_shift,0.124277,True,True,True,,
all500,v11_SYN_0205_v6_02222_collision_orbit_right_64_seed41222_collision_response_failure_synthetic,synthetic_controlled,collision_response_failure_synthetic,0.12,True,True,True,,
all500,v11_SYN_0298_04339_containment_orbit_left_44_seed43339_local_scene_patch_drift,synthetic_controlled,local_scene_patch_drift,0.12,True,True,True,,
all500,v11_SYN_EXTRA_0137_v6_02222_collision_orbit_right_64_seed41222_collision_response_failure_synthetic,synthetic_controlled,collision_response_failure_synthetic,0.188731,True,True,True,,
all500,v11_SYN_EXTRA_0141_v6_02226_collision_orbit_right_64_seed41226_collision_response_failure_synthetic,synthetic_controlled,collision_response_failure_synthetic,0.12,True,True,True,,
all500,v11_SYN_0264_04252_containment_orbit_left_44_seed43252_object_identity_color_shift,synthetic_controlled,object_identity_color_shift,0.12,True,True,True,,
all500,v11_SYN_0004_02200_collision_orbit_right_64_seed41200_local_scene_patch_drift,synthetic_controlled,local_scene_patch_drift,0.12,True,True,True,,
all500,v11_SYN_0006_02200_collision_orbit_right_64_seed41200_object_identity_color_shift,synthetic_controlled,object_identity_color_shift,0.0,True,True,True,,
all500,v11_SYN_0010_02202_collision_orbit_right_64_seed41202_local_scene_patch_drift,synthetic_controlled,local_scene_patch_drift,0.0,True,True,True,,
all500,v11_SYN_0012_02202_collision_orbit_right_64_seed41202_object_identity_color_shift,synthetic_controlled,object_identity_color_shift,0.0,True,True,True,,
s_pass,v6b_GT_C_007_04228_containment_orbit_left_44_seed43228,other,containment_failure,0.35277,True,False,True,,
s_pass,v10_TypeM_071_01038_drop_orbit_left_72_seed40038_foreground_identity_color_shift,synthetic_controlled,foreground_identity_color_shift,0.42,True,True,True,,
s_pass,v10_TypeM_067_01014_drop_orbit_left_72_seed40014_foreground_identity_color_shift,synthetic_controlled,foreground_identity_color_shift,0.40997,True,True,True,,
s_pass,v10_TypeM_039_04214_containment_orbit_left_44_seed43214_foreground_identity_color_shift,synthetic_controlled,foreground_identity_color_shift,0.351599,True,True,True,,
rollout_only,v6b_GT_C_001_01014_drop_orbit_left_72_seed40014,other,event_extra_objects,0.202092,True,False,True,,
rollout_only,v6b_GT_C_002_03410_roll_orbit_right_60_seed42410,other,event_missing_or_fragments,0.200478,True,False,True,,
rollout_only,v6b_GT_C_003_03418_roll_orbit_right_60_seed42418,other,physical_event_fragments,0.162431,True,False,True,,
rollout_only,v6b_GT_C_004_04204_containment_orbit_left_44_seed43204,other,containment_failure,0.171237,True,False,True,,
rollout_only,v6b_GT_C_005_04209_containment_orbit_left_44_seed43209,other,containment_failure,0.264709,True,False,True,,
rollout_only,v6b_GT_C_006_04214_containment_orbit_left_44_seed43214,other,foreground_identity_event,0.199205,True,False,True,,
rollout_only,v6b_GT_C_007_04228_containment_orbit_left_44_seed43228,other,containment_failure,0.35277,True,False,True,,
rollout_only,v6b_GT_C_008_01029_drop_orbit_left_72_seed40029,other,foreground_identity_extra_objects,0.196952,True,False,True,,
rollout_only,v6b_GT_C_009_01032_drop_orbit_left_72_seed40032,other,foreground_identity_extra_objects,0.171587,True,False,True,,
rollout_only,v6b_GT_C_011_02276_collision_orbit_right_64_seed41276,other,collision_event_failure,0.151854,True,False,True,,
rollout_only,v6b_GT_C_012_02284_collision_orbit_right_64_seed41284,other,collision_extra_objects,0.216568,True,False,True,,
rollout_only,v6b_GT_C_013_03435_roll_orbit_right_60_seed42435,other,roll_identity_event,0.167279,True,False,True,,
rollout_only,v6b_GT_C_014_03437_roll_orbit_right_60_seed42437,other,roll_identity_event,0.141602,True,False,True,,
rollout_only,v6b_GT_C_015_04248_containment_orbit_left_44_seed43248,other,containment_extra_objects,0.183348,True,False,True,,
rollout_only,v6b_GT_C_016_04249_containment_orbit_left_44_seed43249,other,containment_extra_objects,0.206794,True,False,True,,
synthetic_controlled,v11_SYN_0017_02215_collision_strafe_left_180_seed41215_background_drift_visible,synthetic_controlled,background_drift_visible,0.12,True,True,True,,
synthetic_controlled,v11_SYN_0013_02215_collision_strafe_left_180_seed41215_collision_response_failure_synthetic,synthetic_controlled,collision_response_failure_synthetic,0.12,True,True,True,,
synthetic_controlled,v11_SYN_0223_04209_containment_orbit_left_44_seed43209_containment_failure_synthetic,synthetic_controlled,containment_failure_synthetic,0.132139,True,True,True,,
synthetic_controlled,v11_SYN_0379_01002_drop_orbit_left_72_seed40002_drop_motion_failure_synthetic,synthetic_controlled,drop_motion_failure_synthetic,0.12,True,True,True,,
synthetic_controlled,v10_TypeM_067_01014_drop_orbit_left_72_seed40014_foreground_identity_color_shift,synthetic_controlled,foreground_identity_color_shift,0.40997,True,True,True,,
synthetic_controlled,v10_TypeM_066_01013_drop_orbit_left_72_seed40013_local_patch_drift,synthetic_controlled,local_patch_drift,0.251452,True,True,True,,
synthetic_controlled,v10_TypeM_065_01008_drop_orbit_left_72_seed40008_local_patch_freeze,synthetic_controlled,local_patch_freeze,0.187438,True,True,True,,
synthetic_controlled,v11_SYN_0387_01008_drop_orbit_left_72_seed40008_local_scene_patch_drift,synthetic_controlled,local_scene_patch_drift,0.12,True,True,True,,
synthetic_controlled,v10_TypeM_064_01002_drop_orbit_left_72_seed40002_local_temporal_jump,synthetic_controlled,local_temporal_jump,0.28365,True,True,True,,
synthetic_controlled,v11_SYN_0038_02239_collision_strafe_left_180_seed41239_object_deformation_visible,synthetic_controlled,object_deformation_visible,0.12,True,True,True,,
synthetic_controlled,v11_SYN_0386_01008_drop_orbit_left_72_seed40008_object_duplicate_or_fragment,synthetic_controlled,object_duplicate_or_fragment,0.12,True,True,True,,
synthetic_controlled,v11_SYN_0382_01002_drop_orbit_left_72_seed40002_object_identity_color_shift,synthetic_controlled,object_identity_color_shift,0.167472,True,True,True,,
synthetic_controlled,v11_SYN_0389_01008_drop_orbit_left_72_seed40008_partial_freeze_foreground,synthetic_controlled,partial_freeze_foreground,0.149866,True,True,True,,
synthetic_controlled,v11_SYN_0224_04209_containment_orbit_left_44_seed43209_reobserve_mismatch_visible,synthetic_controlled,reobserve_mismatch_visible,0.130379,True,True,True,,
synthetic_controlled,v11_SYN_0487_03410_roll_orbit_right_60_seed42410_roll_event_fragment_synthetic,synthetic_controlled,roll_event_fragment_synthetic,0.133833,True,True,True,,
synthetic_controlled,v11_SYN_0384_01002_drop_orbit_left_72_seed40002_wrong_camera_motion_visible,synthetic_controlled,wrong_camera_motion_visible,0.12,True,True,True,,
synthetic_controlled,v11_SYN_0035_02228_collision_orbit_right_64_seed41228_background_drift_visible,synthetic_controlled,background_drift_visible,0.12,True,True,True,,
synthetic_controlled,v11_SYN_EXTRA_0009_02215_collision_strafe_left_180_seed41215_collision_response_failure_synthetic,synthetic_controlled,collision_response_failure_synthetic,0.169114,True,True,True,,
synthetic_controlled,v11_SYN_EXTRA_0149_04209_containment_orbit_left_44_seed43209_containment_failure_synthetic,synthetic_controlled,containment_failure_synthetic,0.12,True,True,True,,
synthetic_controlled,v11_SYN_0385_01008_drop_orbit_left_72_seed40008_drop_motion_failure_synthetic,synthetic_controlled,drop_motion_failure_synthetic,0.174053,True,True,True,,
synthetic_controlled,v10_TypeM_071_01038_drop_orbit_left_72_seed40038_foreground_identity_color_shift,synthetic_controlled,foreground_identity_color_shift,0.42,True,True,True,,
synthetic_controlled,v10_TypeM_070_01032_drop_orbit_left_72_seed40032_local_patch_drift,synthetic_controlled,local_patch_drift,0.12,True,True,True,,
synthetic_controlled,v10_TypeM_069_01029_drop_orbit_left_72_seed40029_local_patch_freeze,synthetic_controlled,local_patch_freeze,0.213597,True,True,True,,
synthetic_controlled,v11_SYN_0393_01013_drop_orbit_left_72_seed40013_local_scene_patch_drift,synthetic_controlled,local_scene_patch_drift,0.15587,True,True,True,,
synthetic_controlled,v10_TypeM_072_01039_drop_orbit_left_72_seed40039_local_temporal_jump,synthetic_controlled,local_temporal_jump,0.321412,True,True,True,,
synthetic_controlled,v11_SYN_0056_02276_collision_orbit_right_64_seed41276_object_deformation_visible,synthetic_controlled,object_deformation_visible,0.12,True,True,True,,
synthetic_controlled,v11_SYN_0398_01014_drop_orbit_left_72_seed40014_object_duplicate_or_fragment,synthetic_controlled,object_duplicate_or_fragment,0.12,True,True,True,,
synthetic_controlled,v11_SYN_0388_01008_drop_orbit_left_72_seed40008_object_identity_color_shift,synthetic_controlled,object_identity_color_shift,0.201272,True,True,True,,
synthetic_controlled,v11_SYN_0395_01013_drop_orbit_left_72_seed40013_partial_freeze_foreground,synthetic_controlled,partial_freeze_foreground,0.196327,True,True,True,,
synthetic_controlled,v11_SYN_0230_04214_containment_orbit_left_44_seed43214_reobserve_mismatch_visible,synthetic_controlled,reobserve_mismatch_visible,0.222691,True,True,True,,
synthetic_controlled,v11_SYN_0493_03413_roll_orbit_right_60_seed42413_roll_event_fragment_synthetic,synthetic_controlled,roll_event_fragment_synthetic,0.12,True,True,True,,
synthetic_controlled,v11_SYN_0041_02239_collision_strafe_left_180_seed41239_background_drift_visible,synthetic_controlled,background_drift_visible,0.12,True,True,True,,
synthetic_controlled,v11_SYN_0031_02228_collision_orbit_right_64_seed41228_collision_response_failure_synthetic,synthetic_controlled,collision_response_failure_synthetic,0.12,True,True,True,,
synthetic_controlled,v11_SYN_EXTRA_0153_04214_containment_orbit_left_44_seed43214_containment_failure_synthetic,synthetic_controlled,containment_failure_synthetic,0.237937,True,True,True,,
synthetic_controlled,v11_SYN_0391_01013_drop_orbit_left_72_seed40013_drop_motion_failure_synthetic,synthetic_controlled,drop_motion_failure_synthetic,0.173788,True,True,True,,
synthetic_controlled,v10_TypeM_075_01079_drop_orbit_left_72_seed40079_foreground_identity_color_shift,synthetic_controlled,foreground_identity_color_shift,0.291791,True,True,True,,
synthetic_controlled,v10_TypeM_074_01060_drop_orbit_left_72_seed40060_local_patch_drift,synthetic_controlled,local_patch_drift,0.337693,True,True,True,,
synthetic_controlled,v10_TypeM_073_01047_drop_orbit_left_72_seed40047_local_patch_freeze,synthetic_controlled,local_patch_freeze,0.213947,True,True,True,,
synthetic_controlled,v11_SYN_0399_01014_drop_orbit_left_72_seed40014_local_scene_patch_drift,synthetic_controlled,local_scene_patch_drift,0.150437,True,True,True,,
synthetic_controlled,v10_TypeM_076_01086_drop_orbit_left_72_seed40086_local_temporal_jump,synthetic_controlled,local_temporal_jump,0.131628,True,True,True,,
synthetic_controlled,v11_SYN_EXTRA_0070_02353_collision_strafe_left_180_seed41353_object_deformation_visible,synthetic_controlled,object_deformation_visible,0.12,True,True,True,,
synthetic_controlled,v11_SYN_0404_01026_drop_orbit_left_72_seed40026_object_duplicate_or_fragment,synthetic_controlled,object_duplicate_or_fragment,0.12,True,True,True,,
synthetic_controlled,v11_SYN_0394_01013_drop_orbit_left_72_seed40013_object_identity_color_shift,synthetic_controlled,object_identity_color_shift,0.13782,True,True,True,,
synthetic_controlled,v11_SYN_0401_01014_drop_orbit_left_72_seed40014_partial_freeze_foreground,synthetic_controlled,partial_freeze_foreground,0.12,True,True,True,,
synthetic_controlled,v11_SYN_EXTRA_0154_04214_containment_orbit_left_44_seed43214_reobserve_mismatch_visible,synthetic_controlled,reobserve_mismatch_visible,0.142422,True,True,True,,
synthetic_controlled,v11_SYN_0499_03418_roll_orbit_right_60_seed42418_roll_event_fragment_synthetic,synthetic_controlled,roll_event_fragment_synthetic,0.12,True,True,True,,
synthetic_controlled,v11_SYN_0396_01013_drop_orbit_left_72_seed40013_wrong_camera_motion_visible,synthetic_controlled,wrong_camera_motion_visible,0.12,True,True,True,,
synthetic_controlled,v11_SYN_0047_02259_collision_strafe_left_180_seed41259_background_drift_visible,synthetic_controlled,background_drift_visible,0.12,True,True,True,,
synthetic_controlled,v11_SYN_EXTRA_0021_02228_collision_orbit_right_64_seed41228_collision_response_failure_synthetic,synthetic_controlled,collision_response_failure_synthetic,0.12,True,True,True,,
synthetic_controlled,v11_SYN_0235_04228_containment_orbit_left_44_seed43228_containment_failure_synthetic,synthetic_controlled,containment_failure_synthetic,0.12,True,True,True,,
synthetic_controlled,v11_SYN_0397_01014_drop_orbit_left_72_seed40014_drop_motion_failure_synthetic,synthetic_controlled,drop_motion_failure_synthetic,0.163137,True,True,True,,
synthetic_controlled,v10_TypeM_079_01108_drop_orbit_left_72_seed40108_foreground_identity_color_shift,synthetic_controlled,foreground_identity_color_shift,0.392047,True,True,True,,
synthetic_controlled,v10_TypeM_078_01102_drop_orbit_left_72_seed40102_local_patch_drift,synthetic_controlled,local_patch_drift,0.207982,True,True,True,,
synthetic_controlled,v10_TypeM_077_01101_drop_orbit_left_72_seed40101_local_patch_freeze,synthetic_controlled,local_patch_freeze,0.238745,True,True,True,,
synthetic_controlled,v11_SYN_0417_01032_drop_orbit_left_72_seed40032_local_scene_patch_drift,synthetic_controlled,local_scene_patch_drift,0.12,True,True,True,,
synthetic_controlled,v10_TypeM_004_02222_collision_orbit_right_64_seed41222_local_temporal_jump,synthetic_controlled,local_temporal_jump,0.152616,True,True,True,,
synthetic_controlled,v11_SYN_EXTRA_0082_02378_collision_orbit_right_64_seed41378_object_deformation_visible,synthetic_controlled,object_deformation_visible,0.12,True,True,True,,
synthetic_controlled,v11_SYN_0428_01039_drop_orbit_left_72_seed40039_object_duplicate_or_fragment,synthetic_controlled,object_duplicate_or_fragment,0.12,True,True,True,,
synthetic_controlled,v11_SYN_0400_01014_drop_orbit_left_72_seed40014_object_identity_color_shift,synthetic_controlled,object_identity_color_shift,0.121934,True,True,True,,
synthetic_controlled,v11_SYN_0413_01029_drop_orbit_left_72_seed40029_partial_freeze_foreground,synthetic_controlled,partial_freeze_foreground,0.182919,True,True,True,,
synthetic_controlled,v11_SYN_0236_04228_containment_orbit_left_44_seed43228_reobserve_mismatch_visible,synthetic_controlled,reobserve_mismatch_visible,0.12,True,True,True,,
synthetic_controlled,v11_SYN_0505_03435_roll_orbit_right_60_seed42435_roll_event_fragment_synthetic,synthetic_controlled,roll_event_fragment_synthetic,0.184896,True,True,True,,
synthetic_controlled,v11_SYN_0414_01029_drop_orbit_left_72_seed40029_wrong_camera_motion_visible,synthetic_controlled,wrong_camera_motion_visible,0.128958,True,True,True,,
synthetic_controlled,v11_SYN_0053_02262_collision_orbit_right_64_seed41262_background_drift_visible,synthetic_controlled,background_drift_visible,0.12,True,True,True,,
synthetic_controlled,v11_SYN_EXTRA_0025_02239_collision_strafe_left_180_seed41239_collision_response_failure_synthetic,synthetic_controlled,collision_response_failure_synthetic,0.12,True,True,True,,
synthetic_controlled,v11_SYN_EXTRA_0157_04228_containment_orbit_left_44_seed43228_containment_failure_synthetic,synthetic_controlled,containment_failure_synthetic,0.137285,True,True,True,,
synthetic_controlled,v11_SYN_0403_01026_drop_orbit_left_72_seed40026_drop_motion_failure_synthetic,synthetic_controlled,drop_motion_failure_synthetic,0.224865,True,True,True,,
synthetic_controlled,v10_TypeM_003_02215_collision_strafe_left_180_seed41215_foreground_identity_color_shift,synthetic_controlled,foreground_identity_color_shift,0.176885,True,True,True,,
synthetic_controlled,v10_TypeM_002_02202_collision_orbit_right_64_seed41202_local_patch_drift,synthetic_controlled,local_patch_drift,0.12,True,True,True,,
synthetic_controlled,v10_TypeM_005_02226_collision_orbit_right_64_seed41226_local_patch_freeze,synthetic_controlled,local_patch_freeze,0.185229,True,True,True,,
synthetic_controlled,v11_SYN_0423_01038_drop_orbit_left_72_seed40038_local_scene_patch_drift,synthetic_controlled,local_scene_patch_drift,0.12,True,True,True,,
synthetic_controlled,v10_TypeM_016_02327_collision_strafe_left_180_seed41327_local_temporal_jump,synthetic_controlled,local_temporal_jump,0.173646,True,True,True,,
synthetic_controlled,v11_SYN_0537_03465_roll_orbit_right_60_seed42465_object_deformation_visible,synthetic_controlled,object_deformation_visible,0.12,True,True,True,,
synthetic_controlled,v11_SYN_0434_01047_drop_orbit_left_72_seed40047_object_duplicate_or_fragment,synthetic_controlled,object_duplicate_or_fragment,0.146414,True,True,True,,
synthetic_controlled,v11_SYN_0406_01026_drop_orbit_left_72_seed40026_object_identity_color_shift,synthetic_controlled,object_identity_color_shift,0.262554,True,True,True,,
synthetic_controlled,v11_SYN_0419_01032_drop_orbit_left_72_seed40032_partial_freeze_foreground,synthetic_controlled,partial_freeze_foreground,0.164712,True,True,True,,
synthetic_controlled,v11_SYN_EXTRA_0158_04228_containment_orbit_left_44_seed43228_reobserve_mismatch_visible,synthetic_controlled,reobserve_mismatch_visible,0.12,True,True,True,,
synthetic_controlled,v11_SYN_0511_03437_roll_orbit_right_60_seed42437_roll_event_fragment_synthetic,synthetic_controlled,roll_event_fragment_synthetic,0.186921,True,True,True,,
synthetic_controlled,v11_SYN_0420_01032_drop_orbit_left_72_seed40032_wrong_camera_motion_visible,synthetic_controlled,wrong_camera_motion_visible,0.12,True,True,True,,
synthetic_controlled,v11_SYN_0059_02276_collision_orbit_right_64_seed41276_background_drift_visible,synthetic_controlled,background_drift_visible,0.12,True,True,True,,
synthetic_controlled,v11_SYN_0043_02259_collision_strafe_left_180_seed41259_collision_response_failure_synthetic,synthetic_controlled,collision_response_failure_synthetic,0.12,True,True,True,,
synthetic_controlled,v11_SYN_0241_04236_containment_orbit_left_44_seed43236_containment_failure_synthetic,synthetic_controlled,containment_failure_synthetic,0.12,True,True,True,,
synthetic_controlled,v11_SYN_0409_01029_drop_orbit_left_72_seed40029_drop_motion_failure_synthetic,synthetic_controlled,drop_motion_failure_synthetic,0.124684,True,True,True,,
synthetic_controlled,v10_TypeM_007_02239_collision_strafe_left_180_seed41239_foreground_identity_color_shift,synthetic_controlled,foreground_identity_color_shift,0.266163,True,True,True,,
synthetic_controlled,v10_TypeM_006_02228_collision_orbit_right_64_seed41228_local_patch_drift,synthetic_controlled,local_patch_drift,0.151804,True,True,True,,
