pair_id,pair_type,corruption_type,contact_sheet,codex_reviewed,codex_can_see_difference,loser_readable,too_blurry,too_collapsed,too_subtle,medium_hard,status,written_reason
v10_TypeM_002_02202_collision_orbit_right_64_seed41202_local_patch_drift,TypeM_v10_synthetic_visible,local_patch_drift,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/contact_sheets/v10_TypeM_002_02202_collision_orbit_right_64_seed41202_local_patch_drift.jpg,true,yes,yes,no,no,no,yes,CODEX_VISUAL_REVIEW_PASS_SYNTHETIC,local_patch_drift creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=35.0; sharpness_ratio=1.000343
v10_TypeM_070_01032_drop_orbit_left_72_seed40032_local_patch_drift,TypeM_v10_synthetic_visible,local_patch_drift,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/contact_sheets/v10_TypeM_070_01032_drop_orbit_left_72_seed40032_local_patch_drift.jpg,true,yes,yes,no,no,no,yes,CODEX_VISUAL_REVIEW_PASS_SYNTHETIC,local_patch_drift creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=31.0; sharpness_ratio=1.103276
v10_TypeM_071_01038_drop_orbit_left_72_seed40038_foreground_identity_color_shift,TypeM_v10_synthetic_visible,foreground_identity_color_shift,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/contact_sheets/v10_TypeM_071_01038_drop_orbit_left_72_seed40038_foreground_identity_color_shift.jpg,true,yes,yes,no,no,no,yes,CODEX_VISUAL_REVIEW_PASS_SYNTHETIC,foreground_identity_color_shift creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=159.0; sharpness_ratio=1.057364
v10_TypeM_072_01039_drop_orbit_left_72_seed40039_local_temporal_jump,TypeM_v10_synthetic_visible,local_temporal_jump,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/contact_sheets/v10_TypeM_072_01039_drop_orbit_left_72_seed40039_local_temporal_jump.jpg,true,yes,yes,no,no,no,yes,CODEX_VISUAL_REVIEW_PASS_SYNTHETIC,local_temporal_jump creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=148.0; sharpness_ratio=1.016993
v10_TypeM_073_01047_drop_orbit_left_72_seed40047_local_patch_freeze,TypeM_v10_synthetic_visible,local_patch_freeze,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/contact_sheets/v10_TypeM_073_01047_drop_orbit_left_72_seed40047_local_patch_freeze.jpg,true,yes,yes,no,no,no,yes,CODEX_VISUAL_REVIEW_PASS_SYNTHETIC,local_patch_freeze creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=77.0; sharpness_ratio=1.047915
v10_TypeM_074_01060_drop_orbit_left_72_seed40060_local_patch_drift,TypeM_v10_synthetic_visible,local_patch_drift,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/contact_sheets/v10_TypeM_074_01060_drop_orbit_left_72_seed40060_local_patch_drift.jpg,true,yes,yes,no,no,no,yes,CODEX_VISUAL_REVIEW_PASS_SYNTHETIC,local_patch_drift creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=154.0; sharpness_ratio=1.010534
v10_TypeM_075_01079_drop_orbit_left_72_seed40079_foreground_identity_color_shift,TypeM_v10_synthetic_visible,foreground_identity_color_shift,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/contact_sheets/v10_TypeM_075_01079_drop_orbit_left_72_seed40079_foreground_identity_color_shift.jpg,true,yes,yes,no,no,no,yes,CODEX_VISUAL_REVIEW_PASS_SYNTHETIC,foreground_identity_color_shift creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=123.0; sharpness_ratio=1.018925
v10_TypeM_076_01086_drop_orbit_left_72_seed40086_local_temporal_jump,TypeM_v10_synthetic_visible,local_temporal_jump,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/contact_sheets/v10_TypeM_076_01086_drop_orbit_left_72_seed40086_local_temporal_jump.jpg,true,yes,yes,no,no,no,yes,CODEX_VISUAL_REVIEW_PASS_SYNTHETIC,local_temporal_jump creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=77.0; sharpness_ratio=1.132217
v10_TypeM_077_01101_drop_orbit_left_72_seed40101_local_patch_freeze,TypeM_v10_synthetic_visible,local_patch_freeze,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/contact_sheets/v10_TypeM_077_01101_drop_orbit_left_72_seed40101_local_patch_freeze.jpg,true,yes,yes,no,no,no,yes,CODEX_VISUAL_REVIEW_PASS_SYNTHETIC,local_patch_freeze creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=99.0; sharpness_ratio=1.045229
v10_TypeM_078_01102_drop_orbit_left_72_seed40102_local_patch_drift,TypeM_v10_synthetic_visible,local_patch_drift,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/contact_sheets/v10_TypeM_078_01102_drop_orbit_left_72_seed40102_local_patch_drift.jpg,true,yes,yes,no,no,no,yes,CODEX_VISUAL_REVIEW_PASS_SYNTHETIC,local_patch_drift creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=124.0; sharpness_ratio=1.051166
v10_TypeM_079_01108_drop_orbit_left_72_seed40108_foreground_identity_color_shift,TypeM_v10_synthetic_visible,foreground_identity_color_shift,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/contact_sheets/v10_TypeM_079_01108_drop_orbit_left_72_seed40108_foreground_identity_color_shift.jpg,true,yes,yes,no,no,no,yes,CODEX_VISUAL_REVIEW_PASS_SYNTHETIC,foreground_identity_color_shift creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=139.0; sharpness_ratio=1.045587
v10_TypeM_080_v6b_GT_C_001_01014_drop_orbit_left_72_seed40014_local_temporal_jump,TypeM_v10_synthetic_visible,local_temporal_jump,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/contact_sheets/v10_TypeM_080_v6b_GT_C_001_01014_drop_orbit_left_72_seed40014_local_temporal_jump.jpg,true,yes,yes,no,no,no,yes,CODEX_VISUAL_REVIEW_PASS_SYNTHETIC,local_temporal_jump creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=149.0; sharpness_ratio=1.065768
