sample_id,clip_path,template,camera_id,seed
02800_collision_orbit_right_64_seed41800,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02800_collision_orbit_right_64_seed41800,collision,orbit_right_64,41800
01834_drop_orbit_left_72_seed40834,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01834_drop_orbit_left_72_seed40834,drop,orbit_left_72,40834
01275_drop_orbit_left_72_seed40275,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01275_drop_orbit_left_72_seed40275,drop,orbit_left_72,40275
02295_collision_strafe_left_180_seed41295,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02295_collision_strafe_left_180_seed41295,collision,strafe_left_180,41295
04054_roll_orbit_right_60_seed43054,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/04054_roll_orbit_right_60_seed43054,roll,orbit_right_60,43054
02722_collision_orbit_right_64_seed41722,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02722_collision_orbit_right_64_seed41722,collision,orbit_right_64,41722
02406_collision_orbit_right_64_seed41406,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02406_collision_orbit_right_64_seed41406,collision,orbit_right_64,41406
01784_drop_orbit_left_72_seed40784,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01784_drop_orbit_left_72_seed40784,drop,orbit_left_72,40784
03011_collision_strafe_left_180_seed42011,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03011_collision_strafe_left_180_seed42011,collision,strafe_left_180,42011
03742_roll_orbit_right_60_seed42742,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03742_roll_orbit_right_60_seed42742,roll,orbit_right_60,42742
03590_roll_orbit_right_60_seed42590,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03590_roll_orbit_right_60_seed42590,roll,orbit_right_60,42590
02077_drop_orbit_left_72_seed41077,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02077_drop_orbit_left_72_seed41077,drop,orbit_left_72,41077
01425_drop_orbit_left_72_seed40425,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01425_drop_orbit_left_72_seed40425,drop,orbit_left_72,40425
02456_collision_orbit_right_64_seed41456,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02456_collision_orbit_right_64_seed41456,collision,orbit_right_64,41456
01035_drop_orbit_left_72_seed40035,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01035_drop_orbit_left_72_seed40035,drop,orbit_left_72,40035
01106_drop_orbit_left_72_seed40106,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01106_drop_orbit_left_72_seed40106,drop,orbit_left_72,40106
02235_collision_strafe_left_180_seed41235,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02235_collision_strafe_left_180_seed41235,collision,strafe_left_180,41235
04391_containment_orbit_left_44_seed43391,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/04391_containment_orbit_left_44_seed43391,containment,orbit_left_44,43391
03186_collision_orbit_right_64_seed42186,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03186_collision_orbit_right_64_seed42186,collision,orbit_right_64,42186
02022_drop_orbit_left_72_seed41022,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02022_drop_orbit_left_72_seed41022,drop,orbit_left_72,41022
01246_drop_orbit_left_72_seed40246,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01246_drop_orbit_left_72_seed40246,drop,orbit_left_72,40246
01406_drop_orbit_left_72_seed40406,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01406_drop_orbit_left_72_seed40406,drop,orbit_left_72,40406
02161_drop_orbit_left_72_seed41161,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02161_drop_orbit_left_72_seed41161,drop,orbit_left_72,41161
02010_drop_orbit_left_72_seed41010,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02010_drop_orbit_left_72_seed41010,drop,orbit_left_72,41010
02521_collision_strafe_left_180_seed41521,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02521_collision_strafe_left_180_seed41521,collision,strafe_left_180,41521
02667_collision_strafe_left_180_seed41667,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02667_collision_strafe_left_180_seed41667,collision,strafe_left_180,41667
03064_collision_orbit_right_64_seed42064,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03064_collision_orbit_right_64_seed42064,collision,orbit_right_64,42064
02084_drop_orbit_left_72_seed41084,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02084_drop_orbit_left_72_seed41084,drop,orbit_left_72,41084
02744_collision_orbit_right_64_seed41744,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02744_collision_orbit_right_64_seed41744,collision,orbit_right_64,41744
03979_roll_orbit_right_60_seed42979,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03979_roll_orbit_right_60_seed42979,roll,orbit_right_60,42979
03288_collision_orbit_right_64_seed42288,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03288_collision_orbit_right_64_seed42288,collision,orbit_right_64,42288
02745_collision_strafe_left_180_seed41745,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02745_collision_strafe_left_180_seed41745,collision,strafe_left_180,41745
03150_collision_orbit_right_64_seed42150,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03150_collision_orbit_right_64_seed42150,collision,orbit_right_64,42150
01583_drop_orbit_left_72_seed40583,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01583_drop_orbit_left_72_seed40583,drop,orbit_left_72,40583
04274_containment_orbit_left_44_seed43274,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/04274_containment_orbit_left_44_seed43274,containment,orbit_left_44,43274
03807_roll_orbit_right_60_seed42807,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03807_roll_orbit_right_60_seed42807,roll,orbit_right_60,42807
04230_containment_orbit_left_44_seed43230,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/04230_containment_orbit_left_44_seed43230,containment,orbit_left_44,43230
01442_drop_orbit_left_72_seed40442,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01442_drop_orbit_left_72_seed40442,drop,orbit_left_72,40442
02245_collision_strafe_left_180_seed41245,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02245_collision_strafe_left_180_seed41245,collision,strafe_left_180,41245
01410_drop_orbit_left_72_seed40410,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01410_drop_orbit_left_72_seed40410,drop,orbit_left_72,40410
01289_drop_orbit_left_72_seed40289,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01289_drop_orbit_left_72_seed40289,drop,orbit_left_72,40289
01858_drop_orbit_left_72_seed40858,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01858_drop_orbit_left_72_seed40858,drop,orbit_left_72,40858
03328_collision_orbit_right_64_seed42328,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03328_collision_orbit_right_64_seed42328,collision,orbit_right_64,42328
01448_drop_orbit_left_72_seed40448,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01448_drop_orbit_left_72_seed40448,drop,orbit_left_72,40448
03196_collision_orbit_right_64_seed42196,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03196_collision_orbit_right_64_seed42196,collision,orbit_right_64,42196
02567_collision_strafe_left_180_seed41567,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02567_collision_strafe_left_180_seed41567,collision,strafe_left_180,41567
01479_drop_orbit_left_72_seed40479,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01479_drop_orbit_left_72_seed40479,drop,orbit_left_72,40479
04286_containment_orbit_left_44_seed43286,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/04286_containment_orbit_left_44_seed43286,containment,orbit_left_44,43286
02551_collision_strafe_left_180_seed41551,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02551_collision_strafe_left_180_seed41551,collision,strafe_left_180,41551
01568_drop_orbit_left_72_seed40568,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01568_drop_orbit_left_72_seed40568,drop,orbit_left_72,40568
03984_roll_orbit_right_60_seed42984,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03984_roll_orbit_right_60_seed42984,roll,orbit_right_60,42984
03863_roll_orbit_right_60_seed42863,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03863_roll_orbit_right_60_seed42863,roll,orbit_right_60,42863
03956_roll_orbit_right_60_seed42956,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03956_roll_orbit_right_60_seed42956,roll,orbit_right_60,42956
03418_roll_orbit_right_60_seed42418,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03418_roll_orbit_right_60_seed42418,roll,orbit_right_60,42418
01941_drop_orbit_left_72_seed40941,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01941_drop_orbit_left_72_seed40941,drop,orbit_left_72,40941
01528_drop_orbit_left_72_seed40528,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01528_drop_orbit_left_72_seed40528,drop,orbit_left_72,40528
02936_collision_orbit_right_64_seed41936,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02936_collision_orbit_right_64_seed41936,collision,orbit_right_64,41936
03013_collision_strafe_left_180_seed42013,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03013_collision_strafe_left_180_seed42013,collision,strafe_left_180,42013
03675_roll_orbit_right_60_seed42675,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03675_roll_orbit_right_60_seed42675,roll,orbit_right_60,42675
02044_drop_orbit_left_72_seed41044,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02044_drop_orbit_left_72_seed41044,drop,orbit_left_72,41044
03020_collision_orbit_right_64_seed42020,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03020_collision_orbit_right_64_seed42020,collision,orbit_right_64,42020
02806_collision_orbit_right_64_seed41806,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02806_collision_orbit_right_64_seed41806,collision,orbit_right_64,41806
02266_collision_orbit_right_64_seed41266,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02266_collision_orbit_right_64_seed41266,collision,orbit_right_64,41266
03212_collision_orbit_right_64_seed42212,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03212_collision_orbit_right_64_seed42212,collision,orbit_right_64,42212
04037_roll_orbit_right_60_seed43037,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/04037_roll_orbit_right_60_seed43037,roll,orbit_right_60,43037
02542_collision_orbit_right_64_seed41542,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02542_collision_orbit_right_64_seed41542,collision,orbit_right_64,41542
03361_collision_strafe_left_180_seed42361,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03361_collision_strafe_left_180_seed42361,collision,strafe_left_180,42361
02125_drop_orbit_left_72_seed41125,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02125_drop_orbit_left_72_seed41125,drop,orbit_left_72,41125
02087_drop_orbit_left_72_seed41087,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02087_drop_orbit_left_72_seed41087,drop,orbit_left_72,41087
03001_collision_strafe_left_180_seed42001,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03001_collision_strafe_left_180_seed42001,collision,strafe_left_180,42001
02975_collision_strafe_left_180_seed41975,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02975_collision_strafe_left_180_seed41975,collision,strafe_left_180,41975
01972_drop_orbit_left_72_seed40972,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01972_drop_orbit_left_72_seed40972,drop,orbit_left_72,40972
02293_collision_strafe_left_180_seed41293,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02293_collision_strafe_left_180_seed41293,collision,strafe_left_180,41293
03715_roll_orbit_right_60_seed42715,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03715_roll_orbit_right_60_seed42715,roll,orbit_right_60,42715
02028_drop_orbit_left_72_seed41028,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02028_drop_orbit_left_72_seed41028,drop,orbit_left_72,41028
01265_drop_orbit_left_72_seed40265,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01265_drop_orbit_left_72_seed40265,drop,orbit_left_72,40265
01636_drop_orbit_left_72_seed40636,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01636_drop_orbit_left_72_seed40636,drop,orbit_left_72,40636
01148_drop_orbit_left_72_seed40148,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01148_drop_orbit_left_72_seed40148,drop,orbit_left_72,40148
02376_collision_orbit_right_64_seed41376,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02376_collision_orbit_right_64_seed41376,collision,orbit_right_64,41376
01417_drop_orbit_left_72_seed40417,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01417_drop_orbit_left_72_seed40417,drop,orbit_left_72,40417
03694_roll_orbit_right_60_seed42694,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03694_roll_orbit_right_60_seed42694,roll,orbit_right_60,42694
03441_roll_orbit_right_60_seed42441,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03441_roll_orbit_right_60_seed42441,roll,orbit_right_60,42441
02272_collision_orbit_right_64_seed41272,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02272_collision_orbit_right_64_seed41272,collision,orbit_right_64,41272
03185_collision_strafe_left_180_seed42185,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03185_collision_strafe_left_180_seed42185,collision,strafe_left_180,42185
03636_roll_orbit_right_60_seed42636,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03636_roll_orbit_right_60_seed42636,roll,orbit_right_60,42636
02572_collision_orbit_right_64_seed41572,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02572_collision_orbit_right_64_seed41572,collision,orbit_right_64,41572
02255_collision_strafe_left_180_seed41255,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02255_collision_strafe_left_180_seed41255,collision,strafe_left_180,41255
02126_drop_orbit_left_72_seed41126,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02126_drop_orbit_left_72_seed41126,drop,orbit_left_72,41126
02278_collision_orbit_right_64_seed41278,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02278_collision_orbit_right_64_seed41278,collision,orbit_right_64,41278
01871_drop_orbit_left_72_seed40871,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01871_drop_orbit_left_72_seed40871,drop,orbit_left_72,40871
02016_drop_orbit_left_72_seed41016,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02016_drop_orbit_left_72_seed41016,drop,orbit_left_72,41016
03334_collision_orbit_right_64_seed42334,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03334_collision_orbit_right_64_seed42334,collision,orbit_right_64,42334
01950_drop_orbit_left_72_seed40950,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01950_drop_orbit_left_72_seed40950,drop,orbit_left_72,40950
03426_roll_orbit_right_60_seed42426,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03426_roll_orbit_right_60_seed42426,roll,orbit_right_60,42426
02003_drop_orbit_left_72_seed41003,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02003_drop_orbit_left_72_seed41003,drop,orbit_left_72,41003
02495_collision_strafe_left_180_seed41495,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02495_collision_strafe_left_180_seed41495,collision,strafe_left_180,41495
01701_drop_orbit_left_72_seed40701,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01701_drop_orbit_left_72_seed40701,drop,orbit_left_72,40701
02664_collision_orbit_right_64_seed41664,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02664_collision_orbit_right_64_seed41664,collision,orbit_right_64,41664
03386_collision_orbit_right_64_seed42386,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03386_collision_orbit_right_64_seed42386,collision,orbit_right_64,42386
03468_roll_orbit_right_60_seed42468,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03468_roll_orbit_right_60_seed42468,roll,orbit_right_60,42468
03891_roll_orbit_right_60_seed42891,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03891_roll_orbit_right_60_seed42891,roll,orbit_right_60,42891
04238_containment_orbit_left_44_seed43238,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/04238_containment_orbit_left_44_seed43238,containment,orbit_left_44,43238
02892_collision_orbit_right_64_seed41892,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02892_collision_orbit_right_64_seed41892,collision,orbit_right_64,41892
01020_drop_orbit_left_72_seed40020,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01020_drop_orbit_left_72_seed40020,drop,orbit_left_72,40020
03314_collision_orbit_right_64_seed42314,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03314_collision_orbit_right_64_seed42314,collision,orbit_right_64,42314
01890_drop_orbit_left_72_seed40890,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01890_drop_orbit_left_72_seed40890,drop,orbit_left_72,40890
03423_roll_orbit_right_60_seed42423,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03423_roll_orbit_right_60_seed42423,roll,orbit_right_60,42423
02803_collision_strafe_left_180_seed41803,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02803_collision_strafe_left_180_seed41803,collision,strafe_left_180,41803
01475_drop_orbit_left_72_seed40475,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01475_drop_orbit_left_72_seed40475,drop,orbit_left_72,40475
01679_drop_orbit_left_72_seed40679,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01679_drop_orbit_left_72_seed40679,drop,orbit_left_72,40679
03207_collision_strafe_left_180_seed42207,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03207_collision_strafe_left_180_seed42207,collision,strafe_left_180,42207
03457_roll_orbit_right_60_seed42457,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03457_roll_orbit_right_60_seed42457,roll,orbit_right_60,42457
01584_drop_orbit_left_72_seed40584,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01584_drop_orbit_left_72_seed40584,drop,orbit_left_72,40584
01420_drop_orbit_left_72_seed40420,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01420_drop_orbit_left_72_seed40420,drop,orbit_left_72,40420
04070_roll_orbit_right_60_seed43070,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/04070_roll_orbit_right_60_seed43070,roll,orbit_right_60,43070
02215_collision_strafe_left_180_seed41215,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02215_collision_strafe_left_180_seed41215,collision,strafe_left_180,41215
01760_drop_orbit_left_72_seed40760,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01760_drop_orbit_left_72_seed40760,drop,orbit_left_72,40760
02413_collision_strafe_left_180_seed41413,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02413_collision_strafe_left_180_seed41413,collision,strafe_left_180,41413
01407_drop_orbit_left_72_seed40407,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01407_drop_orbit_left_72_seed40407,drop,orbit_left_72,40407
01658_drop_orbit_left_72_seed40658,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01658_drop_orbit_left_72_seed40658,drop,orbit_left_72,40658
01623_drop_orbit_left_72_seed40623,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01623_drop_orbit_left_72_seed40623,drop,orbit_left_72,40623
03250_collision_orbit_right_64_seed42250,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03250_collision_orbit_right_64_seed42250,collision,orbit_right_64,42250
01045_drop_orbit_left_72_seed40045,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01045_drop_orbit_left_72_seed40045,drop,orbit_left_72,40045
03357_collision_strafe_left_180_seed42357,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03357_collision_strafe_left_180_seed42357,collision,strafe_left_180,42357
01691_drop_orbit_left_72_seed40691,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01691_drop_orbit_left_72_seed40691,drop,orbit_left_72,40691
03972_roll_orbit_right_60_seed42972,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03972_roll_orbit_right_60_seed42972,roll,orbit_right_60,42972
02441_collision_strafe_left_180_seed41441,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02441_collision_strafe_left_180_seed41441,collision,strafe_left_180,41441
03109_collision_strafe_left_180_seed42109,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03109_collision_strafe_left_180_seed42109,collision,strafe_left_180,42109
