pair_id,pair_type,corruption_type,severity,reward_winner,reward_loser,reward_margin,main_subreward_drop,PSNR,SSIM,LPIPS,sharpness_ratio,affected_region_diff,local_absdiff_mean,local_absdiff_p95,local_lpips,diff_bbox_area,visual_difference_score,codex_can_see_difference,codex_failure_explainable,too_subtle,too_degraded,medium_hard,status,winner_video,loser_video,prefix_video,written_reason
protocol_v4_TypeAplus_031_s4_strong_pass_object_identity_change_local,TypeA_plus,object_identity_change_local,s4_strong_pass,1.0,0.8645866663210777,0.13541333367892228,margin_fg,35.426288902863554,0.9996038632376109,BLOCKED_NOT_RUN,0.9813703684504324,10.230776795932167,10.230776795932167,15.0625,BLOCKED_NOT_RUN,0.1283653846153846,0.03520541861202767,no,no,yes,no,no,VISUAL_TOO_SUBTLE,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/04204_containment_orbit_left_44_seed43204/clean_future_5_80.mp4,local_assets/dpo_pair_hardness_v4/typeA_strength_sweep/protocol_v4_TypeAplus_031_s4_strong_pass_object_identity_change_local/loser_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/04204_containment_orbit_left_44_seed43204/prefix_len5.mp4,VISUAL_TOO_SUBTLE: full-frame WIN/LOSE difference is hard to see without heatmap
protocol_v4_TypeAplus_032_s4_strong_pass_partial_freeze,TypeA_plus,partial_freeze,s4_strong_pass,1.0,0.8776072639074561,0.12239273609254386,margin_freeze,56.340984963246164,0.9979767441322211,BLOCKED_NOT_RUN,0.9849292439303121,5.197873182610279,5.197873182610279,15.125000000000002,BLOCKED_NOT_RUN,0.1283653846153846,0.028385325699877145,no,no,yes,no,no,VISUAL_TOO_SUBTLE,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/04204_containment_orbit_left_44_seed43204/clean_future_5_80.mp4,local_assets/dpo_pair_hardness_v4/typeA_strength_sweep/protocol_v4_TypeAplus_032_s4_strong_pass_partial_freeze/loser_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/04204_containment_orbit_left_44_seed43204/prefix_len5.mp4,VISUAL_TOO_SUBTLE: full-frame WIN/LOSE difference is hard to see without heatmap
protocol_v4_TypeAplus_033_s4_strong_pass_physical_event_local_failure,TypeA_plus,physical_event_local_failure,s4_strong_pass,1.0,0.8303733353435896,0.1696266646564104,margin_phys,66.54170304861651,0.9976005445565778,BLOCKED_NOT_RUN,0.9855185296866085,4.713333333333333,4.713333333333333,13.9375,BLOCKED_NOT_RUN,0.15161758814102563,0.027751626671506092,no,no,yes,no,no,VISUAL_TOO_SUBTLE,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/04204_containment_orbit_left_44_seed43204/clean_future_5_80.mp4,local_assets/dpo_pair_hardness_v4/typeA_strength_sweep/protocol_v4_TypeAplus_033_s4_strong_pass_physical_event_local_failure/loser_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/04204_containment_orbit_left_44_seed43204/prefix_len5.mp4,VISUAL_TOO_SUBTLE: full-frame WIN/LOSE difference is hard to see without heatmap
protocol_v4_TypeAplus_034_s4_strong_pass_background_drift_local,TypeA_plus,background_drift_local,s4_strong_pass,1.0,0.8234595254383807,0.17654047456161925,margin_bg,30.439096604763655,0.9824895247012515,BLOCKED_NOT_RUN,0.8881084746576703,7.745179098151246,7.745179098151246,26.458333333333336,BLOCKED_NOT_RUN,0.359375,0.07283147574957803,no,no,yes,no,no,VISUAL_TOO_SUBTLE,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/04204_containment_orbit_left_44_seed43204/clean_future_5_80.mp4,local_assets/dpo_pair_hardness_v4/typeA_strength_sweep/protocol_v4_TypeAplus_034_s4_strong_pass_background_drift_local/loser_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/04204_containment_orbit_left_44_seed43204/prefix_len5.mp4,VISUAL_TOO_SUBTLE: full-frame WIN/LOSE difference is hard to see without heatmap
protocol_v4_TypeM_001_02200_collision_orbit_right_64_seed41200_medium_background_drift,TypeM,medium_background_drift,s2_medium_rollout_inspired,1.0,0.86700129797019,0.13299870202981,margin_bg,30.48589034451591,0.9917356135385544,BLOCKED_NOT_RUN,0.8633405442788334,8.371707195280564,8.371707195280564,27.291666666666664,BLOCKED_NOT_RUN,0.359375,0.07565049777967084,no,no,yes,no,no,VISUAL_TOO_SUBTLE,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,local_assets/dpo_pair_hardness_v4/typeM/protocol_v4_TypeM_001_02200_collision_orbit_right_64_seed41200_medium_background_drift/loser_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/02200_collision_orbit_right_64_seed41200/prefix_len5.mp4,VISUAL_TOO_SUBTLE: full-frame WIN/LOSE difference is hard to see without heatmap
protocol_v4_TypeM_002_02200_collision_orbit_right_64_seed41200_wrong_camera_motion,TypeM,wrong_camera_motion,s2_medium_rollout_inspired,1.0,0.8717971004499984,0.12820289955000164,margin_cam,36.857253171451525,0.9980705315219394,BLOCKED_NOT_RUN,0.9788727802777689,6.953797174105285,6.953797174105285,18.979166666666668,BLOCKED_NOT_RUN,0.1283653846153846,0.03621061461878045,no,no,yes,no,no,VISUAL_TOO_SUBTLE,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,local_assets/dpo_pair_hardness_v4/typeM/protocol_v4_TypeM_002_02200_collision_orbit_right_64_seed41200_wrong_camera_motion/loser_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/02200_collision_orbit_right_64_seed41200/prefix_len5.mp4,VISUAL_TOO_SUBTLE: full-frame WIN/LOSE difference is hard to see without heatmap
protocol_v4_TypeM_003_02200_collision_orbit_right_64_seed41200_weak_physical_event,TypeM,weak_physical_event,s2_medium_rollout_inspired,1.0,0.8638881765143638,0.13611182348563622,margin_phys,55.987096185469824,0.9983474290103322,BLOCKED_NOT_RUN,0.9788232028575758,5.4050186290574285,5.4050186290574285,13.833333333333332,BLOCKED_NOT_RUN,0.1283653846153846,0.026854820145346844,no,no,yes,no,no,VISUAL_TOO_SUBTLE,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,local_assets/dpo_pair_hardness_v4/typeM/protocol_v4_TypeM_003_02200_collision_orbit_right_64_seed41200_weak_physical_event/loser_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/02200_collision_orbit_right_64_seed41200/prefix_len5.mp4,VISUAL_TOO_SUBTLE: full-frame WIN/LOSE difference is hard to see without heatmap
protocol_v4_TypeM_004_02200_collision_orbit_right_64_seed41200_medium_background_drift,TypeM,medium_background_drift,s2_medium_rollout_inspired,1.0,0.86700129797019,0.13299870202981,margin_bg,30.48589034451591,0.9917356135385544,BLOCKED_NOT_RUN,0.8633405442788334,8.371707195280564,8.371707195280564,27.291666666666664,BLOCKED_NOT_RUN,0.359375,0.07565049777967084,no,no,yes,no,no,VISUAL_TOO_SUBTLE,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,local_assets/dpo_pair_hardness_v4/typeM/protocol_v4_TypeM_004_02200_collision_orbit_right_64_seed41200_medium_background_drift/loser_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/02200_collision_orbit_right_64_seed41200/prefix_len5.mp4,VISUAL_TOO_SUBTLE: full-frame WIN/LOSE difference is hard to see without heatmap
protocol_v4_TypeM_005_02200_collision_orbit_right_64_seed41200_wrong_camera_motion,TypeM,wrong_camera_motion,s2_medium_rollout_inspired,1.0,0.8734042452228353,0.12659575477716467,margin_cam,29.669008670521915,0.9899369314692763,BLOCKED_NOT_RUN,0.8989124734601966,9.084546143394649,9.084546143394649,29.5625,BLOCKED_NOT_RUN,0.359375,0.08196740127913593,no,no,yes,no,no,VISUAL_TOO_SUBTLE,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,local_assets/dpo_pair_hardness_v4/typeM/protocol_v4_TypeM_005_02200_collision_orbit_right_64_seed41200_wrong_camera_motion/loser_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/02200_collision_orbit_right_64_seed41200/prefix_len5.mp4,VISUAL_TOO_SUBTLE: full-frame WIN/LOSE difference is hard to see without heatmap
protocol_v4_TypeM_006_02200_collision_orbit_right_64_seed41200_weak_physical_event,TypeM,weak_physical_event,s2_medium_rollout_inspired,1.0,0.8799785591926795,0.12002144080732047,margin_phys,35.69019697474884,0.9972622015459863,BLOCKED_NOT_RUN,0.9717697732926646,7.084396863946109,7.084396863946109,17.979166666666664,BLOCKED_NOT_RUN,0.1283653846153846,0.034984844965509285,no,no,yes,no,no,VISUAL_TOO_SUBTLE,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,local_assets/dpo_pair_hardness_v4/typeM/protocol_v4_TypeM_006_02200_collision_orbit_right_64_seed41200_weak_physical_event/loser_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/02200_collision_orbit_right_64_seed41200/prefix_len5.mp4,VISUAL_TOO_SUBTLE: full-frame WIN/LOSE difference is hard to see without heatmap
protocol_v4_TypeM_007_02202_collision_orbit_right_64_seed41202_medium_background_drift,TypeM,medium_background_drift,s2_medium_rollout_inspired,1.0,0.8700673330742207,0.12993266692577932,margin_bg,66.3464660108531,0.9960331566352709,BLOCKED_NOT_RUN,0.9692629615234484,5.707775254610514,5.707775254610514,14.854166666666666,BLOCKED_NOT_RUN,0.15161758814102563,0.03051628269183504,no,no,yes,no,no,VISUAL_TOO_SUBTLE,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02202_collision_orbit_right_64_seed41202/clean_future_5_80.mp4,local_assets/dpo_pair_hardness_v4/typeM/protocol_v4_TypeM_007_02202_collision_orbit_right_64_seed41202_medium_background_drift/loser_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/02202_collision_orbit_right_64_seed41202/prefix_len5.mp4,VISUAL_TOO_SUBTLE: full-frame WIN/LOSE difference is hard to see without heatmap
protocol_v4_TypeM_008_02202_collision_orbit_right_64_seed41202_wrong_camera_motion,TypeM,wrong_camera_motion,s2_medium_rollout_inspired,1.0,0.874787884817908,0.12521211518209197,margin_cam,30.12250024824314,0.9817274608216832,BLOCKED_NOT_RUN,0.9065993600994892,8.8026250696767,8.8026250696767,28.458333333333332,BLOCKED_NOT_RUN,0.359375,0.07898466779217445,no,no,yes,no,no,VISUAL_TOO_SUBTLE,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02202_collision_orbit_right_64_seed41202/clean_future_5_80.mp4,local_assets/dpo_pair_hardness_v4/typeM/protocol_v4_TypeM_008_02202_collision_orbit_right_64_seed41202_wrong_camera_motion/loser_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/02202_collision_orbit_right_64_seed41202/prefix_len5.mp4,VISUAL_TOO_SUBTLE: full-frame WIN/LOSE difference is hard to see without heatmap
