pair_id,pair_type,pair_source,source_protocol,is_synthetic,is_rollout_derived,is_controlled_corruption,condition_id,sample_id,template,camera_motion,prefix_len,prediction_start_frame,prefix_video_path,winner_video_path,loser_video_path,prefix_exists,winner_exists,loser_exists,prefix_decodable,winner_decodable,loser_decodable,winner_source,loser_source,winner_reward,loser_reward,reward_margin,winner_quality,loser_quality,main_failure,failure_tags,affected_region,affected_time_span,affected_mask,corruption_type,codex_reviewed,written_reason,medium_hard,too_subtle,too_blurry,too_collapsed,too_similar,winner_bad,same_prefix,same_prompt,same_poses,same_intrinsics,loss_frame_indices_count,reward_frame_indices_count,localdpo_ready,time_mask_ready,diagnostic_only,trainable,in_ppt_subset,status,decision_reason,repair_method
v10_TypeM_010_02276_collision_orbit_right_64_seed41276_local_patch_drift,TypeM_v10_synthetic_visible,synthetic_controlled,v10,True,False,True,02276_collision_orbit_right_64_seed41276,02276_collision_orbit_right_64_seed41276,collision,orbit_right_64,5,5,local_assets/dpo_pair_factory_v10/recovered_conditions/02276_collision_orbit_right_64_seed41276/prefix_len5.mp4,local_assets/dpo_pair_factory_v10/recovered_conditions/02276_collision_orbit_right_64_seed41276/clean_future_5_80.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_010_02276_collision_orbit_right_64_seed41276_local_patch_drift/loser_future.mp4,True,True,True,True,True,True,clean_gt_future,controlled_visible_synthetic_negative,1.0,0.821474,0.178526,,,local_patch_drift,local_patch_drift,"{""h"": 150, ""w"": 204, ""x"": 271, ""y"": 206}","[20, 67]",,local_patch_drift,True,local_patch_drift creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=28.0; sharpness_ratio=1.0,True,False,False,False,False,False,True,True,True,True,76,76,True,True,False,True,False,ready_strict,ACCEPT_STRICT,source inferred from v10 manifests/csv
v10_TypeM_011_02284_collision_orbit_right_64_seed41284_foreground_identity_color_shift,TypeM_v10_synthetic_visible,synthetic_controlled,v10,True,False,True,02284_collision_orbit_right_64_seed41284,02284_collision_orbit_right_64_seed41284,collision,orbit_right_64,5,5,local_assets/dpo_pair_factory_v10/recovered_conditions/02284_collision_orbit_right_64_seed41284/prefix_len5.mp4,local_assets/dpo_pair_factory_v10/recovered_conditions/02284_collision_orbit_right_64_seed41284/clean_future_5_80.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_011_02284_collision_orbit_right_64_seed41284_foreground_identity_color_shift/loser_future.mp4,True,True,True,True,True,True,clean_gt_future,controlled_visible_synthetic_negative,1.0,0.761263,0.238737,,,foreground_identity_color_shift,foreground_identity_color_shift,"{""h"": 96, ""w"": 233, ""x"": 176, ""y"": 164}","[20, 67]",,foreground_identity_color_shift,True,foreground_identity_color_shift creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=54.0; sharpness_ratio=1.029784,True,False,False,False,False,False,True,True,True,True,76,76,True,True,False,True,False,ready_strict,ACCEPT_STRICT,source inferred from v10 manifests/csv
v10_TypeM_013_02288_collision_orbit_right_64_seed41288_local_patch_freeze,TypeM_v10_synthetic_visible,synthetic_controlled,v10,True,False,True,02288_collision_orbit_right_64_seed41288,02288_collision_orbit_right_64_seed41288,collision,orbit_right_64,5,5,local_assets/dpo_pair_factory_v10/recovered_conditions/02288_collision_orbit_right_64_seed41288/prefix_len5.mp4,local_assets/dpo_pair_factory_v10/recovered_conditions/02288_collision_orbit_right_64_seed41288/clean_future_5_80.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_013_02288_collision_orbit_right_64_seed41288_local_patch_freeze/loser_future.mp4,True,True,True,True,True,True,clean_gt_future,controlled_visible_synthetic_negative,1.0,0.777474,0.222526,,,local_patch_freeze,local_patch_freeze,"{""h"": 153, ""w"": 239, ""x"": 359, ""y"": 136}","[20, 67]",,local_patch_freeze,True,local_patch_freeze creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=47.0; sharpness_ratio=1.0,True,False,False,False,False,False,True,True,True,True,76,76,True,True,False,True,False,ready_strict,ACCEPT_STRICT,source inferred from v10 manifests/csv
v10_TypeM_015_02295_collision_strafe_left_180_seed41295_foreground_identity_color_shift,TypeM_v10_synthetic_visible,synthetic_controlled,v10,True,False,True,02295_collision_strafe_left_180_seed41295,02295_collision_strafe_left_180_seed41295,collision,strafe_left_180,5,5,local_assets/dpo_pair_factory_v10/recovered_conditions/02295_collision_strafe_left_180_seed41295/prefix_len5.mp4,local_assets/dpo_pair_factory_v10/recovered_conditions/02295_collision_strafe_left_180_seed41295/clean_future_5_80.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_015_02295_collision_strafe_left_180_seed41295_foreground_identity_color_shift/loser_future.mp4,True,True,True,True,True,True,clean_gt_future,controlled_visible_synthetic_negative,1.0,0.777474,0.222526,,,foreground_identity_color_shift,foreground_identity_color_shift,"{""h"": 118, ""w"": 181, ""x"": 428, ""y"": 171}","[20, 67]",,foreground_identity_color_shift,True,foreground_identity_color_shift creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=47.0; sharpness_ratio=1.079327,True,False,False,False,False,False,True,True,True,True,76,76,True,True,False,True,False,ready_strict,ACCEPT_STRICT,source inferred from v10 manifests/csv
v10_TypeM_016_02327_collision_strafe_left_180_seed41327_local_temporal_jump,TypeM_v10_synthetic_visible,synthetic_controlled,v10,True,False,True,02327_collision_strafe_left_180_seed41327,02327_collision_strafe_left_180_seed41327,collision,strafe_left_180,5,5,local_assets/dpo_pair_factory_v10/recovered_conditions/02327_collision_strafe_left_180_seed41327/prefix_len5.mp4,local_assets/dpo_pair_factory_v10/recovered_conditions/02327_collision_strafe_left_180_seed41327/clean_future_5_80.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_016_02327_collision_strafe_left_180_seed41327_local_temporal_jump/loser_future.mp4,True,True,True,True,True,True,clean_gt_future,controlled_visible_synthetic_negative,1.0,0.62,0.38,,,local_temporal_jump,local_temporal_jump,"{""h"": 116, ""w"": 169, ""x"": 261, ""y"": 194}","[20, 67]",,local_temporal_jump,True,local_temporal_jump creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=120.0; sharpness_ratio=1.110587,True,False,False,False,False,False,True,True,True,True,76,76,True,True,False,True,False,ready_strict,ACCEPT_STRICT,source inferred from v10 manifests/csv
v10_TypeM_017_02328_collision_orbit_right_64_seed41328_local_patch_freeze,TypeM_v10_synthetic_visible,synthetic_controlled,v10,True,False,True,02328_collision_orbit_right_64_seed41328,02328_collision_orbit_right_64_seed41328,collision,orbit_right_64,5,5,local_assets/dpo_pair_factory_v10/recovered_conditions/02328_collision_orbit_right_64_seed41328/prefix_len5.mp4,local_assets/dpo_pair_factory_v10/recovered_conditions/02328_collision_orbit_right_64_seed41328/clean_future_5_80.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_017_02328_collision_orbit_right_64_seed41328_local_patch_freeze/loser_future.mp4,True,True,True,True,True,True,clean_gt_future,controlled_visible_synthetic_negative,1.0,0.814526,0.185474,,,local_patch_freeze,local_patch_freeze,"{""h"": 132, ""w"": 204, ""x"": 191, ""y"": 112}","[20, 67]",,local_patch_freeze,True,local_patch_freeze creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=31.0; sharpness_ratio=1.164595,True,False,False,False,False,False,True,True,True,True,76,76,True,True,False,True,False,ready_strict,ACCEPT_STRICT,source inferred from v10 manifests/csv
v10_TypeM_018_02353_collision_strafe_left_180_seed41353_local_patch_drift,TypeM_v10_synthetic_visible,synthetic_controlled,v10,True,False,True,02353_collision_strafe_left_180_seed41353,02353_collision_strafe_left_180_seed41353,collision,strafe_left_180,5,5,local_assets/dpo_pair_factory_v10/recovered_conditions/02353_collision_strafe_left_180_seed41353/prefix_len5.mp4,local_assets/dpo_pair_factory_v10/recovered_conditions/02353_collision_strafe_left_180_seed41353/clean_future_5_80.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_018_02353_collision_strafe_left_180_seed41353_local_patch_drift/loser_future.mp4,True,True,True,True,True,True,clean_gt_future,controlled_visible_synthetic_negative,1.0,0.677895,0.322105,,,local_patch_drift,local_patch_drift,"{""h"": 136, ""w"": 234, ""x"": 421, ""y"": 136}","[20, 67]",,local_patch_drift,True,local_patch_drift creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=90.0; sharpness_ratio=1.073627,True,False,False,False,False,False,True,True,True,True,76,76,True,True,False,True,False,ready_strict,ACCEPT_STRICT,source inferred from v10 manifests/csv
v10_TypeM_019_02360_collision_orbit_right_64_seed41360_foreground_identity_color_shift,TypeM_v10_synthetic_visible,synthetic_controlled,v10,True,False,True,02360_collision_orbit_right_64_seed41360,02360_collision_orbit_right_64_seed41360,collision,orbit_right_64,5,5,local_assets/dpo_pair_factory_v10/recovered_conditions/02360_collision_orbit_right_64_seed41360/prefix_len5.mp4,local_assets/dpo_pair_factory_v10/recovered_conditions/02360_collision_orbit_right_64_seed41360/clean_future_5_80.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_019_02360_collision_orbit_right_64_seed41360_foreground_identity_color_shift/loser_future.mp4,True,True,True,True,True,True,clean_gt_future,controlled_visible_synthetic_negative,1.0,0.775158,0.224842,,,foreground_identity_color_shift,foreground_identity_color_shift,"{""h"": 133, ""w"": 170, ""x"": 399, ""y"": 219}","[20, 67]",,foreground_identity_color_shift,True,foreground_identity_color_shift creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=48.0; sharpness_ratio=1.0,True,False,False,False,False,False,True,True,True,True,76,76,True,True,False,True,False,ready_strict,ACCEPT_STRICT,source inferred from v10 manifests/csv
v10_TypeM_023_prefix5_anchored_1128e39109fc83_object_deformation_foreground_identity_color_shift,TypeM_v10_synthetic_visible,synthetic_controlled,v10,True,False,True,prefix5_anchored_1128e39109fc83_object_deformation,prefix5_anchored_1128e39109fc83_object_deformation,collision,orbit_right_64,5,5,local_assets/dpo_pair_factory_v10/recovered_conditions/prefix5_anchored_1128e39109fc83_object_deformation/prefix_len5.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_023_prefix5_anchored_1128e39109fc83_object_deformation_foreground_identity_color_shift/loser_future.mp4,True,True,True,True,True,True,clean_gt_future,controlled_visible_synthetic_negative,1.0,0.756632,0.243368,,,foreground_identity_color_shift,foreground_identity_color_shift,"{""h"": 108, ""w"": 235, ""x"": 329, ""y"": 130}","[20, 67]",,foreground_identity_color_shift,True,foreground_identity_color_shift creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=56.0; sharpness_ratio=1.109058,True,False,False,False,False,False,True,True,True,True,76,76,True,True,False,True,False,ready_strict,ACCEPT_STRICT,source inferred from v10 manifests/csv
v10_TypeM_026_prefix5_anchored_525c18bc4422f0_background_drift_local_patch_drift,TypeM_v10_synthetic_visible,synthetic_controlled,v10,True,False,True,prefix5_anchored_525c18bc4422f0_background_drift,prefix5_anchored_525c18bc4422f0_background_drift,collision,orbit_right_64,5,5,local_assets/dpo_pair_factory_v10/recovered_conditions/prefix5_anchored_525c18bc4422f0_background_drift/prefix_len5.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_026_prefix5_anchored_525c18bc4422f0_background_drift_local_patch_drift/loser_future.mp4,True,True,True,True,True,True,clean_gt_future,controlled_visible_synthetic_negative,1.0,0.657053,0.342947,,,local_patch_drift,local_patch_drift,"{""h"": 109, ""w"": 226, ""x"": 261, ""y"": 148}","[20, 67]",,local_patch_drift,True,local_patch_drift creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=99.0; sharpness_ratio=1.058412,True,False,False,False,False,False,True,True,True,True,76,76,True,True,False,True,False,ready_strict,ACCEPT_STRICT,source inferred from v10 manifests/csv
v10_TypeM_027_prefix5_anchored_7f708dfe212ad6_freeze_foreground_foreground_identity_color_shift,TypeM_v10_synthetic_visible,synthetic_controlled,v10,True,False,True,prefix5_anchored_7f708dfe212ad6_freeze_foreground,prefix5_anchored_7f708dfe212ad6_freeze_foreground,collision,orbit_right_64,5,5,local_assets/dpo_pair_factory_v10/recovered_conditions/prefix5_anchored_7f708dfe212ad6_freeze_foreground/prefix_len5.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_027_prefix5_anchored_7f708dfe212ad6_freeze_foreground_foreground_identity_color_shift/loser_future.mp4,True,True,True,True,True,True,clean_gt_future,controlled_visible_synthetic_negative,1.0,0.770526,0.229474,,,foreground_identity_color_shift,foreground_identity_color_shift,"{""h"": 148, ""w"": 209, ""x"": 314, ""y"": 99}","[20, 67]",,foreground_identity_color_shift,True,foreground_identity_color_shift creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=50.0; sharpness_ratio=1.131872,True,False,False,False,False,False,True,True,True,True,76,76,True,True,False,True,False,ready_strict,ACCEPT_STRICT,source inferred from v10 manifests/csv
v10_TypeM_031_prefix5_anchored_ede413792fce8b_nonrigid_background_warp_foreground_identity_color_shift,TypeM_v10_synthetic_visible,synthetic_controlled,v10,True,False,True,prefix5_anchored_ede413792fce8b_nonrigid_background_warp,prefix5_anchored_ede413792fce8b_nonrigid_background_warp,collision,orbit_right_64,5,5,local_assets/dpo_pair_factory_v10/recovered_conditions/prefix5_anchored_ede413792fce8b_nonrigid_background_warp/prefix_len5.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_031_prefix5_anchored_ede413792fce8b_nonrigid_background_warp_foreground_identity_color_shift/loser_future.mp4,True,True,True,True,True,True,clean_gt_future,controlled_visible_synthetic_negative,1.0,0.765895,0.234105,,,foreground_identity_color_shift,foreground_identity_color_shift,"{""h"": 113, ""w"": 223, ""x"": 243, ""y"": 140}","[20, 67]",,foreground_identity_color_shift,True,foreground_identity_color_shift creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=52.0; sharpness_ratio=1.068512,True,False,False,False,False,False,True,True,True,True,76,76,True,True,False,True,False,ready_strict,ACCEPT_STRICT,source inferred from v10 manifests/csv
v10_TypeM_035_v6_02222_collision_orbit_right_64_seed41222_foreground_identity_color_shift,TypeM_v10_synthetic_visible,synthetic_controlled,v10,True,False,True,v6_02222_collision_orbit_right_64_seed41222,v6_02222_collision_orbit_right_64_seed41222,collision,orbit_right_64,5,5,local_assets/dpo_pair_factory_v10/recovered_conditions/v6_02222_collision_orbit_right_64_seed41222/prefix_len5.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02222_collision_orbit_right_64_seed41222/clean_future_5_80.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_035_v6_02222_collision_orbit_right_64_seed41222_foreground_identity_color_shift/loser_future.mp4,True,True,True,True,True,True,clean_gt_future,controlled_visible_synthetic_negative,1.0,0.765895,0.234105,,,foreground_identity_color_shift,foreground_identity_color_shift,"{""h"": 104, ""w"": 186, ""x"": 221, ""y"": 212}","[20, 67]",,foreground_identity_color_shift,True,foreground_identity_color_shift creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=52.0; sharpness_ratio=1.037331,True,False,False,False,False,False,True,True,True,True,76,76,True,True,False,True,False,ready_strict,ACCEPT_STRICT,source inferred from v10 manifests/csv
v10_TypeM_036_v6_02226_collision_orbit_right_64_seed41226_local_temporal_jump,TypeM_v10_synthetic_visible,synthetic_controlled,v10,True,False,True,v6_02226_collision_orbit_right_64_seed41226,v6_02226_collision_orbit_right_64_seed41226,collision,orbit_right_64,5,5,local_assets/dpo_pair_factory_v10/recovered_conditions/v6_02226_collision_orbit_right_64_seed41226/prefix_len5.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02226_collision_orbit_right_64_seed41226/clean_future_5_80.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_036_v6_02226_collision_orbit_right_64_seed41226_local_temporal_jump/loser_future.mp4,True,True,True,True,True,True,clean_gt_future,controlled_visible_synthetic_negative,1.0,0.647789,0.352211,,,local_temporal_jump,local_temporal_jump,"{""h"": 113, ""w"": 216, ""x"": 290, ""y"": 134}","[20, 67]",,local_temporal_jump,True,local_temporal_jump creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=103.0; sharpness_ratio=1.070547,True,False,False,False,False,False,True,True,True,True,76,76,True,True,False,True,False,ready_strict,ACCEPT_STRICT,source inferred from v10 manifests/csv
v10_TypeM_037_04204_containment_orbit_left_44_seed43204_local_patch_freeze,TypeM_v10_synthetic_visible,synthetic_controlled,v10,True,False,True,04204_containment_orbit_left_44_seed43204,04204_containment_orbit_left_44_seed43204,containment,orbit_left_44,5,5,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/04204_containment_orbit_left_44_seed43204/prefix_len5.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/04204_containment_orbit_left_44_seed43204/clean_future_5_80.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_037_04204_containment_orbit_left_44_seed43204_local_patch_freeze/loser_future.mp4,True,True,True,True,True,True,clean_gt_future,controlled_visible_synthetic_negative,1.0,0.789053,0.210947,,,local_patch_freeze,local_patch_freeze,"{""h"": 148, ""w"": 191, ""x"": 238, ""y"": 163}","[20, 67]",,local_patch_freeze,True,local_patch_freeze creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=42.0; sharpness_ratio=1.005437,True,False,False,False,False,False,True,True,True,True,76,76,True,True,False,True,False,ready_strict,ACCEPT_STRICT,source inferred from v10 manifests/csv
v10_TypeM_038_04209_containment_orbit_left_44_seed43209_local_patch_drift,TypeM_v10_synthetic_visible,synthetic_controlled,v10,True,False,True,04209_containment_orbit_left_44_seed43209,04209_containment_orbit_left_44_seed43209,containment,orbit_left_44,5,5,local_assets/dpo_pair_factory_v10/recovered_conditions/04209_containment_orbit_left_44_seed43209/prefix_len5.mp4,local_assets/dpo_pair_factory_v10/recovered_conditions/04209_containment_orbit_left_44_seed43209/clean_future_5_80.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_038_04209_containment_orbit_left_44_seed43209_local_patch_drift/loser_future.mp4,True,True,True,True,True,True,clean_gt_future,controlled_visible_synthetic_negative,1.0,0.745053,0.254947,,,local_patch_drift,local_patch_drift,"{""h"": 142, ""w"": 245, ""x"": 262, ""y"": 136}","[20, 67]",,local_patch_drift,True,local_patch_drift creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=61.0; sharpness_ratio=1.005665,True,False,False,False,False,False,True,True,True,True,76,76,True,True,False,True,False,ready_strict,ACCEPT_STRICT,source inferred from v10 manifests/csv
v10_TypeM_039_04214_containment_orbit_left_44_seed43214_foreground_identity_color_shift,TypeM_v10_synthetic_visible,synthetic_controlled,v10,True,False,True,04214_containment_orbit_left_44_seed43214,04214_containment_orbit_left_44_seed43214,containment,orbit_left_44,5,5,local_assets/dpo_pair_factory_v10/recovered_conditions/04214_containment_orbit_left_44_seed43214/prefix_len5.mp4,local_assets/dpo_pair_factory_v10/recovered_conditions/04214_containment_orbit_left_44_seed43214/clean_future_5_80.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_039_04214_containment_orbit_left_44_seed43214_foreground_identity_color_shift/loser_future.mp4,True,True,True,True,True,True,clean_gt_future,controlled_visible_synthetic_negative,1.0,0.705684,0.294316,,,foreground_identity_color_shift,foreground_identity_color_shift,"{""h"": 135, ""w"": 198, ""x"": 404, ""y"": 114}","[20, 67]",,foreground_identity_color_shift,True,foreground_identity_color_shift creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=78.0; sharpness_ratio=1.0,True,False,False,False,False,False,True,True,True,True,76,76,True,True,False,True,False,ready_strict,ACCEPT_STRICT,source inferred from v10 manifests/csv
v10_TypeM_040_04228_containment_orbit_left_44_seed43228_local_temporal_jump,TypeM_v10_synthetic_visible,synthetic_controlled,v10,True,False,True,04228_containment_orbit_left_44_seed43228,04228_containment_orbit_left_44_seed43228,containment,orbit_left_44,5,5,local_assets/dpo_pair_factory_v10/recovered_conditions/04228_containment_orbit_left_44_seed43228/prefix_len5.mp4,local_assets/dpo_pair_factory_v10/recovered_conditions/04228_containment_orbit_left_44_seed43228/clean_future_5_80.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_040_04228_containment_orbit_left_44_seed43228_local_temporal_jump/loser_future.mp4,True,True,True,True,True,True,clean_gt_future,controlled_visible_synthetic_negative,1.0,0.703368,0.296632,,,local_temporal_jump,local_temporal_jump,"{""h"": 119, ""w"": 182, ""x"": 285, ""y"": 187}","[20, 67]",,local_temporal_jump,True,local_temporal_jump creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=79.0; sharpness_ratio=1.035805,True,False,False,False,False,False,True,True,True,True,76,76,True,True,False,True,False,ready_strict,ACCEPT_STRICT,source inferred from v10 manifests/csv
v10_TypeM_042_04248_containment_orbit_left_44_seed43248_local_patch_drift,TypeM_v10_synthetic_visible,synthetic_controlled,v10,True,False,True,04248_containment_orbit_left_44_seed43248,04248_containment_orbit_left_44_seed43248,containment,orbit_left_44,5,5,local_assets/dpo_pair_factory_v10/recovered_conditions/04248_containment_orbit_left_44_seed43248/prefix_len5.mp4,local_assets/dpo_pair_factory_v10/recovered_conditions/04248_containment_orbit_left_44_seed43248/clean_future_5_80.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_042_04248_containment_orbit_left_44_seed43248_local_patch_drift/loser_future.mp4,True,True,True,True,True,True,clean_gt_future,controlled_visible_synthetic_negative,1.0,0.728842,0.271158,,,local_patch_drift,local_patch_drift,"{""h"": 150, ""w"": 212, ""x"": 195, ""y"": 154}","[20, 67]",,local_patch_drift,True,local_patch_drift creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=68.0; sharpness_ratio=1.011123,True,False,False,False,False,False,True,True,True,True,76,76,True,True,False,True,False,ready_strict,ACCEPT_STRICT,source inferred from v10 manifests/csv
v10_TypeM_043_04249_containment_orbit_left_44_seed43249_foreground_identity_color_shift,TypeM_v10_synthetic_visible,synthetic_controlled,v10,True,False,True,04249_containment_orbit_left_44_seed43249,04249_containment_orbit_left_44_seed43249,containment,orbit_left_44,5,5,local_assets/dpo_pair_factory_v10/recovered_conditions/04249_containment_orbit_left_44_seed43249/prefix_len5.mp4,local_assets/dpo_pair_factory_v10/recovered_conditions/04249_containment_orbit_left_44_seed43249/clean_future_5_80.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_043_04249_containment_orbit_left_44_seed43249_foreground_identity_color_shift/loser_future.mp4,True,True,True,True,True,True,clean_gt_future,controlled_visible_synthetic_negative,1.0,0.770526,0.229474,,,foreground_identity_color_shift,foreground_identity_color_shift,"{""h"": 115, ""w"": 214, ""x"": 429, ""y"": 139}","[20, 67]",,foreground_identity_color_shift,True,foreground_identity_color_shift creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=50.0; sharpness_ratio=1.13644,True,False,False,False,False,False,True,True,True,True,76,76,True,True,False,True,False,ready_strict,ACCEPT_STRICT,source inferred from v10 manifests/csv
v10_TypeM_044_04252_containment_orbit_left_44_seed43252_local_temporal_jump,TypeM_v10_synthetic_visible,synthetic_controlled,v10,True,False,True,04252_containment_orbit_left_44_seed43252,04252_containment_orbit_left_44_seed43252,containment,orbit_left_44,5,5,local_assets/dpo_pair_factory_v10/recovered_conditions/04252_containment_orbit_left_44_seed43252/prefix_len5.mp4,local_assets/dpo_pair_factory_v10/recovered_conditions/04252_containment_orbit_left_44_seed43252/clean_future_5_80.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_044_04252_containment_orbit_left_44_seed43252_local_temporal_jump/loser_future.mp4,True,True,True,True,True,True,clean_gt_future,controlled_visible_synthetic_negative,1.0,0.745053,0.254947,,,local_temporal_jump,local_temporal_jump,"{""h"": 135, ""w"": 211, ""x"": 221, ""y"": 235}","[20, 67]",,local_temporal_jump,True,local_temporal_jump creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=61.0; sharpness_ratio=1.004681,True,False,False,False,False,False,True,True,True,True,76,76,True,True,False,True,False,ready_strict,ACCEPT_STRICT,source inferred from v10 manifests/csv
v10_TypeM_045_04260_containment_orbit_left_44_seed43260_local_patch_freeze,TypeM_v10_synthetic_visible,synthetic_controlled,v10,True,False,True,04260_containment_orbit_left_44_seed43260,04260_containment_orbit_left_44_seed43260,containment,orbit_left_44,5,5,local_assets/dpo_pair_factory_v10/recovered_conditions/04260_containment_orbit_left_44_seed43260/prefix_len5.mp4,local_assets/dpo_pair_factory_v10/recovered_conditions/04260_containment_orbit_left_44_seed43260/clean_future_5_80.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_045_04260_containment_orbit_left_44_seed43260_local_patch_freeze/loser_future.mp4,True,True,True,True,True,True,clean_gt_future,controlled_visible_synthetic_negative,1.0,0.664,0.336,,,local_patch_freeze,local_patch_freeze,"{""h"": 102, ""w"": 197, ""x"": 292, ""y"": 202}","[20, 67]",,local_patch_freeze,True,local_patch_freeze creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=96.0; sharpness_ratio=1.007695,True,False,False,False,False,False,True,True,True,True,76,76,True,True,False,True,False,ready_strict,ACCEPT_STRICT,source inferred from v10 manifests/csv
v10_TypeM_046_04267_containment_orbit_left_44_seed43267_local_patch_drift,TypeM_v10_synthetic_visible,synthetic_controlled,v10,True,False,True,04267_containment_orbit_left_44_seed43267,04267_containment_orbit_left_44_seed43267,containment,orbit_left_44,5,5,local_assets/dpo_pair_factory_v10/recovered_conditions/04267_containment_orbit_left_44_seed43267/prefix_len5.mp4,local_assets/dpo_pair_factory_v10/recovered_conditions/04267_containment_orbit_left_44_seed43267/clean_future_5_80.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_046_04267_containment_orbit_left_44_seed43267_local_patch_drift/loser_future.mp4,True,True,True,True,True,True,clean_gt_future,controlled_visible_synthetic_negative,1.0,0.708,0.292,,,local_patch_drift,local_patch_drift,"{""h"": 100, ""w"": 229, ""x"": 192, ""y"": 157}","[20, 67]",,local_patch_drift,True,local_patch_drift creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=77.0; sharpness_ratio=1.010295,True,False,False,False,False,False,True,True,True,True,76,76,True,True,False,True,False,ready_strict,ACCEPT_STRICT,source inferred from v10 manifests/csv
