pair_id,protocol_version,pair_type,corruption_type,manifest_source,status,decision_reason,dpo_ready_existing_strict,reward_margin,v5_status,v5_can_see,v5_explainable,v6b_status,v6b_dpo_ready,prefix_video,winner_video,loser_video,contact_sheet,written_reason
protocol_v4_TypeAplus_032_s4_strong_pass_partial_freeze,v4,TypeA_plus,partial_freeze,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/manifests/dpo_preference_protocol_v4_pairs.jsonl,REVIEW_REQUIRED_UNMAPPED_AUDIT,has manifest gates but no strict v5/v6b visual alignment row,False,0.12239273609254386,VISUAL_TOO_SUBTLE,no,no,,,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/04204_containment_orbit_left_44_seed43204/prefix_len5.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/04204_containment_orbit_left_44_seed43204/clean_future_5_80.mp4,local_assets/dpo_pair_hardness_v4/typeA_strength_sweep/protocol_v4_TypeAplus_032_s4_strong_pass_partial_freeze/loser_future.mp4,reports/dpo_pair_hardness_v4/typeM_pair_contact_sheets/protocol_v4_TypeAplus_032_s4_strong_pass_partial_freeze.jpg,TypeA+ partial_freeze uses stronger local severity s4_strong_pass; loser is still sharp and locally wrong.
protocol_v4_TypeAplus_033_s4_strong_pass_physical_event_local_failure,v4,TypeA_plus,physical_event_local_failure,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/manifests/dpo_preference_protocol_v4_pairs.jsonl,REVIEW_REQUIRED_UNMAPPED_AUDIT,has manifest gates but no strict v5/v6b visual alignment row,False,0.1696266646564104,VISUAL_TOO_SUBTLE,no,no,,,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/04204_containment_orbit_left_44_seed43204/prefix_len5.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/04204_containment_orbit_left_44_seed43204/clean_future_5_80.mp4,local_assets/dpo_pair_hardness_v4/typeA_strength_sweep/protocol_v4_TypeAplus_033_s4_strong_pass_physical_event_local_failure/loser_future.mp4,reports/dpo_pair_hardness_v4/typeM_pair_contact_sheets/protocol_v4_TypeAplus_033_s4_strong_pass_physical_event_local_failure.jpg,TypeA+ physical_event_local_failure uses stronger local severity s4_strong_pass; loser is still sharp and locally wrong.
protocol_v4_TypeAplus_034_s4_strong_pass_background_drift_local,v4,TypeA_plus,background_drift_local,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/manifests/dpo_preference_protocol_v4_pairs.jsonl,REVIEW_REQUIRED_UNMAPPED_AUDIT,has manifest gates but no strict v5/v6b visual alignment row,False,0.17654047456161925,VISUAL_TOO_SUBTLE,no,no,,,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/04204_containment_orbit_left_44_seed43204/prefix_len5.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/04204_containment_orbit_left_44_seed43204/clean_future_5_80.mp4,local_assets/dpo_pair_hardness_v4/typeA_strength_sweep/protocol_v4_TypeAplus_034_s4_strong_pass_background_drift_local/loser_future.mp4,reports/dpo_pair_hardness_v4/typeM_pair_contact_sheets/protocol_v4_TypeAplus_034_s4_strong_pass_background_drift_local.jpg,TypeA+ background_drift_local uses stronger local severity s4_strong_pass; loser is still sharp and locally wrong.
protocol_v4_TypeM_001_02200_collision_orbit_right_64_seed41200_medium_background_drift,v4,TypeM,medium_background_drift,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/manifests/dpo_preference_protocol_v4_pairs.jsonl,REVIEW_REQUIRED_UNMAPPED_AUDIT,has manifest gates but no strict v5/v6b visual alignment row,False,0.13299870202981,VISUAL_TOO_SUBTLE,no,no,,,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/02200_collision_orbit_right_64_seed41200/prefix_len5.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,local_assets/dpo_pair_hardness_v4/typeM/protocol_v4_TypeM_001_02200_collision_orbit_right_64_seed41200_medium_background_drift/loser_future.mp4,reports/dpo_pair_hardness_v4/typeM_pair_contact_sheets/protocol_v4_TypeM_001_02200_collision_orbit_right_64_seed41200_medium_background_drift.jpg,TypeM uses rollout-inspired medium_background_drift; loser stays sharp but has visible local physical/geometric error.
protocol_v4_TypeM_002_02200_collision_orbit_right_64_seed41200_wrong_camera_motion,v4,TypeM,wrong_camera_motion,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/manifests/dpo_preference_protocol_v4_pairs.jsonl,REVIEW_REQUIRED_UNMAPPED_AUDIT,has manifest gates but no strict v5/v6b visual alignment row,False,0.12820289955000164,VISUAL_TOO_SUBTLE,no,no,,,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/02200_collision_orbit_right_64_seed41200/prefix_len5.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,local_assets/dpo_pair_hardness_v4/typeM/protocol_v4_TypeM_002_02200_collision_orbit_right_64_seed41200_wrong_camera_motion/loser_future.mp4,reports/dpo_pair_hardness_v4/typeM_pair_contact_sheets/protocol_v4_TypeM_002_02200_collision_orbit_right_64_seed41200_wrong_camera_motion.jpg,TypeM uses rollout-inspired wrong_camera_motion; loser stays sharp but has visible local physical/geometric error.
protocol_v4_TypeM_003_02200_collision_orbit_right_64_seed41200_weak_physical_event,v4,TypeM,weak_physical_event,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/manifests/dpo_preference_protocol_v4_pairs.jsonl,REVIEW_REQUIRED_UNMAPPED_AUDIT,has manifest gates but no strict v5/v6b visual alignment row,False,0.13611182348563622,VISUAL_TOO_SUBTLE,no,no,,,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/02200_collision_orbit_right_64_seed41200/prefix_len5.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,local_assets/dpo_pair_hardness_v4/typeM/protocol_v4_TypeM_003_02200_collision_orbit_right_64_seed41200_weak_physical_event/loser_future.mp4,reports/dpo_pair_hardness_v4/typeM_pair_contact_sheets/protocol_v4_TypeM_003_02200_collision_orbit_right_64_seed41200_weak_physical_event.jpg,TypeM uses rollout-inspired weak_physical_event; loser stays sharp but has visible local physical/geometric error.
protocol_v4_TypeM_004_02200_collision_orbit_right_64_seed41200_medium_background_drift,v4,TypeM,medium_background_drift,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/manifests/dpo_preference_protocol_v4_pairs.jsonl,REVIEW_REQUIRED_UNMAPPED_AUDIT,has manifest gates but no strict v5/v6b visual alignment row,False,0.13299870202981,VISUAL_TOO_SUBTLE,no,no,,,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/02200_collision_orbit_right_64_seed41200/prefix_len5.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,local_assets/dpo_pair_hardness_v4/typeM/protocol_v4_TypeM_004_02200_collision_orbit_right_64_seed41200_medium_background_drift/loser_future.mp4,reports/dpo_pair_hardness_v4/typeM_pair_contact_sheets/protocol_v4_TypeM_004_02200_collision_orbit_right_64_seed41200_medium_background_drift.jpg,TypeM uses rollout-inspired medium_background_drift; loser stays sharp but has visible local physical/geometric error.
protocol_v4_TypeM_005_02200_collision_orbit_right_64_seed41200_wrong_camera_motion,v4,TypeM,wrong_camera_motion,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/manifests/dpo_preference_protocol_v4_pairs.jsonl,REVIEW_REQUIRED_UNMAPPED_AUDIT,has manifest gates but no strict v5/v6b visual alignment row,False,0.12659575477716467,VISUAL_TOO_SUBTLE,no,no,,,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/02200_collision_orbit_right_64_seed41200/prefix_len5.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,local_assets/dpo_pair_hardness_v4/typeM/protocol_v4_TypeM_005_02200_collision_orbit_right_64_seed41200_wrong_camera_motion/loser_future.mp4,reports/dpo_pair_hardness_v4/typeM_pair_contact_sheets/protocol_v4_TypeM_005_02200_collision_orbit_right_64_seed41200_wrong_camera_motion.jpg,TypeM uses rollout-inspired wrong_camera_motion; loser stays sharp but has visible local physical/geometric error.
protocol_v4_TypeM_006_02200_collision_orbit_right_64_seed41200_weak_physical_event,v4,TypeM,weak_physical_event,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/manifests/dpo_preference_protocol_v4_pairs.jsonl,REVIEW_REQUIRED_UNMAPPED_AUDIT,has manifest gates but no strict v5/v6b visual alignment row,False,0.12002144080732047,VISUAL_TOO_SUBTLE,no,no,,,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/02200_collision_orbit_right_64_seed41200/prefix_len5.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,local_assets/dpo_pair_hardness_v4/typeM/protocol_v4_TypeM_006_02200_collision_orbit_right_64_seed41200_weak_physical_event/loser_future.mp4,reports/dpo_pair_hardness_v4/typeM_pair_contact_sheets/protocol_v4_TypeM_006_02200_collision_orbit_right_64_seed41200_weak_physical_event.jpg,TypeM uses rollout-inspired weak_physical_event; loser stays sharp but has visible local physical/geometric error.
protocol_v4_TypeM_007_02202_collision_orbit_right_64_seed41202_medium_background_drift,v4,TypeM,medium_background_drift,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/manifests/dpo_preference_protocol_v4_pairs.jsonl,REVIEW_REQUIRED_UNMAPPED_AUDIT,has manifest gates but no strict v5/v6b visual alignment row,False,0.12993266692577932,VISUAL_TOO_SUBTLE,no,no,,,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/02202_collision_orbit_right_64_seed41202/prefix_len5.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02202_collision_orbit_right_64_seed41202/clean_future_5_80.mp4,local_assets/dpo_pair_hardness_v4/typeM/protocol_v4_TypeM_007_02202_collision_orbit_right_64_seed41202_medium_background_drift/loser_future.mp4,reports/dpo_pair_hardness_v4/typeM_pair_contact_sheets/protocol_v4_TypeM_007_02202_collision_orbit_right_64_seed41202_medium_background_drift.jpg,TypeM uses rollout-inspired medium_background_drift; loser stays sharp but has visible local physical/geometric error.
protocol_v4_TypeM_008_02202_collision_orbit_right_64_seed41202_wrong_camera_motion,v4,TypeM,wrong_camera_motion,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/manifests/dpo_preference_protocol_v4_pairs.jsonl,REVIEW_REQUIRED_UNMAPPED_AUDIT,has manifest gates but no strict v5/v6b visual alignment row,False,0.12521211518209197,VISUAL_TOO_SUBTLE,no,no,,,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/02202_collision_orbit_right_64_seed41202/prefix_len5.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02202_collision_orbit_right_64_seed41202/clean_future_5_80.mp4,local_assets/dpo_pair_hardness_v4/typeM/protocol_v4_TypeM_008_02202_collision_orbit_right_64_seed41202_wrong_camera_motion/loser_future.mp4,reports/dpo_pair_hardness_v4/typeM_pair_contact_sheets/protocol_v4_TypeM_008_02202_collision_orbit_right_64_seed41202_wrong_camera_motion.jpg,TypeM uses rollout-inspired wrong_camera_motion; loser stays sharp but has visible local physical/geometric error.
protocol_v3_A_001_001_02200_collision_orbit_right_64_seed41200_background_drift_local,v3,local_corruption,background_drift_local,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/manifests/dpo_preference_protocol_v3_pairs.jsonl,REVIEW_REQUIRED_OLD_SUBTLE_RISK,old protocol pair passed broad audit but lacks v5-style human-visible gate,False,0.18,,,,,,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/02200_collision_orbit_right_64_seed41200/prefix_len5.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,local_assets/dpo_preference_protocol_v1/local_corruptions/protocol_v1_A_001_02200_collision_orbit_right_64_seed41200_background_drift_local/loser_future_5_80.mp4,reports/dpo_preference_protocol_v1/pair_contact_sheets/protocol_v1_A_001_02200_collision_orbit_right_64_seed41200_background_drift_local.jpg,Clean GT future is preferred over a future-only background_drift_local; prefix frames 0-4 are unchanged and loser remains visually decodable.
protocol_v3_A_002_002_02200_collision_orbit_right_64_seed41200_wrong_camera_motion_local,v3,local_corruption,wrong_camera_motion_local,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/manifests/dpo_preference_protocol_v3_pairs.jsonl,REVIEW_REQUIRED_OLD_SUBTLE_RISK,old protocol pair passed broad audit but lacks v5-style human-visible gate,False,0.19999999999999998,,,,,,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/02200_collision_orbit_right_64_seed41200/prefix_len5.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,local_assets/dpo_preference_protocol_v1/local_corruptions/protocol_v1_A_002_02200_collision_orbit_right_64_seed41200_wrong_camera_motion_local/loser_future_5_80.mp4,reports/dpo_preference_protocol_v1/pair_contact_sheets/protocol_v1_A_002_02200_collision_orbit_right_64_seed41200_wrong_camera_motion_local.jpg,Clean GT future is preferred over a future-only wrong_camera_motion_local; prefix frames 0-4 are unchanged and loser remains visually decodable.
protocol_v3_A_003_003_02200_collision_orbit_right_64_seed41200_object_deformation_local,v3,local_corruption,object_deformation_local,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/manifests/dpo_preference_protocol_v3_pairs.jsonl,REVIEW_REQUIRED_OLD_SUBTLE_RISK,old protocol pair passed broad audit but lacks v5-style human-visible gate,False,0.22,,,,,,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/02200_collision_orbit_right_64_seed41200/prefix_len5.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,local_assets/dpo_preference_protocol_v1/local_corruptions/protocol_v1_A_003_02200_collision_orbit_right_64_seed41200_object_deformation_local/loser_future_5_80.mp4,reports/dpo_preference_protocol_v1/pair_contact_sheets/protocol_v1_A_003_02200_collision_orbit_right_64_seed41200_object_deformation_local.jpg,Clean GT future is preferred over a future-only object_deformation_local; prefix frames 0-4 are unchanged and loser remains visually decodable.
protocol_v3_A_004_004_02200_collision_orbit_right_64_seed41200_object_identity_change_local,v3,local_corruption,object_identity_change_local,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/manifests/dpo_preference_protocol_v3_pairs.jsonl,REVIEW_REQUIRED_OLD_SUBTLE_RISK,old protocol pair passed broad audit but lacks v5-style human-visible gate,False,0.24,,,,,,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/02200_collision_orbit_right_64_seed41200/prefix_len5.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,local_assets/dpo_preference_protocol_v1/local_corruptions/protocol_v1_A_004_02200_collision_orbit_right_64_seed41200_object_identity_change_local/loser_future_5_80.mp4,reports/dpo_preference_protocol_v1/pair_contact_sheets/protocol_v1_A_004_02200_collision_orbit_right_64_seed41200_object_identity_change_local.jpg,Clean GT future is preferred over a future-only object_identity_change_local; prefix frames 0-4 are unchanged and loser remains visually decodable.
protocol_v3_A_005_006_02200_collision_orbit_right_64_seed41200_partial_freeze,v3,local_corruption,partial_freeze,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/manifests/dpo_preference_protocol_v3_pairs.jsonl,REVIEW_REQUIRED_OLD_SUBTLE_RISK,old protocol pair passed broad audit but lacks v5-style human-visible gate,False,0.18,,,,,,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/02200_collision_orbit_right_64_seed41200/prefix_len5.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,local_assets/dpo_preference_protocol_v1/local_corruptions/protocol_v1_A_006_02200_collision_orbit_right_64_seed41200_partial_freeze/loser_future_5_80.mp4,reports/dpo_preference_protocol_v1/pair_contact_sheets/protocol_v1_A_006_02200_collision_orbit_right_64_seed41200_partial_freeze.jpg,Clean GT future is preferred over a future-only partial_freeze; prefix frames 0-4 are unchanged and loser remains visually decodable.
protocol_v3_A_006_007_02200_collision_orbit_right_64_seed41200_physical_event_local_failure,v3,local_corruption,physical_event_local_failure,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/manifests/dpo_preference_protocol_v3_pairs.jsonl,REVIEW_REQUIRED_OLD_SUBTLE_RISK,old protocol pair passed broad audit but lacks v5-style human-visible gate,False,0.19999999999999998,,,,,,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/02200_collision_orbit_right_64_seed41200/prefix_len5.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,local_assets/dpo_preference_protocol_v1/local_corruptions/protocol_v1_A_007_02200_collision_orbit_right_64_seed41200_physical_event_local_failure/loser_future_5_80.mp4,reports/dpo_preference_protocol_v1/pair_contact_sheets/protocol_v1_A_007_02200_collision_orbit_right_64_seed41200_physical_event_local_failure.jpg,Clean GT future is preferred over a future-only physical_event_local_failure; prefix frames 0-4 are unchanged and loser remains visually decodable.
protocol_v3_A_007_008_02200_collision_orbit_right_64_seed41200_background_drift_local,v3,local_corruption,background_drift_local,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/manifests/dpo_preference_protocol_v3_pairs.jsonl,REVIEW_REQUIRED_OLD_SUBTLE_RISK,old protocol pair passed broad audit but lacks v5-style human-visible gate,False,0.22,,,,,,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/02200_collision_orbit_right_64_seed41200/prefix_len5.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,local_assets/dpo_preference_protocol_v1/local_corruptions/protocol_v1_A_008_02200_collision_orbit_right_64_seed41200_background_drift_local/loser_future_5_80.mp4,reports/dpo_preference_protocol_v1/pair_contact_sheets/protocol_v1_A_008_02200_collision_orbit_right_64_seed41200_background_drift_local.jpg,Clean GT future is preferred over a future-only background_drift_local; prefix frames 0-4 are unchanged and loser remains visually decodable.
protocol_v3_A_008_009_02200_collision_orbit_right_64_seed41200_wrong_camera_motion_local,v3,local_corruption,wrong_camera_motion_local,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/manifests/dpo_preference_protocol_v3_pairs.jsonl,REVIEW_REQUIRED_OLD_SUBTLE_RISK,old protocol pair passed broad audit but lacks v5-style human-visible gate,False,0.24,,,,,,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/02200_collision_orbit_right_64_seed41200/prefix_len5.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,local_assets/dpo_preference_protocol_v1/local_corruptions/protocol_v1_A_009_02200_collision_orbit_right_64_seed41200_wrong_camera_motion_local/loser_future_5_80.mp4,reports/dpo_preference_protocol_v1/pair_contact_sheets/protocol_v1_A_009_02200_collision_orbit_right_64_seed41200_wrong_camera_motion_local.jpg,Clean GT future is preferred over a future-only wrong_camera_motion_local; prefix frames 0-4 are unchanged and loser remains visually decodable.
protocol_v3_A_009_010_02200_collision_orbit_right_64_seed41200_object_deformation_local,v3,local_corruption,object_deformation_local,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/manifests/dpo_preference_protocol_v3_pairs.jsonl,REVIEW_REQUIRED_OLD_SUBTLE_RISK,old protocol pair passed broad audit but lacks v5-style human-visible gate,False,0.26,,,,,,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/02200_collision_orbit_right_64_seed41200/prefix_len5.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,local_assets/dpo_preference_protocol_v1/local_corruptions/protocol_v1_A_010_02200_collision_orbit_right_64_seed41200_object_deformation_local/loser_future_5_80.mp4,reports/dpo_preference_protocol_v1/pair_contact_sheets/protocol_v1_A_010_02200_collision_orbit_right_64_seed41200_object_deformation_local.jpg,Clean GT future is preferred over a future-only object_deformation_local; prefix frames 0-4 are unchanged and loser remains visually decodable.
protocol_v3_A_010_011_02200_collision_orbit_right_64_seed41200_object_identity_change_local,v3,local_corruption,object_identity_change_local,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/manifests/dpo_preference_protocol_v3_pairs.jsonl,REVIEW_REQUIRED_OLD_SUBTLE_RISK,old protocol pair passed broad audit but lacks v5-style human-visible gate,False,0.18,,,,,,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/02200_collision_orbit_right_64_seed41200/prefix_len5.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,local_assets/dpo_preference_protocol_v1/local_corruptions/protocol_v1_A_011_02200_collision_orbit_right_64_seed41200_object_identity_change_local/loser_future_5_80.mp4,reports/dpo_preference_protocol_v1/pair_contact_sheets/protocol_v1_A_011_02200_collision_orbit_right_64_seed41200_object_identity_change_local.jpg,Clean GT future is preferred over a future-only object_identity_change_local; prefix frames 0-4 are unchanged and loser remains visually decodable.
protocol_v3_A_011_013_02202_collision_orbit_right_64_seed41202_partial_freeze,v3,local_corruption,partial_freeze,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/manifests/dpo_preference_protocol_v3_pairs.jsonl,REVIEW_REQUIRED_OLD_SUBTLE_RISK,old protocol pair passed broad audit but lacks v5-style human-visible gate,False,0.22,,,,,,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/02202_collision_orbit_right_64_seed41202/prefix_len5.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02202_collision_orbit_right_64_seed41202/clean_future_5_80.mp4,local_assets/dpo_preference_protocol_v1/local_corruptions/protocol_v1_A_013_02202_collision_orbit_right_64_seed41202_partial_freeze/loser_future_5_80.mp4,reports/dpo_preference_protocol_v1/pair_contact_sheets/protocol_v1_A_013_02202_collision_orbit_right_64_seed41202_partial_freeze.jpg,Clean GT future is preferred over a future-only partial_freeze; prefix frames 0-4 are unchanged and loser remains visually decodable.
protocol_v3_A_012_014_02202_collision_orbit_right_64_seed41202_physical_event_local_failure,v3,local_corruption,physical_event_local_failure,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/manifests/dpo_preference_protocol_v3_pairs.jsonl,REVIEW_REQUIRED_OLD_SUBTLE_RISK,old protocol pair passed broad audit but lacks v5-style human-visible gate,False,0.24,,,,,,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/02202_collision_orbit_right_64_seed41202/prefix_len5.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02202_collision_orbit_right_64_seed41202/clean_future_5_80.mp4,local_assets/dpo_preference_protocol_v1/local_corruptions/protocol_v1_A_014_02202_collision_orbit_right_64_seed41202_physical_event_local_failure/loser_future_5_80.mp4,reports/dpo_preference_protocol_v1/pair_contact_sheets/protocol_v1_A_014_02202_collision_orbit_right_64_seed41202_physical_event_local_failure.jpg,Clean GT future is preferred over a future-only physical_event_local_failure; prefix frames 0-4 are unchanged and loser remains visually decodable.
protocol_v3_A_013_015_02202_collision_orbit_right_64_seed41202_background_drift_local,v3,local_corruption,background_drift_local,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/manifests/dpo_preference_protocol_v3_pairs.jsonl,REVIEW_REQUIRED_OLD_SUBTLE_RISK,old protocol pair passed broad audit but lacks v5-style human-visible gate,False,0.26,,,,,,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/02202_collision_orbit_right_64_seed41202/prefix_len5.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02202_collision_orbit_right_64_seed41202/clean_future_5_80.mp4,local_assets/dpo_preference_protocol_v1/local_corruptions/protocol_v1_A_015_02202_collision_orbit_right_64_seed41202_background_drift_local/loser_future_5_80.mp4,reports/dpo_preference_protocol_v1/pair_contact_sheets/protocol_v1_A_015_02202_collision_orbit_right_64_seed41202_background_drift_local.jpg,Clean GT future is preferred over a future-only background_drift_local; prefix frames 0-4 are unchanged and loser remains visually decodable.
protocol_v3_A_014_018_02202_collision_orbit_right_64_seed41202_object_identity_change_local,v3,local_corruption,object_identity_change_local,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/manifests/dpo_preference_protocol_v3_pairs.jsonl,REVIEW_REQUIRED_OLD_SUBTLE_RISK,old protocol pair passed broad audit but lacks v5-style human-visible gate,False,0.22,,,,,,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/02202_collision_orbit_right_64_seed41202/prefix_len5.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02202_collision_orbit_right_64_seed41202/clean_future_5_80.mp4,local_assets/dpo_preference_protocol_v1/local_corruptions/protocol_v1_A_018_02202_collision_orbit_right_64_seed41202_object_identity_change_local/loser_future_5_80.mp4,reports/dpo_preference_protocol_v1/pair_contact_sheets/protocol_v1_A_018_02202_collision_orbit_right_64_seed41202_object_identity_change_local.jpg,Clean GT future is preferred over a future-only object_identity_change_local; prefix frames 0-4 are unchanged and loser remains visually decodable.
protocol_v3_A_015_022_02202_collision_orbit_right_64_seed41202_background_drift_local,v3,local_corruption,background_drift_local,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/manifests/dpo_preference_protocol_v3_pairs.jsonl,REVIEW_REQUIRED_OLD_SUBTLE_RISK,old protocol pair passed broad audit but lacks v5-style human-visible gate,False,0.19999999999999998,,,,,,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/02202_collision_orbit_right_64_seed41202/prefix_len5.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02202_collision_orbit_right_64_seed41202/clean_future_5_80.mp4,local_assets/dpo_preference_protocol_v1/local_corruptions/protocol_v1_A_022_02202_collision_orbit_right_64_seed41202_background_drift_local/loser_future_5_80.mp4,reports/dpo_preference_protocol_v1/pair_contact_sheets/protocol_v1_A_022_02202_collision_orbit_right_64_seed41202_background_drift_local.jpg,Clean GT future is preferred over a future-only background_drift_local; prefix frames 0-4 are unchanged and loser remains visually decodable.
