pair_id,condition_id,failure_type,severity,loser_video_path,status
v11_SYN_EXTRA_0079_02366_collision_orbit_right_64_seed41366_object_duplicate_or_fragment,02366_collision_orbit_right_64_seed41366,object_duplicate_or_fragment,0.6,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0079_02366_collision_orbit_right_64_seed41366_object_duplicate_or_fragment/loser_future.mp4,generated
v11_SYN_EXTRA_0080_02366_collision_orbit_right_64_seed41366_local_scene_patch_drift,02366_collision_orbit_right_64_seed41366,local_scene_patch_drift,0.642,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0080_02366_collision_orbit_right_64_seed41366_local_scene_patch_drift/loser_future.mp4,generated
v11_SYN_EXTRA_0081_02378_collision_orbit_right_64_seed41378_collision_response_failure_synthetic,02378_collision_orbit_right_64_seed41378,collision_response_failure_synthetic,0.85,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0081_02378_collision_orbit_right_64_seed41378_collision_response_failure_synthetic/loser_future.mp4,generated
v11_SYN_EXTRA_0082_02378_collision_orbit_right_64_seed41378_object_deformation_visible,02378_collision_orbit_right_64_seed41378,object_deformation_visible,0.6,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0082_02378_collision_orbit_right_64_seed41378_object_deformation_visible/loser_future.mp4,generated
v11_SYN_EXTRA_0083_02378_collision_orbit_right_64_seed41378_object_duplicate_or_fragment,02378_collision_orbit_right_64_seed41378,object_duplicate_or_fragment,0.642,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0083_02378_collision_orbit_right_64_seed41378_object_duplicate_or_fragment/loser_future.mp4,generated
v11_SYN_EXTRA_0084_02378_collision_orbit_right_64_seed41378_local_scene_patch_drift,02378_collision_orbit_right_64_seed41378,local_scene_patch_drift,0.683,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0084_02378_collision_orbit_right_64_seed41378_local_scene_patch_drift/loser_future.mp4,generated
v11_SYN_EXTRA_0085_02384_collision_orbit_right_64_seed41384_collision_response_failure_synthetic,02384_collision_orbit_right_64_seed41384,collision_response_failure_synthetic,0.6,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0085_02384_collision_orbit_right_64_seed41384_collision_response_failure_synthetic/loser_future.mp4,generated
v11_SYN_EXTRA_0086_02384_collision_orbit_right_64_seed41384_object_deformation_visible,02384_collision_orbit_right_64_seed41384,object_deformation_visible,0.642,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0086_02384_collision_orbit_right_64_seed41384_object_deformation_visible/loser_future.mp4,generated
v11_SYN_EXTRA_0087_02384_collision_orbit_right_64_seed41384_object_duplicate_or_fragment,02384_collision_orbit_right_64_seed41384,object_duplicate_or_fragment,0.683,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0087_02384_collision_orbit_right_64_seed41384_object_duplicate_or_fragment/loser_future.mp4,generated
v11_SYN_EXTRA_0088_02384_collision_orbit_right_64_seed41384_local_scene_patch_drift,02384_collision_orbit_right_64_seed41384,local_scene_patch_drift,0.725,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0088_02384_collision_orbit_right_64_seed41384_local_scene_patch_drift/loser_future.mp4,generated
v11_SYN_EXTRA_0089_prefix5_anchored_1128e39109fc83_object_deformation_collision_response_failure_synthetic,prefix5_anchored_1128e39109fc83_object_deformation,collision_response_failure_synthetic,0.642,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0089_prefix5_anchored_1128e39109fc83_object_deformation_collision_response_failure_synthetic/loser_future.mp4,generated
v11_SYN_EXTRA_0090_prefix5_anchored_1128e39109fc83_object_deformation_object_deformation_visible,prefix5_anchored_1128e39109fc83_object_deformation,object_deformation_visible,0.683,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0090_prefix5_anchored_1128e39109fc83_object_deformation_object_deformation_visible/loser_future.mp4,generated
v11_SYN_EXTRA_0091_prefix5_anchored_1128e39109fc83_object_deformation_object_duplicate_or_fragment,prefix5_anchored_1128e39109fc83_object_deformation,object_duplicate_or_fragment,0.725,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0091_prefix5_anchored_1128e39109fc83_object_deformation_object_duplicate_or_fragment/loser_future.mp4,generated
v11_SYN_EXTRA_0092_prefix5_anchored_1128e39109fc83_object_deformation_local_scene_patch_drift,prefix5_anchored_1128e39109fc83_object_deformation,local_scene_patch_drift,0.767,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0092_prefix5_anchored_1128e39109fc83_object_deformation_local_scene_patch_drift/loser_future.mp4,generated
v11_SYN_EXTRA_0093_prefix5_anchored_1ca3412d8f73c8_nonrigid_background_warp_collision_response_failure_synthetic,prefix5_anchored_1ca3412d8f73c8_nonrigid_background_warp,collision_response_failure_synthetic,0.683,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0093_prefix5_anchored_1ca3412d8f73c8_nonrigid_background_warp_collision_response_failure_synthetic/loser_future.mp4,generated
v11_SYN_EXTRA_0094_prefix5_anchored_1ca3412d8f73c8_nonrigid_background_warp_object_deformation_visible,prefix5_anchored_1ca3412d8f73c8_nonrigid_background_warp,object_deformation_visible,0.725,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0094_prefix5_anchored_1ca3412d8f73c8_nonrigid_background_warp_object_deformation_visible/loser_future.mp4,generated
v11_SYN_EXTRA_0095_prefix5_anchored_1ca3412d8f73c8_nonrigid_background_warp_object_duplicate_or_fragment,prefix5_anchored_1ca3412d8f73c8_nonrigid_background_warp,object_duplicate_or_fragment,0.767,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0095_prefix5_anchored_1ca3412d8f73c8_nonrigid_background_warp_object_duplicate_or_fragment/loser_future.mp4,generated
v11_SYN_EXTRA_0096_prefix5_anchored_1ca3412d8f73c8_nonrigid_background_warp_local_scene_patch_drift,prefix5_anchored_1ca3412d8f73c8_nonrigid_background_warp,local_scene_patch_drift,0.808,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0096_prefix5_anchored_1ca3412d8f73c8_nonrigid_background_warp_local_scene_patch_drift/loser_future.mp4,generated
v11_SYN_EXTRA_0097_prefix5_anchored_3e28b01a2ca2ef_reobserve_mismatch_collision_response_failure_synthetic,prefix5_anchored_3e28b01a2ca2ef_reobserve_mismatch,collision_response_failure_synthetic,0.725,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0097_prefix5_anchored_3e28b01a2ca2ef_reobserve_mismatch_collision_response_failure_synthetic/loser_future.mp4,generated
v11_SYN_EXTRA_0098_prefix5_anchored_3e28b01a2ca2ef_reobserve_mismatch_object_deformation_visible,prefix5_anchored_3e28b01a2ca2ef_reobserve_mismatch,object_deformation_visible,0.767,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0098_prefix5_anchored_3e28b01a2ca2ef_reobserve_mismatch_object_deformation_visible/loser_future.mp4,generated
v11_SYN_EXTRA_0099_prefix5_anchored_3e28b01a2ca2ef_reobserve_mismatch_object_duplicate_or_fragment,prefix5_anchored_3e28b01a2ca2ef_reobserve_mismatch,object_duplicate_or_fragment,0.808,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0099_prefix5_anchored_3e28b01a2ca2ef_reobserve_mismatch_object_duplicate_or_fragment/loser_future.mp4,generated
v11_SYN_EXTRA_0100_prefix5_anchored_3e28b01a2ca2ef_reobserve_mismatch_local_scene_patch_drift,prefix5_anchored_3e28b01a2ca2ef_reobserve_mismatch,local_scene_patch_drift,0.85,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0100_prefix5_anchored_3e28b01a2ca2ef_reobserve_mismatch_local_scene_patch_drift/loser_future.mp4,generated
v11_SYN_EXTRA_0101_prefix5_anchored_525c18bc4422f0_background_drift_collision_response_failure_synthetic,prefix5_anchored_525c18bc4422f0_background_drift,collision_response_failure_synthetic,0.767,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0101_prefix5_anchored_525c18bc4422f0_background_drift_collision_response_failure_synthetic/loser_future.mp4,generated
v11_SYN_EXTRA_0102_prefix5_anchored_525c18bc4422f0_background_drift_object_deformation_visible,prefix5_anchored_525c18bc4422f0_background_drift,object_deformation_visible,0.808,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0102_prefix5_anchored_525c18bc4422f0_background_drift_object_deformation_visible/loser_future.mp4,generated
v11_SYN_EXTRA_0103_prefix5_anchored_525c18bc4422f0_background_drift_object_duplicate_or_fragment,prefix5_anchored_525c18bc4422f0_background_drift,object_duplicate_or_fragment,0.85,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0103_prefix5_anchored_525c18bc4422f0_background_drift_object_duplicate_or_fragment/loser_future.mp4,generated
v11_SYN_EXTRA_0104_prefix5_anchored_525c18bc4422f0_background_drift_local_scene_patch_drift,prefix5_anchored_525c18bc4422f0_background_drift,local_scene_patch_drift,0.6,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0104_prefix5_anchored_525c18bc4422f0_background_drift_local_scene_patch_drift/loser_future.mp4,generated
v11_SYN_EXTRA_0105_prefix5_anchored_7f708dfe212ad6_freeze_foreground_collision_response_failure_synthetic,prefix5_anchored_7f708dfe212ad6_freeze_foreground,collision_response_failure_synthetic,0.808,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0105_prefix5_anchored_7f708dfe212ad6_freeze_foreground_collision_response_failure_synthetic/loser_future.mp4,generated
v11_SYN_EXTRA_0106_prefix5_anchored_7f708dfe212ad6_freeze_foreground_object_deformation_visible,prefix5_anchored_7f708dfe212ad6_freeze_foreground,object_deformation_visible,0.85,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0106_prefix5_anchored_7f708dfe212ad6_freeze_foreground_object_deformation_visible/loser_future.mp4,generated
v11_SYN_EXTRA_0107_prefix5_anchored_7f708dfe212ad6_freeze_foreground_object_duplicate_or_fragment,prefix5_anchored_7f708dfe212ad6_freeze_foreground,object_duplicate_or_fragment,0.6,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0107_prefix5_anchored_7f708dfe212ad6_freeze_foreground_object_duplicate_or_fragment/loser_future.mp4,generated
v11_SYN_EXTRA_0108_prefix5_anchored_7f708dfe212ad6_freeze_foreground_local_scene_patch_drift,prefix5_anchored_7f708dfe212ad6_freeze_foreground,local_scene_patch_drift,0.642,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0108_prefix5_anchored_7f708dfe212ad6_freeze_foreground_local_scene_patch_drift/loser_future.mp4,generated
v11_SYN_EXTRA_0109_prefix5_anchored_b53591379e11c1_object_deformation_collision_response_failure_synthetic,prefix5_anchored_b53591379e11c1_object_deformation,collision_response_failure_synthetic,0.85,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0109_prefix5_anchored_b53591379e11c1_object_deformation_collision_response_failure_synthetic/loser_future.mp4,generated
v11_SYN_EXTRA_0110_prefix5_anchored_b53591379e11c1_object_deformation_object_deformation_visible,prefix5_anchored_b53591379e11c1_object_deformation,object_deformation_visible,0.6,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0110_prefix5_anchored_b53591379e11c1_object_deformation_object_deformation_visible/loser_future.mp4,generated
v11_SYN_EXTRA_0111_prefix5_anchored_b53591379e11c1_object_deformation_object_duplicate_or_fragment,prefix5_anchored_b53591379e11c1_object_deformation,object_duplicate_or_fragment,0.642,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0111_prefix5_anchored_b53591379e11c1_object_deformation_object_duplicate_or_fragment/loser_future.mp4,generated
v11_SYN_EXTRA_0112_prefix5_anchored_b53591379e11c1_object_deformation_local_scene_patch_drift,prefix5_anchored_b53591379e11c1_object_deformation,local_scene_patch_drift,0.683,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0112_prefix5_anchored_b53591379e11c1_object_deformation_local_scene_patch_drift/loser_future.mp4,generated
v11_SYN_EXTRA_0113_prefix5_anchored_e78653865b3413_wrong_camera_motion_collision_response_failure_synthetic,prefix5_anchored_e78653865b3413_wrong_camera_motion,collision_response_failure_synthetic,0.6,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0113_prefix5_anchored_e78653865b3413_wrong_camera_motion_collision_response_failure_synthetic/loser_future.mp4,generated
v11_SYN_EXTRA_0114_prefix5_anchored_e78653865b3413_wrong_camera_motion_object_deformation_visible,prefix5_anchored_e78653865b3413_wrong_camera_motion,object_deformation_visible,0.642,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0114_prefix5_anchored_e78653865b3413_wrong_camera_motion_object_deformation_visible/loser_future.mp4,generated
v11_SYN_EXTRA_0115_prefix5_anchored_e78653865b3413_wrong_camera_motion_object_duplicate_or_fragment,prefix5_anchored_e78653865b3413_wrong_camera_motion,object_duplicate_or_fragment,0.683,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0115_prefix5_anchored_e78653865b3413_wrong_camera_motion_object_duplicate_or_fragment/loser_future.mp4,generated
v11_SYN_EXTRA_0116_prefix5_anchored_e78653865b3413_wrong_camera_motion_local_scene_patch_drift,prefix5_anchored_e78653865b3413_wrong_camera_motion,local_scene_patch_drift,0.725,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0116_prefix5_anchored_e78653865b3413_wrong_camera_motion_local_scene_patch_drift/loser_future.mp4,generated
v11_SYN_EXTRA_0117_prefix5_anchored_ebade3740fe2f4_object_identity_change_collision_response_failure_synthetic,prefix5_anchored_ebade3740fe2f4_object_identity_change,collision_response_failure_synthetic,0.642,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0117_prefix5_anchored_ebade3740fe2f4_object_identity_change_collision_response_failure_synthetic/loser_future.mp4,generated
v11_SYN_EXTRA_0118_prefix5_anchored_ebade3740fe2f4_object_identity_change_object_deformation_visible,prefix5_anchored_ebade3740fe2f4_object_identity_change,object_deformation_visible,0.683,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0118_prefix5_anchored_ebade3740fe2f4_object_identity_change_object_deformation_visible/loser_future.mp4,generated
v11_SYN_EXTRA_0119_prefix5_anchored_ebade3740fe2f4_object_identity_change_object_duplicate_or_fragment,prefix5_anchored_ebade3740fe2f4_object_identity_change,object_duplicate_or_fragment,0.725,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0119_prefix5_anchored_ebade3740fe2f4_object_identity_change_object_duplicate_or_fragment/loser_future.mp4,generated
v11_SYN_EXTRA_0120_prefix5_anchored_ebade3740fe2f4_object_identity_change_local_scene_patch_drift,prefix5_anchored_ebade3740fe2f4_object_identity_change,local_scene_patch_drift,0.767,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0120_prefix5_anchored_ebade3740fe2f4_object_identity_change_local_scene_patch_drift/loser_future.mp4,generated
v11_SYN_EXTRA_0121_prefix5_anchored_ede413792fce8b_nonrigid_background_warp_collision_response_failure_synthetic,prefix5_anchored_ede413792fce8b_nonrigid_background_warp,collision_response_failure_synthetic,0.683,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0121_prefix5_anchored_ede413792fce8b_nonrigid_background_warp_collision_response_failure_synthetic/loser_future.mp4,generated
v11_SYN_EXTRA_0122_prefix5_anchored_ede413792fce8b_nonrigid_background_warp_object_deformation_visible,prefix5_anchored_ede413792fce8b_nonrigid_background_warp,object_deformation_visible,0.725,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0122_prefix5_anchored_ede413792fce8b_nonrigid_background_warp_object_deformation_visible/loser_future.mp4,generated
v11_SYN_EXTRA_0123_prefix5_anchored_ede413792fce8b_nonrigid_background_warp_object_duplicate_or_fragment,prefix5_anchored_ede413792fce8b_nonrigid_background_warp,object_duplicate_or_fragment,0.767,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0123_prefix5_anchored_ede413792fce8b_nonrigid_background_warp_object_duplicate_or_fragment/loser_future.mp4,generated
v11_SYN_EXTRA_0124_prefix5_anchored_ede413792fce8b_nonrigid_background_warp_local_scene_patch_drift,prefix5_anchored_ede413792fce8b_nonrigid_background_warp,local_scene_patch_drift,0.808,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0124_prefix5_anchored_ede413792fce8b_nonrigid_background_warp_local_scene_patch_drift/loser_future.mp4,generated
v11_SYN_EXTRA_0125_prefix5_anchored_ff65f1ae3e7ca8_background_drift_collision_response_failure_synthetic,prefix5_anchored_ff65f1ae3e7ca8_background_drift,collision_response_failure_synthetic,0.725,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0125_prefix5_anchored_ff65f1ae3e7ca8_background_drift_collision_response_failure_synthetic/loser_future.mp4,generated
v11_SYN_EXTRA_0126_prefix5_anchored_ff65f1ae3e7ca8_background_drift_object_deformation_visible,prefix5_anchored_ff65f1ae3e7ca8_background_drift,object_deformation_visible,0.767,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0126_prefix5_anchored_ff65f1ae3e7ca8_background_drift_object_deformation_visible/loser_future.mp4,generated
v11_SYN_EXTRA_0127_prefix5_anchored_ff65f1ae3e7ca8_background_drift_object_duplicate_or_fragment,prefix5_anchored_ff65f1ae3e7ca8_background_drift,object_duplicate_or_fragment,0.808,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0127_prefix5_anchored_ff65f1ae3e7ca8_background_drift_object_duplicate_or_fragment/loser_future.mp4,generated
v11_SYN_EXTRA_0128_prefix5_anchored_ff65f1ae3e7ca8_background_drift_local_scene_patch_drift,prefix5_anchored_ff65f1ae3e7ca8_background_drift,local_scene_patch_drift,0.85,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0128_prefix5_anchored_ff65f1ae3e7ca8_background_drift_local_scene_patch_drift/loser_future.mp4,generated
v11_SYN_EXTRA_0129_v6_02200_collision_orbit_right_64_seed41200_collision_response_failure_synthetic,v6_02200_collision_orbit_right_64_seed41200,collision_response_failure_synthetic,0.767,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0129_v6_02200_collision_orbit_right_64_seed41200_collision_response_failure_synthetic/loser_future.mp4,generated
v11_SYN_EXTRA_0130_v6_02200_collision_orbit_right_64_seed41200_object_deformation_visible,v6_02200_collision_orbit_right_64_seed41200,object_deformation_visible,0.808,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0130_v6_02200_collision_orbit_right_64_seed41200_object_deformation_visible/loser_future.mp4,generated
v11_SYN_EXTRA_0131_v6_02200_collision_orbit_right_64_seed41200_object_duplicate_or_fragment,v6_02200_collision_orbit_right_64_seed41200,object_duplicate_or_fragment,0.85,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0131_v6_02200_collision_orbit_right_64_seed41200_object_duplicate_or_fragment/loser_future.mp4,generated
v11_SYN_EXTRA_0132_v6_02200_collision_orbit_right_64_seed41200_local_scene_patch_drift,v6_02200_collision_orbit_right_64_seed41200,local_scene_patch_drift,0.6,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0132_v6_02200_collision_orbit_right_64_seed41200_local_scene_patch_drift/loser_future.mp4,generated
v11_SYN_EXTRA_0133_v6_02202_collision_orbit_right_64_seed41202_collision_response_failure_synthetic,v6_02202_collision_orbit_right_64_seed41202,collision_response_failure_synthetic,0.808,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0133_v6_02202_collision_orbit_right_64_seed41202_collision_response_failure_synthetic/loser_future.mp4,generated
v11_SYN_EXTRA_0134_v6_02202_collision_orbit_right_64_seed41202_object_deformation_visible,v6_02202_collision_orbit_right_64_seed41202,object_deformation_visible,0.85,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0134_v6_02202_collision_orbit_right_64_seed41202_object_deformation_visible/loser_future.mp4,generated
v11_SYN_EXTRA_0135_v6_02202_collision_orbit_right_64_seed41202_object_duplicate_or_fragment,v6_02202_collision_orbit_right_64_seed41202,object_duplicate_or_fragment,0.6,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0135_v6_02202_collision_orbit_right_64_seed41202_object_duplicate_or_fragment/loser_future.mp4,generated
v11_SYN_EXTRA_0136_v6_02202_collision_orbit_right_64_seed41202_local_scene_patch_drift,v6_02202_collision_orbit_right_64_seed41202,local_scene_patch_drift,0.642,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0136_v6_02202_collision_orbit_right_64_seed41202_local_scene_patch_drift/loser_future.mp4,generated
v11_SYN_EXTRA_0137_v6_02222_collision_orbit_right_64_seed41222_collision_response_failure_synthetic,v6_02222_collision_orbit_right_64_seed41222,collision_response_failure_synthetic,0.85,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0137_v6_02222_collision_orbit_right_64_seed41222_collision_response_failure_synthetic/loser_future.mp4,generated
v11_SYN_EXTRA_0138_v6_02222_collision_orbit_right_64_seed41222_object_deformation_visible,v6_02222_collision_orbit_right_64_seed41222,object_deformation_visible,0.6,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0138_v6_02222_collision_orbit_right_64_seed41222_object_deformation_visible/loser_future.mp4,generated
v11_SYN_EXTRA_0139_v6_02222_collision_orbit_right_64_seed41222_object_duplicate_or_fragment,v6_02222_collision_orbit_right_64_seed41222,object_duplicate_or_fragment,0.642,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0139_v6_02222_collision_orbit_right_64_seed41222_object_duplicate_or_fragment/loser_future.mp4,generated
v11_SYN_EXTRA_0140_v6_02222_collision_orbit_right_64_seed41222_local_scene_patch_drift,v6_02222_collision_orbit_right_64_seed41222,local_scene_patch_drift,0.683,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0140_v6_02222_collision_orbit_right_64_seed41222_local_scene_patch_drift/loser_future.mp4,generated
v11_SYN_EXTRA_0141_v6_02226_collision_orbit_right_64_seed41226_collision_response_failure_synthetic,v6_02226_collision_orbit_right_64_seed41226,collision_response_failure_synthetic,0.6,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0141_v6_02226_collision_orbit_right_64_seed41226_collision_response_failure_synthetic/loser_future.mp4,generated
v11_SYN_EXTRA_0142_v6_02226_collision_orbit_right_64_seed41226_object_deformation_visible,v6_02226_collision_orbit_right_64_seed41226,object_deformation_visible,0.642,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0142_v6_02226_collision_orbit_right_64_seed41226_object_deformation_visible/loser_future.mp4,generated
v11_SYN_EXTRA_0143_v6_02226_collision_orbit_right_64_seed41226_object_duplicate_or_fragment,v6_02226_collision_orbit_right_64_seed41226,object_duplicate_or_fragment,0.683,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0143_v6_02226_collision_orbit_right_64_seed41226_object_duplicate_or_fragment/loser_future.mp4,generated
v11_SYN_EXTRA_0144_v6_02226_collision_orbit_right_64_seed41226_local_scene_patch_drift,v6_02226_collision_orbit_right_64_seed41226,local_scene_patch_drift,0.725,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0144_v6_02226_collision_orbit_right_64_seed41226_local_scene_patch_drift/loser_future.mp4,generated
v11_SYN_EXTRA_0145_04204_containment_orbit_left_44_seed43204_containment_failure_synthetic,ab5d782f6fc318e29962e4f6f95583a23252babeab7469234f998be5fb6915ac,containment_failure_synthetic,0.642,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0145_04204_containment_orbit_left_44_seed43204_containment_failure_synthetic/loser_future.mp4,generated
v11_SYN_EXTRA_0146_04204_containment_orbit_left_44_seed43204_reobserve_mismatch_visible,ab5d782f6fc318e29962e4f6f95583a23252babeab7469234f998be5fb6915ac,reobserve_mismatch_visible,0.683,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0146_04204_containment_orbit_left_44_seed43204_reobserve_mismatch_visible/loser_future.mp4,generated
v11_SYN_EXTRA_0147_04204_containment_orbit_left_44_seed43204_object_duplicate_or_fragment,ab5d782f6fc318e29962e4f6f95583a23252babeab7469234f998be5fb6915ac,object_duplicate_or_fragment,0.725,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0147_04204_containment_orbit_left_44_seed43204_object_duplicate_or_fragment/loser_future.mp4,generated
v11_SYN_EXTRA_0148_04204_containment_orbit_left_44_seed43204_local_scene_patch_drift,ab5d782f6fc318e29962e4f6f95583a23252babeab7469234f998be5fb6915ac,local_scene_patch_drift,0.767,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0148_04204_containment_orbit_left_44_seed43204_local_scene_patch_drift/loser_future.mp4,generated
v11_SYN_EXTRA_0149_04209_containment_orbit_left_44_seed43209_containment_failure_synthetic,04209_containment_orbit_left_44_seed43209,containment_failure_synthetic,0.683,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0149_04209_containment_orbit_left_44_seed43209_containment_failure_synthetic/loser_future.mp4,generated
v11_SYN_EXTRA_0150_04209_containment_orbit_left_44_seed43209_reobserve_mismatch_visible,04209_containment_orbit_left_44_seed43209,reobserve_mismatch_visible,0.725,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0150_04209_containment_orbit_left_44_seed43209_reobserve_mismatch_visible/loser_future.mp4,generated
v11_SYN_EXTRA_0151_04209_containment_orbit_left_44_seed43209_object_duplicate_or_fragment,04209_containment_orbit_left_44_seed43209,object_duplicate_or_fragment,0.767,local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0151_04209_containment_orbit_left_44_seed43209_object_duplicate_or_fragment/loser_future.mp4,generated
